Symbol,casTLE_Effect,pvalue
Kcna7,2.3,0.162
Nom1,-2.8,0.162
Opn5,2.4,0.162
Rufy1,4.5,0.162
Slc35e1,-2,0.162
Timm44,-2,0.162
Tmem106c,4.2,0.162
Tuba3a,-6.2,0.162
Txlnb,4.2,0.162
Ulbp1,-3.9,0.162
Defa21,-5.1,0.163
Fam83h,-5.2,0.163
Gpr165,-5.3,0.163
Gpr87,2.7,0.163
Mup15,-5.8,0.163
Ndufb9,-5.8,0.163
Olfr434,-2.3,0.163
Olfr633,-5.8,0.163
Olfr945,-5.8,0.163
Ppp2ca,-6.8,0.163
Prg4,-2.3,0.163
Sdha,-5.6,0.163
Spata13,3.3,0.163
Sucla2,-6.1,0.163
Vmn2r78,-5.6,0.163
ENSMUSG00000075083,-5,0.163
Anxa9,-5.3,0.164
Arnt,3.9,0.164
Arpc5l,-2.5,0.164
Asxl2,4.5,0.164
Cela3a,-4.9,0.164
Dennd4b,-6,0.164
Dnajb7,-2.8,0.164
Gm10735,-3.1,0.164
Gm5356,-4,0.164
Gng4,3.5,0.164
Ifi35,-2.8,0.164
Iscu,-2,0.164
Mkrn2os,-4,0.164
Naa40,2.6,0.164
Nudt4,-4.6,0.164
Nxn,-3.3,0.164
Olfr713,-1.2,0.164
Olfr831-ps1,-4.1,0.164
Pkd1l2,-2.8,0.164
Rnf6,-3.6,0.164
Rpp14,-7.3,0.164
Smim17,4.7,0.164
Thegl,4.5,0.164
Tmem161b,-1.4,0.164
Tmem218,2.9,0.164
Zbed5,-5,0.164
Zfp14,-4.4,0.164
Zscan21,-2.1,0.164
Irx1,-2.7,0.165
Izumo4,-1.8,0.165
Lamtor3,-4.2,0.165
Ndufa6,2.3,0.165
Notch1,-2.4,0.165
Tbc1d19,1.8,0.165
Tmem192,-1,0.165
Tnp1,4.6,0.165
Zbed3,-2.8,0.165
4833427G06Rik,-1.2,0.166
Antxrl,4.6,0.166
Fam126a,-3.3,0.166
Mettl7b,-2.4,0.166
Mrgpra2a,3.8,0.166
Mrgpra2b,3.8,0.166
Naa15,5.4,0.166
Nr2c2,4,0.166
Olfr68,-0.7,0.166
Olfr853,4.7,0.166
Pcsk6,3.8,0.166
Pkp1,6.8,0.166
Rasd2,5,0.166
Sowahb,11.7,0.166
Tmem178b,-1,0.166
Tmem26,4.6,0.166
Zbtb2,-4.5,0.166
Zfp78,-2.9,0.166
Akap1,-3.7,0.167
Aspa,-7.2,0.167
Fer1l6,1.2,0.167
Gm10283,-8.7,0.167
Gm20518,-7,0.167
Homer1,-3.9,0.167
Ift22,-8.4,0.167
Kcns1,1.2,0.167
Lins1,-6,0.167
Nek1,1.8,0.167
Nudt22,-3,0.167
Olfr740,-2.6,0.167
P3h3,-2.9,0.167
Parp6,-3.1,0.167
Pcdhb16,4.6,0.167
Ppia,-6.7,0.167
Ppip5k1,-8.5,0.167
Sec14l3,-4.1,0.167
Slc38a3,-7.4,0.167
Wdr5b,-5.9,0.167
Actrt1,-1.6,0.168
Esyt3,-7,0.168
Gm7138,2.7,0.168
Gzmg,-2.8,0.168
Klhl22,-2.7,0.168
Krtap1-4,1.9,0.168
Olfr1057,-4.3,0.168
Olfr609,-5.5,0.168
Olfr881,4.6,0.168
Olfr976,-4,0.168
Olig1,-2.7,0.168
Otud7a,-3,0.168
Prss33,-3,0.168
Ripor2,5.8,0.168
Romo1,-7.3,0.168
Sh2d1a,-2.9,0.168
Skil,-3.6,0.168
Ttc14,-2.8,0.168
Vmn2r4,-4.7,0.168
3930402G23Rik,-5.9,0.169
A630091E08Rik,5,0.169
Akap4,-2.4,0.169
Cfl1,-5.2,0.169
Cggbp1,-3.4,0.169
Clip2,4,0.169
Dennd4c,-0.6,0.169
Elk1,-4.3,0.169
Fosb,-1.6,0.169
Gm5581,3.8,0.169
Igsf9b,4.6,0.169
Nars2,-6.1,0.169
Ndufs3,-7.9,0.169
Tmem200c,1.9,0.169
Vamp8,2.9,0.169
Ypel3,-3.2,0.169
Gpr161,-0.9,0.17
Gpr21,-1.4,0.17
H2afb1,-4,0.17
Hid1,-5.8,0.17
Nhsl2,4.6,0.17
Ninj2,-0.6,0.17
Olfr288,3.8,0.17
Pdpn,-5.8,0.17
Pth2,2.2,0.17
Rnft2,2.2,0.17
Serpinb9e,-2.4,0.17
Slc44a5,-0.6,0.17
Slc5a1,-5,0.17
Tpbgl,0.8,0.17
Ubiad1,-7.3,0.17
Zc3h12d,-4.5,0.17
Abcc8,-4.6,0.171
Atp6v1a,-6.6,0.171
Bloc1s4,-3.1,0.171
Fpgs,-6.2,0.171
Gcat,12.3,0.171
Il17rc,-0.6,0.171
Mchr1,3.2,0.171
Mgst2,-2.4,0.171
Msc,-1.9,0.171
Rp1,-8.7,0.171
Adcy5,-6.5,0.172
Boll,-2.7,0.172
Cdk5rap1,3.4,0.172
Crebrf,-4.6,0.172
Ebf1,-3,0.172
Ephb3,1.7,0.172
Esrp2,-6.8,0.172
Fam222b,-4.6,0.172
Flcn,3.4,0.172
Gatsl2,-5.7,0.172
Gm13769,-5.1,0.172
Gm3250,3.8,0.172
Grxcr2,-5.7,0.172
Hacl1,-6.7,0.172
Kng1,-9.3,0.172
Krtap5-3,2.6,0.172
Lce1e,-4.2,0.172
Nppc,3.2,0.172
Olfr1506,-5.1,0.172
Prune1,-6,0.172
Serpina6,5.4,0.172
Tceal8,9.6,0.172
Trav3-3,-4.2,0.172
Trim43b,-3.9,0.172
Zfp868,4,0.172
ENSMUSG00000073231,-4.2,0.172
4930451I11Rik,-1.4,0.173
Ankrd23,-4.9,0.173
Clock,3.9,0.173
Ddit4l,4.5,0.173
Hs6st3,5.7,0.173
Hsd3b2,-1.8,0.173
Mknk1,-2.1,0.173
Plekhb1,-9,0.173
Ppih,-6.4,0.173
Ppp2r1a,3.1,0.173
Rbm44,-1.8,0.173
Tmem45b,-5.9,0.173
Twist1,-2.2,0.173
1700029F12Rik,5.7,0.174
1810011H11Rik,2.3,0.174
9230106D20Rik,-5.5,0.174
9930012K11Rik,-2.9,0.174
Abcf2,4,0.174
Cfap46,-1.8,0.174
Cnbd1,3.7,0.174
Cntln,-4.8,0.174
D630002J18Rik,-2.9,0.174
Deptor,-5.1,0.174
Hao2,3,0.174
Helt,-3.1,0.174
Megf6,-1.2,0.174
Naa60,-3.9,0.174
Nwd2,-5.4,0.174
Rasl11b,-2.5,0.174
Robo1,4.7,0.174
Rsbn1l,-5.8,0.174
Sod2,-9.1,0.174
Syngr2,-7.6,0.174
Tmem130,5.4,0.174
Tpd52l2,3.2,0.174
Trmt10c,-7.2,0.174
Ugt2b36,-6.4,0.174
Vapb,-7.2,0.174
Vegfd,-2.1,0.174
Zfp275,6,0.174
Cyp26c1,5.4,0.175
Lime1,-2.9,0.175
Lrp2bp,-2.9,0.175
Tas1r3,4.3,0.175
1700030J22Rik,-2.9,0.176
4933416C03Rik,4.9,0.176
Abca3,2.9,0.176
Birc2,-2.7,0.176
Bms1,-4.8,0.176
Cd46,3.1,0.176
Cnp,3.2,0.176
Col23a1,-0.7,0.176
Dhrs3,-2.7,0.176
Fam122b,-3.9,0.176
Gskip,-5,0.176
Hsf1,-2.6,0.176
Igkv6-15,-4.3,0.176
Klhdc4,-10.8,0.176
Lcn6,-3.8,0.176
Pced1a,8,0.176
Pxmp4,-2.7,0.176
Rpusd3,5.9,0.176
Serpinb6a,-3.7,0.176
Sft2d3,3.3,0.176
Slc25a36,5,0.176
Smchd1,-4.4,0.176
Sntb1,-2.8,0.176
Sumf2,-3,0.176
Ubxn6,5.1,0.176
Vmn2r117,-5.5,0.176
Vps29,-2.7,0.176
Wdr76,-3.9,0.176
Zfp146,-2,0.176
ENSMUSG00000045520,-1.7,0.176
Arhgef33,4.1,0.177
Gstm7,-2.1,0.177
Ints6l,-2.9,0.177
Tectb,-1.8,0.177
Tox,-3.5,0.177
4930562C15Rik,-1.3,0.178
Ascl3,-2.8,0.178
Baz2a,5.2,0.178
Elmod2,-3.1,0.178
Fam228a,-5.2,0.178
Fscn1,3.4,0.178
Kcng1,3.7,0.178
Nsmf,-3.9,0.178
Rapgefl1,-6.3,0.178
Rcor2,7.7,0.178
Reep1,-5.1,0.178
Rpl10l,1.5,0.178
Stard7,-7.2,0.178
Svs4,-4.4,0.178
Tmod4,-6.5,0.178
Xrn2,-7.8,0.178
Zglp1,-2.6,0.178
Ankrd28,-2.6,0.179
Btbd35f24,-4.4,0.179
Chsy1,-10.6,0.179
Cldn13,-2,0.179
Clec18a,4.2,0.179
Dbp,-6.1,0.179
Gfra1,3.2,0.179
Gm21957,-2.4,0.179
I0C0044D17Rik,-2.8,0.179
Igdcc3,-0.8,0.179
Kpna6,-2.2,0.179
Lxn,3.2,0.179
Mgat4e,-1.9,0.179
Mmp21,2.9,0.179
Peg12,5.4,0.179
Sh2d7,5.6,0.179
Skint3,4.8,0.179
Tbkbp1,-9.4,0.179
Tnfrsf21,-1.6,0.179
Zfp652,-3.3,0.179
ENSMUSG00000050325,-2.5,0.179
ENSMUSG00000068221,-3.3,0.179
Actl6a,-2.2,0.18
Ankrd40,-2.9,0.18
C8g,3,0.18
Capn3,-3.7,0.18
Dnajc7,-2.6,0.18
Galnt10,2.8,0.18
Hdhd5,-2.7,0.18
Itpk1,2.2,0.18
Lyrm2,4.1,0.18
Mageb3,-10.7,0.18
Sidt2,1.7,0.18
Tex48,-3.3,0.18
Ythdf3,-10.6,0.18
Ascc1,-4.8,0.181
Cask,2,0.181
Ciita,-8.6,0.181
Gm4787,-4.3,0.181
Gramd1c,-5.3,0.181
Hist4h4,3.9,0.181
Irak1bp1,-4.3,0.181
Nkx2-4,9.2,0.181
Olfr63,4.4,0.181
Pglyrp4,-10.5,0.181
Pla2g6,-4.8,0.181
Psg28,-4.5,0.181
Rhpn2,-6.5,0.181
Spata7,-2.6,0.181
Svs5,-10.5,0.181
Zfp37,-4.3,0.181
4930522L14Rik,2.3,0.182
Atp10a,4.4,0.182
Gm20721,-7.5,0.182
Gm6563,2.3,0.182
Gm9930,-5.8,0.182
Htr1b,-3.6,0.182
Ifna12,3.6,0.182
Leng9,11.2,0.182
Lkaaear1,-2.9,0.182
Olfr474,3.6,0.182
Spink13,1.7,0.182
Tas2r114,3.7,0.182
Trav13d-1,-4.4,0.182
Trav16,2,0.182
Trav6d-7,4.3,0.182
Trav6n-7,4.3,0.182
Urgcp,-6.9,0.182
Zfp551,5.3,0.182
ENSMUSG00000097198,-4.8,0.182
Abca7,-4.6,0.183
Adprm,-10.4,0.183
Adrb1,2.8,0.183
Cbwd1,-2.7,0.183
Cherp,-3.5,0.183
Coq8a,2.4,0.183
Crot,2.3,0.183
D5Ertd579e,-7.1,0.183
Dennd1c,-3.1,0.183
Dusp12,-7.8,0.183
Eif2s3x,2.6,0.183
Fam89a,-3.3,0.183
Gdpd1,2.2,0.183
Hoxd3,-2.4,0.183
Majin,-1.9,0.183
Mmp15,-1.5,0.183
Npnt,-1.4,0.183
Nsd1,-2.9,0.183
Ntrk1,3.3,0.183
Olfr985,4.5,0.183
Rsph3a,6.2,0.183
Rundc1,-10.4,0.183
Serpinb9,-3.1,0.183
Slc2a2,-10.4,0.183
Trappc9,6.9,0.183
Utp20,6,0.183
Yes1,2.4,0.183
1700029I15Rik,3.9,0.184
4921513I03Rik,3.2,0.184
4933407L21Rik,4,0.184
Abca4,-3.8,0.184
Adamts8,-2.5,0.184
AI846148,-2.7,0.184
Bhlhb9,-6.2,0.184
Ccdc34,-7.8,0.184
Ccdc42,-1.3,0.184
Cd40,-2,0.184
Cnih4,5.9,0.184
Dapl1,4.4,0.184
Ddx51,-2.6,0.184
Dusp7,-2.2,0.184
Gm1661,-2.6,0.184
Gm3187,-4.5,0.184
Gramd4,2.6,0.184
Hspa1a,-5.4,0.184
Ica1l,-9.4,0.184
Iglv3,3.9,0.184
Ipcef1,2.4,0.184
Mmp11,-1.8,0.184
Olfr679,3.6,0.184
Olfr703,-8.9,0.184
Prkaa1,-4.1,0.184
Prrg4,3,0.184
Rbm8a2,-4.5,0.184
Ric3,-5.2,0.184
Rps2,-7.8,0.184
Slc4a3,-3.3,0.184
Spaca6,-3.7,0.184
Tulp2,-11.2,0.184
ENSMUSG00000052389,-4.2,0.184
Abcc2,1.9,0.185
Ccl4,-2.6,0.185
Ddx46,3.1,0.185
Gpr26,-3.8,0.185
Lamp3,-3.3,0.185
Liph,5.9,0.185
Lrsam1,-2.6,0.185
Lypla1,-2.6,0.185
Pias3,-2.6,0.185
Scimp,3.1,0.185
Selenov,-1.7,0.185
Slc4a5,3.3,0.185
Slco4a1,1.4,0.185
Sytl4,-2.1,0.185
Vwa3b,3.6,0.185
Cbln4,-0.8,0.186
Cpeb4,-3.2,0.186
Cyp24a1,3.6,0.186
Dock3,-2.7,0.186
Etfa,-3,0.186
Fam205a3,2.6,0.186
Fam205a4,2.6,0.186
Gm13298,2.6,0.186
Gm9047,-5.2,0.186
Hikeshi,-7.2,0.186
Ldhc,-2.1,0.186
Mgat4a,-1.7,0.186
Necab3,-6.6,0.186
Olfr47,-2.9,0.186
Ppp1r14d,-1.5,0.186
Rab4a,-3.8,0.186
Schip1,5.4,0.186
Slc5a3,-6.6,0.186
Vps13b,-1.8,0.186
Zbtb12,8.9,0.186
Zfp788,2.7,0.186
ENSMUSG00000075177,5,0.186
1700086L19Rik,-4.6,0.187
Ccdc28b,6.5,0.187
Cemip,-5.7,0.187
Cfp,-2,0.187
Esrrg,-3.8,0.187
Fam71e1,-10.2,0.187
Gm10874,3.8,0.187
Gm7075,-6.1,0.187
Hgh1,-4.5,0.187
Kcne1l,2.9,0.187
Kirrel3,1.9,0.187
Krtap19-2,2.8,0.187
Map4k5,-4.4,0.187
Mvk,2.8,0.187
Nudt15,5.8,0.187
Plk2,-5.3,0.187
Psmg1,7.3,0.187
Rasgef1c,-5.4,0.187
Secisbp2l,-5.3,0.187
Spata31d1b,3.3,0.187
Sqle,7.4,0.187
Syce1,1.8,0.187
Trav3-1,2.9,0.187
Ubfd1,-3.5,0.187
Yap1,-2.4,0.187
Ccnt2,5.6,0.188
Hnrnph3,7.6,0.188
Impg1,2.8,0.188
Mtrr,-6.7,0.188
Olfr1230,2.8,0.188
Olfr56,4.3,0.188
Ppp6c,-6.8,0.188
Sh3bp2,-7.2,0.188
Slc26a8,2.9,0.188
Spag7,-1.8,0.188
Toe1,4.6,0.188
2-Mar,4.7,0.189
Akt1,-3.8,0.189
Apeh,-3.6,0.189
Asb15,-3.7,0.189
Ccdc87,-5.2,0.189
Cnot1,-2.6,0.189
Dsp,-4.4,0.189
Emilin2,-2.7,0.189
Fam118b,-7.2,0.189
Fam216a,-2.9,0.189
Fbxl8,-2.6,0.189
Gm436,-5,0.189
Gm8674,-6,0.189
Hnrnpu,-2.9,0.189
Il1f6,3.5,0.189
Mylk,2.6,0.189
Npff,-2.5,0.189
Olfr1101,-2.5,0.189
Olfr1467,3.9,0.189
Rfng,-3.6,0.189
Slc25a33,-2.2,0.189
Syt1,-5.3,0.189
Washc5,-7.2,0.189
1110032F04Rik,-4.3,0.19
4930426L09Rik,-4.6,0.19
Ermap,2.6,0.19
Gm8973,-4.6,0.19
Gm9894,-8.1,0.19
Gm9944,3.9,0.19
Ifi203,-4.8,0.19
Kdm7a,4.6,0.19
Lrfn4,0.9,0.19
Mest,-1.1,0.19
Nadk,1.7,0.19
Olfr155,-0.4,0.19
Pon1,-3.1,0.19
Slf1,-2.5,0.19
Smim4,-5.5,0.19
Tcrg-C3,-2.7,0.19
Tpcn1,-1.7,0.19
Znhit1,7.3,0.19
ENSMUSG00000057610,-5.7,0.19
Abcg2,5.6,0.191
Anxa3,-2.6,0.191
Ccdc136,-5.4,0.191
Cdc25b,-5.6,0.191
Clstn2,-5.7,0.191
Exd1,-5.9,0.191
Gstcd,-2.9,0.191
Kctd12b,-3.5,0.191
Lamtor4,3.2,0.191
Lmln,-1.5,0.191
Mrps23,-7.1,0.191
Prkar2a,4.1,0.191
Sgsm1,4,0.191
Slc22a1,-4.9,0.191
Tmem71,-1.3,0.191
Tomt,8.2,0.191
Xaf1,5.4,0.191
1700016H13Rik,7.2,0.192
Bhlhe22,7.6,0.192
Ccdc166,3.6,0.192
Kir3dl2,2.4,0.192
Med7,6.6,0.192
Sntn,1.6,0.192
Tirap,-4.8,0.192
Vit,4.2,0.192
Adamtsl5,3.4,0.193
Arhgap21,4.4,0.193
Cdhr2,2.6,0.193
Cnksr1,2.9,0.193
Efcab11,-8.2,0.193
Fam19a3,-2.5,0.193
Krt39,3.2,0.193
Lamb2,3.5,0.193
Npw,-4.6,0.193
Rapgef5,2.2,0.193
Rxfp1,3.9,0.193
1700010L04Rik,-5.4,0.194
4933436I01Rik,-5.8,0.194
Apoc3,-5.1,0.194
Arhgap31,-7.3,0.194
Cux1,2.4,0.194
Emc10,-0.4,0.194
Exph5,7.6,0.194
F730035P03Rik,5.2,0.194
Ggcx,1.7,0.194
Gm13128,-3.3,0.194
Gm6104,-4.7,0.194
Itgax,0.8,0.194
Katnal2,-5,0.194
Mboat4,-5.5,0.194
Mthfsl,-2.2,0.194
Nms,2.5,0.194
Obsl1,-2.8,0.194
Olfr807,-2.1,0.194
Ptprj,2,0.194
Rpe65,1.7,0.194
Stk-ps2,4.5,0.194
Sumo1,2.5,0.194
Tmem139,3.5,0.194
Tnni1,-9.1,0.194
Vmn2r26,-4.3,0.194
ENSMUSG00000054588,2.9,0.194
Aff4,3.8,0.195
Arhgap1,3.1,0.195
Atp13a5,3.5,0.195
Car4,-4.7,0.195
Ces5a,-5.1,0.195
Cfhr1,3.5,0.195
Cyp4f13,-6.6,0.195
Ecsit,6.4,0.195
Elovl5,3.3,0.195
Fam114a2,-4.9,0.195
Fam212b,-4.7,0.195
Lmbr1l,-4.2,0.195
Myf6,-2.8,0.195
Nkx6-1,-2.7,0.195
Olfr1053,-1.2,0.195
Olfr1206,2.2,0.195
Rbck1,-2.7,0.195
Scn1b,-2.5,0.195
Spon1,-3.8,0.195
Ssr2,-2.5,0.195
Synj1,-2.4,0.195
1700012B09Rik,-3.4,0.196
Ccdc71l,-3.8,0.196
Cspg5,1.5,0.196
Exoc3l2,-2,0.196
Gm42688,-8.4,0.196
Lenep,5.1,0.196
Paip1,3.1,0.196
Pcdhb8,-2.6,0.196
Prl3d1,4.8,0.196
Smap2,-4,0.196
Snta1,-2.9,0.196
1110032A03Rik,-1.8,0.197
Ankrd17,7.6,0.197
Brms1l,12,0.197
Cep83,-5.6,0.197
Cst6,-1.7,0.197
Ddx17,6,0.197
Defb50,-2.7,0.197
Dgkz,-4.3,0.197
Gdap1,-2.1,0.197
Gm14862,-4.9,0.197
Gm17087,-4.1,0.197
Igsf8,5,0.197
Isoc2a,2.2,0.197
Olfr365,4,0.197
Pdlim1,-5.5,0.197
Rexo2,-1.7,0.197
Slc24a3,-0.7,0.197
Slc32a1,-4.8,0.197
Slc35f2,0.8,0.197
Trav6-2,-2.2,0.197
Trim59,4.9,0.197
Wipf1,-4.2,0.197
ENSMUSG00000069312,-2.5,0.197
2310033P09Rik,-3.5,0.198
Aspn,3,0.198
Ces1d,-2.2,0.198
Dcaf17,-4.6,0.198
Exosc9,-3.1,0.198
Hpcal1,6.8,0.198
Kcnip1,-1.2,0.198
Mecr,-2.9,0.198
Msi1,3.5,0.198
Nrbp1,-6.5,0.198
Oard1,-2.3,0.198
Odf3b,1.9,0.198
Olfr172,3.4,0.198
Olfr850,2.7,0.198
Rad52,-2.8,0.198
Rfx3,3.4,0.198
Rnpc3,4.4,0.198
Slc16a6,1.7,0.198
Slc6a7,2.8,0.198
Svs2,-4.4,0.198
4931400O07Rik,-3.7,0.199
9130221H12Rik,-8.8,0.199
Adi1,-3.2,0.199
Agps,-4.7,0.199
Aldh8a1,-6.8,0.199
Alox12e,-4.9,0.199
Arf4os,-5.5,0.199
Arfgap3,-2.6,0.199
Bcl2l13,-5.1,0.199
Carns1,0.5,0.199
Cdrt4,-4.6,0.199
Fam135a,-5.2,0.199
Flywch1,-3.5,0.199
Fndc3b,-2.7,0.199
Galr1,2.2,0.199
Gatc,3.6,0.199
Gdi2,-1.7,0.199
Gm2178,3.8,0.199
Gsg1,1.8,0.199
Gucy1a2,-2.1,0.199
Igkv10-95,-10,0.199
Jun,3.8,0.199
Krtap22-2,-1.4,0.199
Lrrc20,-4,0.199
Mtfr1,5.8,0.199
Natd1,-4.8,0.199
Olfr919,-2.5,0.199
Plcb3,-2.1,0.199
Plscr5,-1.2,0.199
Ptgis,-3.5,0.199
Rbbp7,-5.6,0.199
Reg1,-4.8,0.199
Rnf157,-2.4,0.199
Rrn3,10.2,0.199
Sat1,-3.7,0.199
Sema6b,2.9,0.199
Sgcb,-2.1,0.199
Sike1,7.6,0.199
Spag6,-3.7,0.199
Suz12,-1.8,0.199
Tbx21,-2.5,0.199
Them4,-6.9,0.199
Trav7-3,-8.8,0.199
Ube2z,-3.2,0.199
ENSMUSG00000073058,-10.1,0.199
ENSMUSG00000090282,-2.7,0.199
Arhgap19,-4.6,0.2
B9d2,-4.3,0.2
Chrng,-1.5,0.2
Fam124b,-10.1,0.2
Hyal5,4.1,0.2
Lingo4,1.5,0.2
Lrrc8d,-1,0.2
Mtfr1l,-2.5,0.2
Nutm2,2.2,0.2
Tm4sf19,4.1,0.2
Zfp661,2.6,0.2
1700001J03Rik,-4.6,0.201
Abhd3,-2.9,0.201
C1ql2,6.2,0.201
Ccl7,-2.6,0.201
Ceacam1,-3.7,0.201
Copg1,-2.6,0.201
Fam83d,-8.7,0.201
Fosl1,-9.8,0.201
Foxn4,2.2,0.201
Hbb-bh1,-7.4,0.201
M1ap,5.4,0.201
Marf1,-3,0.201
Meikin,-1.6,0.201
Myoz3,5.2,0.201
Naa11,4.2,0.201
Nkx2-2,6.5,0.201
Phf20l1,7.1,0.201
Procr,2.8,0.201
Ptges3,3,0.201
Rnf19b,-3.6,0.201
Sec16a,-2.6,0.201
Serpina1e,-2.6,0.201
Srsf4,2.5,0.201
Tas2r139,2.6,0.201
Tcf24,-1.7,0.201
Zfp384,-2.6,0.201
Zfp51,-2.3,0.201
Zmat2,5.6,0.201
Acsl4,-5.8,0.202
Adra2c,-5.2,0.202
Fndc1,-2.5,0.202
Fut7,3.8,0.202
Gm10061,4.4,0.202
Gm10092,-4.9,0.202
Impdh1,5,0.202
Lrig2,0.8,0.202
Lrrc42,7,0.202
Mcfd2,-5.3,0.202
Mroh9,2.7,0.202
Mt1,-3.7,0.202
Oosp3,5.4,0.202
Ptges3l,3.4,0.202
Rslcan18,3.7,0.202
Slc15a4,0.9,0.202
Slc28a1,2.8,0.202
Slc35a5,0.5,0.202
Tlcd2,1.1,0.202
Ces1g,3.2,0.203
Chchd4,2.9,0.203
Dock4,-7.6,0.203
Eif3g,-3,0.203
Gm498,-2.9,0.203
Ncr1,1.6,0.203
Orc4,-2.7,0.203
Pdilt,-6.8,0.203
Prkcz,1.9,0.203
Rtp4,-7.1,0.203
Sertad4,2,0.203
Ttc12,6.1,0.203
Uckl1,-7.7,0.203
Vmn1r67,-2.7,0.203
Vmn2r100,4.9,0.203
Zfp41,11.6,0.203
Ak4,2.7,0.204
Calm2,-3.9,0.204
Comtd1,-2.2,0.204
Epha2,4.9,0.204
Hyal4,4,0.204
Lsm11,-2.5,0.204
Ndst4,3.4,0.204
Neo1,8.1,0.204
Prl8a8,-2.1,0.204
Scarb1,7,0.204
Wdr46,6.6,0.204
4931414P19Rik,-2.3,0.205
Ace,-4.2,0.205
Angptl6,-7.2,0.205
Bnc2,-3.9,0.205
Cav2,-3.7,0.205
Ermard,-0.6,0.205
Frmd6,-2.1,0.205
Gca,1.7,0.205
Ghdc,-6.2,0.205
Herpud1,4.3,0.205
Mgme1,-7.2,0.205
Rab3gap2,2.8,0.205
Sf3b5,-2.5,0.205
Tlx3,3.7,0.205
Trim60,6.3,0.205
Ttc39a,-2.4,0.205
Unc93b1,4.4,0.205
Aars2,-7.4,0.206
Cd70,-1.7,0.206
Dach1,-2.9,0.206
Dock7,-5.6,0.206
Dsel,5.6,0.206
Fhl4,4.6,0.206
Gm17268,4.4,0.206
Metap2,-3.5,0.206
Nhlh2,-3,0.206
Pomp,4.6,0.206
Tjap1,-4.3,0.206
Tnfrsf9,-2.4,0.206
Zfp36l3,-3.8,0.206
Abhd17c,-2.4,0.207
Acvr2b,-2.2,0.207
Bbs9,-8.8,0.207
Ces2b,-3.9,0.207
Cspp1,3.7,0.207
Dbf4,2.9,0.207
Ep400,4.7,0.207
Fryl,0.8,0.207
Gm17018,-2.4,0.207
Gm6408,5.4,0.207
Guca1a,-5.4,0.207
Ift27,-5.5,0.207
Lancl3,-2.3,0.207
Lpar5,-0.7,0.207
Rex1bd,2.7,0.207
Rubcnl,-2.5,0.207
Smo,-2.3,0.207
Tmem53,1.7,0.207
Trappc10,-1.3,0.207
Ushbp1,2.8,0.207
Zfp385a,0.8,0.207
ENSMUSG00000074943,-2.6,0.207
ENSMUSG00000095099,-2.5,0.207
Amer3,4,0.208
Cacna1b,-3.7,0.208
Chrdl1,2.3,0.208
Clstn1,-0.7,0.208
Hapln2,-2.7,0.208
Ldoc1,2.6,0.208
Mrgpra9,2.5,0.208
Mrpl43,-7,0.208
Nkpd1,1.6,0.208
Nrl,-2.2,0.208
Nsun5,-3,0.208
Nufip1,7.4,0.208
Plekhn1,2.9,0.208
Rapgef3,-4.1,0.208
Rgs22,2.4,0.208
Rpap1,7.3,0.208
Snrnp48,7.2,0.208
Tmem186,-4,0.208
Tomm20l,3,0.208
Zfp326,-4.1,0.208
ENSMUSG00000079021,3.2,0.208
5031439G07Rik,4,0.209
Cav1,-1.7,0.209
Map3k20,-7.2,0.209
Msantd1,-2.9,0.209
Nell2,-3.7,0.209
Plin3,2.5,0.209
Stap2,-2.1,0.209
Treh,5.2,0.209
Zswim6,5.8,0.209
1700001C02Rik,3.2,0.21
1810062G17Rik,-1.7,0.21
9230104M06Rik,-3.8,0.21
B230317F23Rik,-8.6,0.21
Ccdc160,3.3,0.21
Cers2,-2.4,0.21
Cplx4,3.9,0.21
Dcun1d1,-4.1,0.21
Defb9,-1.7,0.21
Dok4,-1.4,0.21
Dopey1,-2.1,0.21
E330020D12Rik,-5.2,0.21
Eva1a,-2.4,0.21
Gli3,5.2,0.21
Gm13199,-5.3,0.21
Gm14190,-5.3,0.21
Gm3054,-5.1,0.21
Hist1h2be,-2.1,0.21
Ipo7,4.1,0.21
Map4,5.2,0.21
Mok,-5.1,0.21
Nat8b-ps,-5.1,0.21
Nup107,-7,0.21
Olfr452,2,0.21
Pja2,3.2,0.21
Ptms,-7.3,0.21
Pyy,-3,0.21
Scx,-2.4,0.21
Spata31,5.4,0.21
Tagap1,2.4,0.21
Tmem199,1,0.21
Tnip2,6.6,0.21
Trav12d-2,-2.4,0.21
Trav12n-2,-2.4,0.21
Xylb,-4.2,0.21
ENSMUSG00000090425,3.4,0.21
Brsk1,-5.7,0.211
Bzw2,-2.7,0.211
Gcfc2,10.3,0.211
Igf2r,3.7,0.211
Jdp2,5.6,0.211
Krt26,3.3,0.211
Olfr982,6.3,0.211
Ppp4c,-7.8,0.211
Rbm38,2.3,0.211
Sema6d,3.8,0.211
Tdp2,-5.3,0.211
Uqcr10,-3.6,0.211
3110002H16Rik,0.6,0.212
A2ml1,-2.1,0.212
Aldh3a2,-3.5,0.212
C330007P06Rik,5.2,0.212
Ceacam2,-2.2,0.212
Cenps,5,0.212
Chit1,2.3,0.212
Dnah9,5.7,0.212
Emc6,-7,0.212
Eya1,-2.4,0.212
Gm3182,-3.6,0.212
Gm7876,-3.6,0.212
Gsdmc3,-1.6,0.212
H60b,-2.7,0.212
Ifitm2,0.8,0.212
Ifna1,-1.1,0.212
