Symbol,casTLE_Effect,pvalue
Chl1,9.9,0.0702
Chm,1.1,0.695
Chn1,6,0.545
Chp2,0.6,0.648
Chpf,-0.8,0.498
Chrac1,3.5,0.0802
Chrm1,7.1,0.125
Chrm2,1.5,0.5
Chrm3,-5.5,0.304
Chrm4,-0.3,0.823
Chrm5,-7.3,0.282
Chrna1,0.2,0.839
Chrna10,2.2,0.314
Chrna2,0,0.897
Chrna3,3.7,0.495
Chrna4,-7.9,0.269
Chrna5,6.6,0.673
Chrna6,0,0.897
Chrna7,-4.1,0.208
Chrnb1,-0.1,0.874
Chrnb2,4.2,0.225
Chrnb3,2.2,0.388
Chrnb4,-7.8,0.244
Chrnd,0,0.897
Chrne,0,0.897
Chrng,-0.3,0.803
Chst1,0,0.807
Chst12,0,0.807
Chst13,7.7,0.125
Chst14,0.9,0.429
Chst4,5.5,0.134
Chst5,0,0.807
Chst7,-1.5,0.23
Chsy3,0,0.807
Churc1,5.9,0.14
Cib1,-0.2,0.756
Cib2,-0.2,0.824
Cib3,-0.1,0.862
Cic,9.9,0.00174
Cidea,0,0.807
Cideb,0,0.807
Cidec,4.4,0.0517
Ciita,1.8,0.445
Cilp2,1.2,0.599
Cir1,-0.2,0.799
Cirbp,-2.1,0.32
Cit,7.8,0.0505
Cited1,1.8,0.599
Cited2,1.8,0.321
Cited4,7.9,0.341
Ciz1,0,0.827
Ckap2,-0.6,0.49
Ckap5,-0.2,0.763
Ckb,-3,0.196
Ckm,-0.5,0.743
Ckmt1,-8.7,0.141
Ckmt2,7.1,0.381
Cks1b,-0.6,0.608
Cks2,0,0.897
Clasp1,-0.2,0.73
Clasp2,-0.8,0.534
Clca1,8,0.508
Clcn2,2.3,0.31
Clcn6,-1.9,0.397
Clcn7,-2.8,0.336
Clcnkb,1.8,0.278
Cldn3,-0.7,0.401
Cldn4,0.3,0.661
Cldn5,0,0.807
Clec3b,2.6,0.119
Clec4a1,0,0.827
Clec4a2,1.7,0.263
Clec5a,0,0.807
Clgn,-0.3,0.645
Clic5,-0.2,0.769
Clic6,0,0.807
Clip2,0,0.827
Clk1,-5.5,0.256
Clk2,-1,0.627
Clk3,4.4,0.315
Clk4,1.4,0.426
Cln8,2.9,0.764
Clock,-2.6,0.536
Clp1,0,0.807
Clpp,0.5,0.764
Clps,-1,0.627
Clpx,1.4,0.703
Clu,-1.5,0.142
Clybl,1.4,0.431
Cma1,7,0.495
Cmas,-8.9,0.135
Cmbl,3.8,0.0155
Cmpk1,0.6,0.717
Cmpk2,1,0.674
Cmtm7,8.9,0.118
Cnbp,-0.6,0.475
Cnga1,8,0.0971
Cnksr1,7.3,0.0669
Cnot2,-0.8,0.498
Cnot6,-0.9,0.657
Cnot8,-0.2,0.733
Cnot9,-3.1,0.154
Cnp,11.4,0.0646
Cnpy4,0,0.807
Cnr1,4.9,0.289
Cnr2,2.9,0.271
Cntf,0.1,0.8
Cntn1,2.3,0.253
Cntn2,-0.4,0.643
Cntn3,-0.1,0.792
Cntn4,2.3,0.27
Cntn5,8.6,0.265
Cntn6,1.6,0.378
Cntrob,2.5,0.27
Coch,0,0.807
Coil,2,0.183
Col11a1,0,0.807
Col18a1,12,0.265
Col19a1,0,0.807
Col1a1,0,0.807
Col1a2,0,0.807
Col2a1,0,0.897
Col3a1,8.4,0.271
Col4a1,-0.6,0.62
Col4a2,0.8,0.361
Col4a3,0,0.807
Col4a4,-0.7,0.485
Col4a6,-0.7,0.586
Col5a1,4.2,0.143
Col5a3,-0.2,0.761
Col6a2,0.8,0.457
Col7a1,9,0.104
Col9a3,0,0.807
Commd1,-0.9,0.487
Commd4,-0.5,0.498
Commd5,0,0.807
Commd8,-7.5,0.426
Comp,0,0.897
Comt,0,0.807
Comtd1,-0.5,0.751
Cop1,-5.5,0.00595
Cops3,-3.4,0.0909
Cops5,-0.1,0.815
Cops6,-5.2,0.0555
Cops7a,3.1,0.0866
Cops7b,6.9,0.466
Coq6,-0.6,0.417
Coq8a,9.1,0.313
Coq8b,-7.5,0.112
Coro1b,-0.6,0.509
Coro1c,1.4,0.379
Coro6,1.6,0.209
Cox19,6.9,0.151
Cox4i1,-0.4,0.651
Cox6a2,0,0.897
Cox6b1,4.3,0.0274
Cox7a1,-4.1,0.211
Cox7b,-1.7,0.356
Cox8a,0,0.897
Cp,0.1,0.884
Cpa1,0,0.897
Cpb1,-6.3,0.203
Cpd,9.9,0.163
Cpe,7.2,0.282
Cpeb1,1.4,0.473
Cpeb2,1.4,0.628
Cpeb3,0.8,0.679
Cpeb4,-0.3,0.767
Cpne8,0.6,0.651
Cps1,0.9,0.497
Cpsf2,-0.3,0.786
Cpsf3,8,0.104
Cpsf4l,0.2,0.735
Cpsf7,-0.5,0.679
Cpt1a,-0.5,0.449
Cpt1b,3,0.199
Cpt2,-4.1,0.206
Cpxcr1,-2.8,0.229
Cramp1l,0.9,0.579
Crat,-6.1,0.558
Crb2,0,0.897
Creb1,0,0.807
Creb3l1,-4.5,0.527
Creb5,6.6,0.392
Crebbp,1.6,0.278
Crebl2,3.5,0.332
Crebrf,-0.2,0.799
Crebzf,-3.6,0.514
Creg1,2.1,0.545
Crem,5.4,0.154
Crh,2.8,0.474
Crispld1,-0.5,0.561
Crk,3.4,0.129
Crkl,-1.1,0.442
Crnkl1,1.9,0.304
Crocc,3.3,0.0538
Crot,6.8,0.334
Crp,-7.9,0.237
Crtc1,3.4,0.209
Crybb1,5.4,0.15
Crybg1,-2.4,0.103
Cryl1,3.6,0.169
Cryz,0,0.897
Cs,5.5,0.351
Csad,-9.1,0.588
Csdc2,-1.5,0.327
Csde1,8.3,0.454
Csf1,-0.4,0.613
Csf1r,3.7,0.218
Csf2,-0.1,0.793
Csf2ra,0,0.897
Csf2rb,-0.6,0.666
Csf3,-0.1,0.802
Csf3r,0.6,0.613
Csgalnact2,0,0.807
Csk,0,0.897
Csmd3,0.5,0.628
Csnk1d,-0.6,0.758
Csnk1e,-0.5,0.634
Csnk1g1,4.8,0.293
Csnk1g2,0,0.897
Csnk1g3,0.4,0.77
Csnk2a1,7.8,0.062
Csnk2a2,3,0.435
Cspp1,0.8,0.561
Csrnp1,6,0.178
Cst10,-0.1,0.782
Cst3,6.4,0.196
Cst7,0,0.807
Cst8,0.6,0.549
Cstb,0,0.807
Cstf1,-0.8,0.673
Cstf2,6.7,0.475
Cstf2t,-0.4,0.677
Ctbp1,0,0.807
Ctbp2,-0.7,0.46
Ctcf,0.8,0.57
Ctcfl,4,0.424
Ctdnep1,-0.6,0.774
Ctdp1,-8.2,0.275
Ctdsp1,7.6,0.157
Ctdsp2,0.4,0.817
Ctdspl,2.3,0.294
Ctgf,-0.5,0.54
Cth,-8.1,0.213
Cthrc1,1.7,0.227
Ctif,3.3,0.269
Ctla4,-6.1,0.174
Ctnna1,0,0.807
Ctnna2,0,0.807
Ctnna3,-0.1,0.776
Ctnnbip1,-1.1,0.299
Ctnnd1,8.6,0.273
Ctnnd2,11.4,0.222
Ctns,1,0.627
Ctps,0.8,0.498
Ctsb,-2.1,0.12
Ctsd,4,0.167
Ctsf,-0.6,0.708
Ctsg,2.4,0.597
Ctsh,-0.2,0.806
Ctsj,3.5,0.207
Ctsk,1.3,0.392
Ctsl,2.2,0.318
Ctss,0.7,0.731
Cubn,-6.7,0.256
Cul1,0,0.827
Cul2,-0.5,0.661
Cul3,5.8,0.611
Cul4a,7.9,0.274
Cul4b,-0.1,0.749
Cul5,0,0.807
Cul7,1.5,0.153
Cuta,-0.5,0.755
Cux2,-0.9,0.546
Cuzd1,2.3,0.13
Cwc15,0,0.827
Cwc22,0,0.827
Cwf19l1,-3,0.494
Cxcl1,-4.7,0.00143
Cxcl10,0.3,0.869
Cxcl14,1.4,0.398
Cxcr1,-3.1,0.0888
Cxcr4,0.5,0.674
Cxxc1,-2.9,0.197
Cxxc5,-0.6,0.588
Cyb5b,1.6,0.692
Cyb5r1,0.4,0.788
Cygb,-4.3,0.121
Cyld,-0.6,0.461
Cyp11a1,-2.6,0.0815
Cyp11b2,0,0.807
Cyp17a1,0,0.807
Cyp19a1,4.5,0.257
Cyp1a1,0,0.807
Cyp1a2,1.4,0.519
Cyp1b1,0,0.807
Cyp21a1,0,0.807
Cyp24a1,3.6,0.401
Cyp27b1,0,0.807
Cyp2a4,5.8,0.159
Cyp2a5,0,0.807
Cyp2b10,0,0.807
Cyp2c29,0.9,0.79
Cyp2c38,0,0.897
Cyp2c39,5.4,0.168
Cyp2c55,5.5,0.348
Cyp2c65,7.5,0.633
Cyp2c66,-6.7,0.0669
Cyp2j6,-0.5,0.547
Cyp3a11,0.7,0.699
Cyp3a16,-5.9,0.416
Cyp3a41a,-1,0.627
Cyp3a41b,-1,0.627
Cyp3a44,-1.5,0.537
Cyp4a10,-0.2,0.826
Cyp4a31,-6.2,0.337
Cyp4a32,-8.2,0.112
Cysltr1,0,0.897
Cysltr2,10,0.0484
Cyth2,8.1,0.294
Cyth3,0,0.897
Cytl1,-3.1,0.307
D10Jhu81e,-0.3,0.798
D10Wsu102e,0.4,0.834
D3Ertd254e,8.4,0.0332
D430042O09Rik,-0.7,0.499
D630045J12Rik,0,0.827
D6Wsu163e,-0.2,0.868
D7Ertd443e,0,0.807
Dab1,-0.2,0.779
Dab2,2.6,0.211
Dab2ip,0,0.807
Dach1,-0.1,0.801
Dach2,0,0.827
Dact1,0,0.807
Dand5,11.6,0.323
Dap,4.3,0.126
Dap3,-1.2,0.392
Dapk1,-0.7,0.612
Dapk2,0.1,0.888
Dapk3,6,0.515
Dapp1,4.9,0.588
Dars2,0,0.897
Dazap2,0,0.807
Dazl,-3.3,0.121
Dbf4,0,0.897
Dbh,6.1,0.213
Dbi,-6.1,0.53
Dbp,4.6,0.224
Dbx1,7,0.574
Dbx2,1.4,0.42
Dcaf11,-0.3,0.812
Dcaf12l2,0,0.807
Dcaf4,0,0.807
Dcaf6,-1.1,0.356
Dcc,0,0.807
Dcdc2a,-0.3,0.724
Dclk1,6.1,0.211
Dclk2,0.1,0.893
Dclk3,-6.4,0.38
Dclre1a,0,0.807
Dclre1b,-0.9,0.392
Dclre1c,-0.6,0.552
Dcn,-0.2,0.725
Dcp1a,0,0.827
Dcp2,-6,0.156
Dct,-0.7,0.323
Dctd,-8.1,0.0756
Dctn1,0,0.827
Dctn3,0,0.807
Dctn4,0.4,0.706
Dctn6,-0.8,0.534
Dcx,13.5,0.0855
Dcxr,2.1,0.316
Ddah1,0,0.897
Ddah2,-0.4,0.776
Ddb2,0,0.807
Ddc,1.1,0.761
Ddit3,-1,0.176
Ddit4,0,0.807
Ddo,0,0.807
Ddr1,8.3,0.174
Ddr2,-0.6,0.762
Ddx11,1.8,0.31
Ddx17,-3,0.603
Ddx18,-0.2,0.763
Ddx21,-1.1,0.532
Ddx23,0,0.807
Ddx24,2.7,0.135
Ddx27,4.9,0.541
Ddx39b,-7.2,0.279
Ddx3y,4.1,0.662
Ddx4,2,0.176
Ddx41,0,0.827
Ddx43,0.4,0.763
Ddx46,-6.2,0.166
Ddx50,-5.3,0.00433
Ddx51,-0.4,0.77
Ddx54,-5.4,0.0035
Ddx55,3.5,0.329
Ddx58,-6.6,0.0914
Ddx59,-0.8,0.656
Ddx60,0,0.827
Deaf1,4.3,0.235
Decr1,4.3,0.33
Decr2,-3.3,0.00857
Dedd,3.8,0.209
Dedd2,0.2,0.783
Def6,-7.2,0.0515
Def8,0.6,0.531
Dek,-0.8,0.432
Dennd2a,0,0.807
Dennd4a,-0.4,0.7
Denr,3.4,0.764
Depdc1a,1.3,0.591
Depdc1b,-3.4,0.31
Depdc5,-6.6,0.124
Depdc7,0,0.827
Deptor,0,0.827
Dera,5.9,0.133
Des,1.2,0.446
Desi1,1.1,0.597
Det1,-0.6,0.62
Dffa,3,0.27
Dffb,-0.6,0.394
Dgcr14,2.7,0.354
Dgcr8,1.1,0.543
Dgkb,11.3,0.085
Dgkd,-0.3,0.792
Dgke,0.5,0.824
Dgkg,-0.5,0.668
Dgkh,-2.2,0.379
Dgki,1.8,0.743
Dgkq,-0.2,0.863
Dgkz,1.9,0.79
Dguok,1.9,0.306
Dhcr24,0,0.807
Dhcr7,0,0.897
Dhdh,10.8,0.0643
Dhrs11,1.4,0.487
Dhrs4,0,0.897
Dhrs7,0,0.807
Dhx16,-0.5,0.63
Dhx33,-0.3,0.756
Dhx34,10.6,0.0536
Dhx35,0.1,0.788
Dhx38,0,0.827
Dhx40,-0.4,0.686
Dhx57,0,0.827
Dhx58,8,0.0971
Diablo,0.8,0.407
Diaph1,-0.9,0.413
Dido1,5.7,0.355
Diexf,0,0.827
Dip2b,7.9,0.0607
Dip2c,11.5,0.217
Diras1,0,0.807
Dis3l,-3.9,0.643
Disc1,-0.1,0.793
Disp3,2.7,0.588
Dkc1,-0.8,0.684
Dkk1,-1.9,0.116
Dkk2,-0.1,0.752
Dkk3,-0.4,0.579
Dkk4,-0.6,0.432
Dlat,1.7,0.628
Dlc1,0,0.807
Dlec1,1.7,0.203
Dlg1,-0.4,0.689
Dlg2,0.8,0.643
Dlg4,3.5,0.317
Dlgap5,10.1,0.538
Dll1,7.6,0.0623
Dll3,7,0.168
Dll4,2.8,0.172
Dlst,1.2,0.447
Dlx4,-4.7,0.0373
Dlx6,0,0.827
Dmap1,0,0.827
Dmbt1,-0.2,0.715
Dmbx1,-2.6,0.0729
Dmc1,-0.1,0.798
Dmpk,7.3,0.152
Dmrt1,5.2,0.324
Dmrt2,0,0.827
Dmrt3,-3,0.483
Dmrta1,-2.9,0.135
Dmrta2,-4.3,0.0723
Dmrtb1,1.6,0.318
Dmrtc2,-0.4,0.705
Dmtf1,8,0.713
Dnaaf5,-0.1,0.797
Dnah8,0.6,0.552
Dnaja1,4,0.186
Dnaja2,0,0.807
Dnaja4,7.6,0.133
Dnajb6,2.6,0.0781
Dnajc2,-0.5,0.625
Dnajc6,-1.5,0.531
Dnase1,7.4,0.234
Dnase1l2,0,0.827
Dnase1l3,3.1,0.283
Dnd1,-1.3,0.499
Dnm1,0,0.807
Dnm3,-0.5,0.559
Dnmt3a,-0.6,0.446
Dnmt3b,0,0.807
Dnmt3l,6.2,0.576
Dnpep,-7.2,0.364
Dntt,3.9,0.125
Dnttip1,-3.2,0.0133
Dnttip2,0,0.827
Dock1,0,0.807
Dock9,0,0.807
Dok1,-0.1,0.874
Dolpp1,-7.8,0.584
Dot1l,-6.2,0.00397
Dpep1,10.8,0.0533
Dph2,-0.4,0.722
Dph5,-7.1,0.275
Dpp10,-0.3,0.619
Dpp4,0,0.897
Dpp6,4.5,0.0678
Dppa5a,0,0.827
Dpyd,-0.7,0.565
Dpysl3,0.6,0.684
Dpysl4,0,0.827
Drap1,2.7,0.164
Drd2,-5.6,0.37
Drd3,-8.2,0.525
Drd4,-0.3,0.806
Drd5,0.3,0.827
Drosha,-3,0.0381
Dscam,-0.6,0.619
Dscaml1,-2.6,0.126
Dsn1,-5.4,0.00353
Dstyk,-5.5,0.259
Dtd1,-2.8,0.54
Dtl,0,0.807
Dtx1,0,0.807
Dtx3l,5.6,0.0509
Dtx4,-0.3,0.708
Dupd1,6.9,0.369
Dusp1,-0.3,0.647
Dusp10,0,0.897
Dusp11,3.6,0.0275
Dusp12,-8,0.281
Dusp13,0,0.897
Dusp14,-4.5,0.131
Dusp15,-0.1,0.892
Dusp16,0.6,0.809
Dusp18,-3.4,0.194
Dusp19,4.1,0.3
Dusp2,4.8,0.642
Dusp22,-0.1,0.892
Dusp23,1,0.517
Dusp26,-0.8,0.328
Dusp27,0,0.897
Dusp28,-3.4,0.126
Dusp3,-5.2,0.208
Dusp4,1.2,0.318
Dusp5,7.4,0.0552
Dusp6,1.2,0.584
Dusp7,4.9,0.0316
Dusp8,1,0.51
Dusp9,0,0.807
Dut,0,0.897
Dvl2,0.7,0.538
Dvl3,3.2,0.279
Dync1h1,5.7,0.351
Dync1li1,5.3,0.152
Dyrk1a,9.3,0.00291
Dyrk1b,-2,0.364
Dyrk2,-7.6,0.428
Dyrk3,-8,0.56
Dyrk4,-4.1,0.172
Dysf,5.2,0.302
Dzank1,0.3,0.733
Dzip1,1.3,0.304
Dzip1l,0,0.827
E130309D02Rik,-0.7,0.441
E2f1,1.4,0.427
E2f2,2.4,0.209
E2f3,5.1,0.277
E2f4,-0.9,0.487
E2f5,11.4,0.117
E2f6,0.9,0.582
E2f7,0,0.807
E2f8,5,0.341
E4f1,2.5,0.176
Eaf1,0,0.827
Ebf1,-0.3,0.751
Ebf2,4.2,0.148
Ebf3,-1.4,0.483
Ebf4,0.5,0.685
Ebna1bp2,-0.5,0.709
Ecd,1.2,0.537
Ece1,-4.9,0.117
Echs1,0.6,0.52
Eci2,0.9,0.367
Ecm2,-0.3,0.676
Ecsit,-4.6,0.0718
Eda2r,0.1,0.785
Edar,6.9,0.168
Eddm3b,0,0.807
Edn1,-0.8,0.442
Edn2,-0.5,0.574
Ednra,0,0.807
Ednrb,0.2,0.646
Eea1,2.7,0.428
Eef1a2,0.7,0.382
Eef1akmt2,7.2,0.0901
Eef1b2,3.5,0.11
Eef1d,0,0.827
Eef1e1,0,0.807
Eef2,-0.1,0.892
Eef2k,-8.9,0.324
Eepd1,-3.1,0.183
Efcab2,1.5,0.518
Efcab6,3.9,0.546
Efemp2,2.8,0.12
Efhd2,3.3,0.201
Efnb2,0,0.897
Egf,0.8,0.43
Egfl6,1.1,0.441
Egflam,1.9,0.293
Egfr,2.5,0.5
Egln1,4.8,0.316
Egln2,1.6,0.405
Egln3,2.6,0.489
Egr1,0,0.827
Egr2,0.6,0.61
Egr3,1,0.419
Egr4,4.6,0.102
Ehf,5.2,0.352
Ehhadh,0.2,0.847
Ehmt1,0,0.807
Ehmt2,0.8,0.354
Ei24,0,0.807
Eid1,0,0.807
Eid2,0.2,0.775
Eif1a,-0.8,0.595
Eif1ad,4.7,0.35
Eif1ax,-0.2,0.776
Eif1b,0,0.827
Eif2ak1,1.3,0.492
Eif2ak2,-1.9,0.327
Eif2ak3,-0.1,0.88
Eif2ak4,0.2,0.865
Eif2b1,0,0.827
Eif2b3,6.3,0.554
Eif2d,7.3,0.437
Eif2s2,4.4,0.286
Eif2s3x,4.9,0.079
Eif2s3y,0,0.827
Eif3b,-0.8,0.557
Eif3c,2.5,0.535
Eif3d,-7,0.0216
Eif3e,1.6,0.446
Eif3g,-2.8,0.116
Eif3i,-1,0.63
Eif3j1,0.7,0.591
Eif3j2,7.1,0.0993
Eif3l,-1.3,0.568
Eif4a2,-0.3,0.696
Eif4e2,0,0.827
Eif4e3,-5,0.207
Eif4ebp1,2.2,0.127
Eif4ebp2,9.5,0.0456
Eif4ebp3,2.8,0.558
Eif4enif1,0,0.827
Eif4g2,-1.1,0.442
Eif4h,-1.2,0.392
Eif5b,-0.5,0.594
Elane,3.9,0.319
Elavl2,4.2,0.125
Elavl3,0,0.827
Elavl4,-2.3,0.588
Elf1,1.2,0.59
Elf2,-0.6,0.622
Elf3,0,0.827
Elf4,0,0.807
Elk1,0,0.807
Elk3,0.5,0.763
Elk4,-0.5,0.538
Ell,4.7,0.232
Ell2,0,0.827
Ell3,0.8,0.409
Elmsan1,7.7,0.0965
Eloa,2,0.648
Elof1,-1.4,0.534
Elovl2,9.5,0.0711
Elovl4,-0.1,0.884
Eme1,0,0.807
Emg1,-0.1,0.82
Eml4,-0.5,0.634
Emp1,-0.7,0.579
Emp2,0.5,0.7
Emp3,3.5,0.32
Emsy,1.1,0.358
Emx1,-1.8,0.146
Emx2,-1.2,0.561
En1,0,0.827
En2,-5.4,0.178
Endog,6.7,0.0861
Endov,5.1,0.279
Engase,-0.8,0.45
Eno1,0.2,0.76
Eno2,-0.1,0.804
Eno3,-2.8,0.22
Enpep,-2.3,0.234
Enpp1,-0.2,0.834
Enpp2,3.3,0.467
Enpp3,-7.6,0.325
Enpp4,-0.5,0.46
Entpd5,0.4,0.656
Entpd6,0,0.807
Eomes,-6.1,0.171
Ep300,-5,0.000355
Ep400,10.6,0.146
Epas1,-2,0.131
Epc1,-3.9,0.0914
Epc2,0,0.807
Epg5,0,0.807
Epha1,0,0.897
Epha10,-0.4,0.742
Epha2,0,0.897
Epha3,-0.5,0.802
Epha4,2.5,0.365
Epha5,1.4,0.49
Epha6,-7.8,0.297
Epha7,7.4,0.242
Epha8,8,0.297
Ephb1,0,0.897
Ephb2,3.1,0.304
Ephb3,8.9,0.0316
Ephb4,-4.2,0.218
Ephb6,3.6,0.316
Ephx2,1.5,0.357
Epm2a,-6.6,0.13
Epn1,-6.9,0.759
Epn2,5.2,0.273
Epo,0,0.807
Epor,0,0.897
Eprs,3,0.265
Eps15,-0.6,0.62
Eps8l1,-4.1,0.211
Epx,0,0.897
Erbb2,1.9,0.8
Erbb3,3.5,0.41
Erbb4,6.3,0.868
Erbin,-0.5,0.625
Erc1,2.9,0.153
Ercc1,0.2,0.701
Ercc2,-0.6,0.62
Ercc3,0,0.807
Ercc5,9.6,0.00469
Ercc6,2.2,0.31
Ercc6l,3.6,0.11
Ercc6l2,2.8,0.239
Ercc8,0,0.807
Ereg,6.3,0.39
Erg,-0.9,0.415
Eri3,2.7,0.468
Ermap,-0.1,0.827
Ern1,2.7,0.349
Ern2,-1.9,0.373
Ero1lb,-0.3,0.773
Errfi1,-1.1,0.337
Esco1,2,0.298
Esco2,0,0.807
Esd,0,0.897
Espl1,1.6,0.363
Esr1,-4.5,0.0151
Esr2,3.7,0.0555
Esrp1,-0.3,0.695
Esrra,-0.9,0.57
Esrrb,-4.1,0.444
Esrrg,-7.6,0.0436
Esyt1,0,0.807
Etfdh,-7.2,0.405
Etnk2,5.9,0.0875
Ets1,-1,0.294
Ets2,0,0.807
Etv1,3.8,0.178
Etv2,3.5,0.558
Etv3,0.4,0.681
Etv4,0.7,0.43
Etv5,0,0.807
Evi2,-4.4,0.105
Evi2b,-3.4,0.26
Evi5,2.9,0.0643
Evx1,-2,0.514
Evx2,-3.8,0.0053
Exo1,-0.5,0.645
Exo5,3.5,0.19
Exosc1,-0.7,0.624
Exosc10,-1,0.539
Exosc2,0,0.827
Exosc3,-2,0.309
Exosc4,2,0.291
Exosc5,2.6,0.299
Exosc7,0,0.827
Exosc8,-1.3,0.568
Exosc9,0.5,0.724
Ext1,0,0.807
Ext2,-0.3,0.642
Extl2,-7.8,0.0386
Eya2,0,0.807
Eya3,0.4,0.697
Eya4,0.6,0.562
Ezh2,0,0.807
Ezr,1.9,0.377
F10,-0.1,0.87
F11,6.8,0.114
F13a1,0,0.897
F2,-6.1,0.0201
F2r,-3.2,0.0285
F3,7.6,0.31
F5,2.1,0.78
F7,0,0.897
F8,5.5,0.279
F9,0,0.897
Faap100,-0.7,0.477
Faap24,6.7,0.159
Fabp6,0.1,0.886
Fadd,0.8,0.574
Fads1,0.5,0.771
Fads2,0,0.897
Fah,-0.3,0.802
Faim,-6.2,0.00643
Faim2,1.1,0.398
Fam104a,2.4,0.768
Fam110a,-0.2,0.694
Fam110b,0.4,0.62
Fam110c,8.3,0.531
Fam118a,2.7,0.319
Fam161a,1.8,0.169
Fam161b,1.1,0.496
Fam170a,5.3,0.129
Fam171a2,7.8,0.411
Fam171b,0,0.807
Fam189a2,0,0.827
Fam19a5,-0.1,0.789
Fam220a,0.9,0.549
Fam32a,-0.7,0.636
Fam3c,-8,0.227
Fam46d,0,0.807
Fam53b,1.4,0.164
Fam71d,0,0.807
Fam76b,6.1,0.134
Fam83b,0.4,0.673
Fam83g,-0.5,0.634
Fan1,2.6,0.108
Fanca,-0.8,0.429
Fancb,2.9,0.162
Fancc,8.1,0.132
Fancd2,-0.4,0.656
Fance,9.4,0.0524
Fancf,-0.9,0.487
Fancg,-0.6,0.62
Fanci,0,0.807
Fancl,-0.8,0.498
Fancm,0,0.807
Fank1,4.7,0.297
Farsa,1.6,0.558
Fas,0.2,0.74
Fasl,-0.3,0.623
Fasn,-1.1,0.442
Fastk,-2.6,0.495
Fbl,-4.6,0.00275
Fbln1,0,0.807
Fbln5,7.5,0.0606
Fbn1,0,0.827
Fbn2,1,0.447
Fbp1,0.7,0.728
Fbp2,-2.7,0.563
Fbxl18,0.7,0.523
Fbxl20,-0.1,0.768
Fbxo24,2.4,0.605
Fbxo5,0,0.807
Fbxw11,1.2,0.33
Fbxw2,9.8,0.211
Fbxw7,-0.9,0.487
Fcer1a,7.2,0.269
Fcer1g,-6.4,0.372
Fcgbp,-0.4,0.63
Fcgr1,-0.3,0.648
Fcgr2b,0,0.807
Fcgr3,3.7,0.299
Fcgr4,-0.1,0.865
Fcmr,0,0.807
Fem1a,-4.9,0.0402
Fem1b,0,0.807
Fem1c,0,0.827
Fer,-3.5,0.0746
Ferd3l,6,0.396
Fes,4.8,0.363
Fev,5.3,0.0408
Fezf1,6.7,0.521
Fezf2,-1.2,0.506
Ffar1,-3.6,0.102
Fga,1.9,0.602
Fgb,0,0.897
Fgd1,0,0.827
Fgd2,0,0.827
Fgf1,2.5,0.387
Fgf13,0.7,0.58
Fgf14,0,0.807
Fgf18,0.4,0.67
Fgf2,-0.2,0.656
Fgf20,7.8,0.101
Fgf22,0.8,0.503
Fgf23,0.5,0.62
Fgf4,-7.1,0.292
Fgf7,0.2,0.718
Fgf9,0.8,0.57
Fgfbp1,1.2,0.161
Fgfr1op,-1.1,0.325
Fgfr3,-4.3,0.334
Fgfr4,-5.6,0.459
Fgg,6.3,0.146
Fggy,7.1,0.0342
Fgr,2.5,0.29
Fh1,-0.8,0.429
Fhit,8.9,0.127
Fhl1,5.8,0.119
Fhl2,-0.6,0.431
Fibin,3.7,0.278
Ficd,6.3,0.14
Figla,8.3,0.269
Fiz1,-12.2,1.20E-05
Fjx1,0.2,0.766
Fkbp1a,-0.8,0.444
Fkbp8,-0.1,0.794
Fkbp9,3.3,0.299
Flad1,-0.9,0.405
Flcn,4.8,0.134
Fli1,-0.8,0.447
Flii,-1.2,0.392
Flna,0,0.807
Flnb,-0.5,0.503
Flnc,-0.6,0.538
Flt1,0,0.897
Flt3,-0.5,0.593
Flt4,-5.9,0.394
Fmnl3,10,0.194
Fmod,-0.4,0.598
Fmr1,0.2,0.792
Fn1,-1.2,0.137
Fn3k,-3.7,0.0585
Fn3krp,0.1,0.897
Fnbp1,-0.6,0.417
Fnta,9.9,0.174
Fntb,1.8,0.433
Folr2,-7.8,0.242
Fos,3.1,0.214
Fosb,8.3,0.272
Fosl1,0,0.807
Fosl2,0.7,0.663
Foxb1,0.3,0.728
Foxc1,0,0.807
Foxc2,-3.4,0.271
Foxd1,-3.8,0.0362
Foxd2,0,0.827
Foxd3,-4.2,0.219
Foxd4,0.3,0.754
Foxe1,0.6,0.537
Foxf1,-1.5,0.355
Foxg1,2.8,0.247
Foxh1,1.8,0.366
Foxi1,-0.5,0.573
Foxi2,-2.9,0.0091
Foxj1,8.4,0.115
Foxj2,-1.4,0.381
Foxj3,1.2,0.537
Foxk1,-0.7,0.509
Foxk2,6.6,0.083
Foxl1,4.4,0.58
Foxl2,6.4,0.192
Foxm1,-3.7,0.314
Foxn1,-0.3,0.716
Foxn2,0.8,0.315
Foxn4,0.1,0.798
Foxo1,0,0.807
Foxo4,-2.9,0.0736
Foxo6,3.4,0.601
Foxp4,-5.3,0.229
Foxq1,0.1,0.812
Foxr1,-0.7,0.557
Foxr2,0,0.827
Foxs1,-4,0.477
Fpgs,-0.1,0.87
Fpgt,0,0.807
Fpr1,5.4,0.282
Frem1,-0.5,0.464
Frg1,-0.3,0.731
Frk,0,0.897
Frmd5,-0.3,0.728
Frmpd4,6.7,0.263
Frs2,-0.7,0.355
Fry,4.2,0.438
Fshr,-5.8,0.4
Fst,5.6,0.265
Fstl3,-0.1,0.741
Fstl5,-0.2,0.698
Ftcd,-6.2,0.422
Fth1,-0.7,0.743
