Gene_ID,Castle_Effect,Castle_Score,P_value
Olfr699,4.9,1.98,0.096
Plp2,7.5,1.98,0.133
Spdye4b,-6.9,1.98,0.209
Ubl4b,-2.3,1.98,0.0654
Vmn2r108,-4.1,1.98,0.096
Zfp790,3.1,1.98,0.106
Arxes1,-4.6,1.97,0.106
Arxes2,-4.6,1.97,0.106
Cox6b1,3.9,1.97,0.107
Cox7b2,-5.1,1.97,0.106
Eif2s3x,6.7,1.97,0.107
Fam184a,-4.5,1.97,0.107
Fitm2,-4.1,1.97,0.0659
Gm10413,-6.1,1.97,0.115
Gm2128,-4.4,1.97,0.106
Gm21698,-4.9,1.97,0.106
Gm21833,-6.1,1.97,0.115
Gm3012,-6.1,1.97,0.115
Gm436,-5.2,1.97,0.106
Gm8279,-6.1,1.97,0.115
H2-Eb2,-4.8,1.97,0.106
Irx5,-4.4,1.97,0.106
Lancl3,-3.1,1.97,0.21
Lipo2,-5.1,1.97,0.106
Mrpl43,-7.3,1.97,0.134
Npy6r,-5.1,1.97,0.106
Olfr1495,-4.3,1.97,0.106
Olfr544,-4.8,1.97,0.106
Olfr619,-5,1.97,0.106
Palm3,-3.1,1.97,0.21
Pcf11,-8,1.97,0.21
Pdcl,-4.1,1.97,0.0659
Pja2,5.8,1.97,0.0659
Pramel6,6.5,1.97,0.106
Prl5a1,-7.6,1.97,0.0774
Prss28,-7.3,1.97,0.106
Rasl10b,7.9,1.97,0.21
Slc38a7,5.1,1.97,0.0659
Tenm4,-7.9,1.97,0.107
Tlr13,-5.2,1.97,0.106
Tmc7,-2.1,1.97,0.0941
Vmn1r67,-4.5,1.97,0.106
Xpnpep3,6.5,1.97,0.115
ENSMUSG00000074943,-4.9,1.97,0.106
Adam26b,-5.2,1.96,0.119
Adam29,-4.5,1.96,0.0665
Cachd1,-4,1.96,0.0665
Gm16380,-4.8,1.96,0.116
Gm20826,4.9,1.96,0.119
Gm21244,4.9,1.96,0.119
Mdga1,-4.1,1.96,0.0665
Morc2b,-5.3,1.96,0.119
Oas1c,-8.1,1.96,0.119
Olfr292,-5.3,1.96,0.119
Pcdhb8,-5.1,1.96,0.119
Slc4a7,-1.7,1.96,0.0948
Trav5-1,-8.7,1.96,0.116
Trav7d-3,7.9,1.96,0.116
Trmt44,5.1,1.96,0.212
Tuft1,-3.9,1.96,0.108
Usp25,-4.5,1.96,0.135
Vmn1r175,4.9,1.96,0.119
Vmn2r39,-7.3,1.96,0.119
Vmn2r43,-7.3,1.96,0.119
A230052G05Rik,9.1,1.95,0.118
Acbd6,-7.4,1.95,0.136
Atf4,-2.4,1.95,0.067
Aunip,8.3,1.95,0.213
Bhlhe40,-5.2,1.95,0.213
Cdrt4,-5.7,1.95,0.213
Eomes,-4.4,1.95,0.108
Esr1,-5.8,1.95,0.11
Fbxo42,-4,1.95,0.067
Gart,-8.2,1.95,0.0792
Gm21083,-6.2,1.95,0.118
Htatsf1,7.1,1.95,0.11
Igkv19-93,-10.7,1.95,0.118
Kank3,7.8,1.95,0.067
Lrrc51,-7.4,1.95,0.123
Mbtps2,-4,1.95,0.067
Nop2,-2.8,1.95,0.108
Nr5a2,-2.5,1.95,0.108
Olfr742,7.3,1.95,0.123
Pmp22,-3.9,1.95,0.11
Psma8,-2.4,1.95,0.067
Rrbp1,6.4,1.95,0.123
Snhg11,-2.9,1.95,0.123
Tcp11,-2.9,1.95,0.11
Tnfrsf21,-3.8,1.95,0.11
ENSMUSG00000094089,-6.2,1.95,0.118
1110002L01Rik,-7.8,1.94,0.119
1700008P02Rik,-11.2,1.94,0.119
4933403O08Rik,-7.4,1.94,0.126
Cdk5,-5.7,1.94,0.08
Dcp1b,-3.4,1.94,0.214
Gm4308,-6.3,1.94,0.119
Gorab,2.7,1.94,0.137
Lamb3,12,1.94,0.111
Lrriq1,5.3,1.94,0.181
Olfr137,-7.4,1.94,0.126
P2ry12,-2.7,1.94,0.08
Pcdhb17,-4.3,1.94,0.181
Pigl,-6.8,1.94,0.137
Psap,-6.9,1.94,0.08
Rbm45,-3.8,1.94,0.109
Tmed11,-5.4,1.94,0.126
Xkr5,9.4,1.94,0.214
ENSMUSG00000053467,7.8,1.94,0.119
ENSMUSG00000094355,4.9,1.94,0.126
ENSMUSG00000096487,-7.4,1.94,0.126
Ammecr1l,9.4,1.93,0.215
Bpifa6,-7.9,1.93,0.128
Capn15,3.8,1.93,0.068
Cfap65,2.3,1.93,0.097
Cpox,-7.2,1.93,0.138
Cst8,-4.3,1.93,0.113
Egr4,2.8,1.93,0.11
Fam216a,-6.1,1.93,0.215
Gm3127,-8,1.93,0.128
Gm3424,-8,1.93,0.128
Gm3685,-8,1.93,0.128
Gm8246,-8,1.93,0.128
Mettl7b,-4,1.93,0.113
Olfr1499,-5.5,1.93,0.128
Olfr487,-5.4,1.93,0.128
Olfr733,-13,1.93,0.182
Olfr832,-2.7,1.93,0.182
Setd7,-4,1.93,0.113
Sult2a8,9.9,1.93,0.12
Zfp51,-3.1,1.93,0.215
ENSMUSG00000095109,-6.3,1.93,0.12
A930005H10Rik,-6.4,1.92,0.121
Cmbl,3.4,1.92,0.114
Cyp20a1,4.3,1.92,0.139
Drc7,-3,1.92,0.121
Esrp2,-6.6,1.92,0.139
Fam114a2,-3.3,1.92,0.216
Fam71e1,-9.2,1.92,0.216
Gm17027,-7.7,1.92,0.13
Gm21977,-7.7,1.92,0.13
Gm7954,-7.7,1.92,0.13
Gm8068,-7.7,1.92,0.13
Gm8082,-7.7,1.92,0.13
Lrtm1,-6.6,1.92,0.182
Map6,-2.3,1.92,0.111
Mcur1,4.9,1.92,0.139
Narf,-3.5,1.92,0.111
Ngfr,7.8,1.92,0.0687
Nsg1,-3.1,1.92,0.182
Olfr1161,-7.5,1.92,0.13
Olfr1214,-7.8,1.92,0.13
Olfr153,6.2,1.92,0.13
Olfr1535,3.6,1.92,0.13
Olfr538,-7.6,1.92,0.13
Olfr787,5.3,1.92,0.13
Olfr876,-7.5,1.92,0.13
Psmc2,-4,1.92,0.114
Rhox3g,-7.8,1.92,0.13
Svs4,-4,1.92,0.216
Usp17lb,-7.7,1.92,0.13
Vmn1r107,-7.8,1.92,0.13
Vmn1r155,-7.8,1.92,0.13
2510046G10Rik,-6.1,1.91,0.122
Adh6-ps1,-6.5,1.91,0.122
Arpc1b,6.8,1.91,0.0827
Ces3a,-2.2,1.91,0.116
Cst12,-1.8,1.91,0.132
Ddit4l,-3.1,1.91,0.182
Edem1,-4,1.91,0.0693
Gm4778,5.9,1.91,0.122
Itsn2,-4,1.91,0.0693
Olfr713,-8.3,1.91,0.182
Olfr769,6.1,1.91,0.132
Ppp1r36,-3.9,1.91,0.116
Smoc2,4.6,1.91,0.182
Trav6-1,4.2,1.91,0.122
Vmn2r90,-6.1,1.91,0.122
4732471J01Rik,-6.4,1.9,0.124
Apobec1,-2.4,1.9,0.0699
Bnip3l,-5.8,1.9,0.118
Chmp2b,7.3,1.9,0.141
Gm10110,-11.4,1.9,0.124
Gm10306,6.1,1.9,0.124
Lsm11,-2.5,1.9,0.112
Ppp3ca,-5.1,1.9,0.0836
Sf3b6,-6.6,1.9,0.124
Siglec5,-7.1,1.9,0.124
Vhl,-5.5,1.9,0.118
Zfp78,-1.6,1.9,0.112
Zfp977,7.7,1.9,0.124
ENSMUSG00000052979,-11.3,1.9,0.124
Adrb1,5.4,1.89,0.0846
Ccdc182,-13,1.89,0.184
Cplx4,5.9,1.89,0.0706
Crygf,-5.7,1.89,0.136
Glra3,-6.5,1.89,0.0846
Gm5334,3.3,1.89,0.125
Magea10,-6.5,1.89,0.184
Nrl,-1.8,1.89,0.113
Ocstamp,-6.5,1.89,0.184
Pik3c2a,9.7,1.89,0.0846
Slc5a1,-6.3,1.89,0.217
Tas2r103,4.7,1.89,0.136
Tmem190,0.8,1.89,0.0999
Vmn1r222,-2.8,1.89,0.136
Vwa5a,4.6,1.89,0.119
2610001J05Rik,-11.1,1.88,0.126
Adss,-6.2,1.88,0.121
Ankrd49,-3,1.88,0.114
Bivm,10.1,1.88,0.121
Ccdc8,-3,1.88,0.218
Colgalt2,-3.1,1.88,0.0713
Cry1,-7.5,1.88,0.143
Dll1,6.9,1.88,0.121
Gm5581,7,1.88,0.126
Gm6460,-2.7,1.88,0.138
Gpalpp1,-9.6,1.88,0.218
Herpud1,4.9,1.88,0.0713
Hibadh,6,1.88,0.0855
Piwil4,-3,1.88,0.218
Rgs9,-2.5,1.88,0.114
Smr2,-2.8,1.88,0.218
Tnnc2,12.3,1.88,0.121
Tpd52l1,-5,1.88,0.121
Zdhhc5,-1,1.88,0.101
1700001J03Rik,-5.7,1.87,0.14
4930442H23Rik,-8.8,1.87,0.127
4930449E01Rik,-7.3,1.87,0.127
Acaa1b,6.2,1.87,0.14
Actn4,-5.3,1.87,0.144
Adad2,-2.7,1.87,0.114
AU041133,2.9,1.87,0.14
Crebbp,-2.8,1.87,0.123
Dennd1a,-1.6,1.87,0.144
Fam24a,5.9,1.87,0.14
Gm10277,-6.9,1.87,0.127
Gm20091,-7.3,1.87,0.127
Gm3055,-3.3,1.87,0.114
Igfbpl1,4.5,1.87,0.184
Mmel1,-3.9,1.87,0.0719
Paqr6,0.9,1.87,0.101
Pde4d,-7.3,1.87,0.127
Prl7d1,2.9,1.87,0.14
Prp2,-3.8,1.87,0.127
Unk,-7.2,1.87,0.127
ENSMUSG00000096062,-2.7,1.87,0.0864
Ces2f,-2.5,1.86,0.14
Clec7a,-3,1.86,0.185
Crot,5.1,1.86,0.0873
Gm12394,-7,1.86,0.128
Gm5615,-6.9,1.86,0.128
Gnl2,-7,1.86,0.128
Gstm7,-5.2,1.86,0.124
Nadk,5,1.86,0.0873
Nol4,7.5,1.86,0.128
Nxnl1,8.2,1.86,0.145
Olfr1406,-5.7,1.86,0.14
Pdk4,3.7,1.86,0.0873
Polr2d,8.5,1.86,0.124
Ppip5k1,-6.1,1.86,0.219
Scgb1c1,4.8,1.86,0.14
Scml2,-7.1,1.86,0.128
Slc24a4,5.5,1.86,0.185
Smim4,-7.1,1.86,0.128
Sod2,-9.6,1.86,0.219
Sorl1,8.1,1.86,0.219
Tbx15,-1.7,1.86,0.124
Tmem45a2,-6.9,1.86,0.128
Tnfrsf17,-5.2,1.86,0.124
Trmt11,-2.1,1.86,0.115
Usp15,-3.9,1.86,0.0725
Vwa7,8,1.86,0.0873
Zfp770,-3.9,1.86,0.115
Zpld1,-1.2,1.86,0.102
ENSMUSG00000054773,-7,1.86,0.128
ENSMUSG00000025702,7.2,1.85,0.0731
Abhd12,-0.7,1.85,0.103
Acoxl,-5.8,1.85,0.146
Aggf1,-1.6,1.85,0.116
Aoah,-2.5,1.85,0.0731
BB014433,-11.2,1.85,0.129
BC048502,6.9,1.85,0.142
Ccdc103,-2.4,1.85,0.126
Crybg1,-2.7,1.85,0.126
Ctsb,-5.3,1.85,0.126
Gdf15,2.3,1.85,0.126
Gm14419,-3.2,1.85,0.129
Gm2004,-3.2,1.85,0.129
Gm7030,7.9,1.85,0.126
Gm933,-5.6,1.85,0.142
Gpr182,-1.2,1.85,0.103
H1fx,-3.4,1.85,0.116
Ier3ip1,-3.1,1.85,0.146
Ifi209,-4.6,1.85,0.126
Ifna1,-6.7,1.85,0.185
Ino80,-2.8,1.85,0.116
Slc22a22,6.1,1.85,0.142
Wnt5b,-5.5,1.85,0.126
Xylb,-3.9,1.85,0.0882
Adamtsl3,2.1,1.84,0.128
B3gat3,-4.4,1.84,0.128
Ceacam1,-4.2,1.84,0.117
Fndc7,4.4,1.84,0.185
Gm10118,4.8,1.84,0.131
Jun,-4.5,1.84,0.128
Lynx1,3.4,1.84,0.128
Reep1,-4.1,1.84,0.147
Sgsm2,-3.4,1.84,0.22
Sirt1,5,1.84,0.128
Syt1,-6.2,1.84,0.22
Tert,-2.6,1.84,0.128
Tmigd3,6.8,1.84,0.0892
Vil1,-5.5,1.84,0.128
ENSMUSG00000070632,-2.2,1.84,0.0736
Apbb1,11.1,1.83,0.129
AW011738,6.3,1.83,0.132
Cracr2a,9.1,1.83,0.132
Cyp2c55,7.7,1.83,0.0901
Olfr1532-ps1,-2.7,1.83,0.147
Olfr707,-2.7,1.83,0.147
Prorsd1,-11,1.83,0.147
Ret,-7.8,1.83,0.0901
Trmo,-3.2,1.83,0.221
Zbtb1,9.4,1.83,0.117
1700019N19Rik,-6.8,1.82,0.186
Atf1,8.3,1.82,0.131
Atp8a1,-5,1.82,0.091
Chl1,9.4,1.82,0.131
Ckmt1,-2.1,1.82,0.091
Egfl6,5.1,1.82,0.131
Eml3,-6.3,1.82,0.221
Eps8l1,6.8,1.82,0.091
Gm11009,-3.8,1.82,0.134
Gm14408,-3.8,1.82,0.134
Ildr2,3.6,1.82,0.105
Kctd9,3.1,1.82,0.0749
Mkx,-2.5,1.82,0.118
Ncam1,-3.8,1.82,0.131
Ndufb4,-6.7,1.82,0.091
Notch4,8.3,1.82,0.131
Ppp4c,-8,1.82,0.091
Rasa2,8.7,1.82,0.149
Rbck1,8,1.82,0.0749
Socs2,-4.3,1.82,0.131
Trbv15,-6.9,1.82,0.134
Zfp972,-3.8,1.82,0.134
Adat1,-6.5,1.81,0.15
Afdn,-6.3,1.81,0.133
Celf2,-1.6,1.81,0.119
Fgf3,-4,1.81,0.0755
Mcrip1,-6.4,1.81,0.222
Mga,-0.8,1.81,0.106
Olfr919,-3.4,1.81,0.135
Prkrip1,-3,1.81,0.119
Rpl5,-7.1,1.81,0.15
Scn9a,7.2,1.81,0.0755
Sdr16c6,-2.7,1.81,0.151
Slc22a8,7.3,1.81,0.0921
ENSMUSG00000019917,10.6,1.8,0.135
1110059E24Rik,6.1,1.8,0.136
2310039H08Rik,-2.6,1.8,0.153
Borcs8,5.5,1.8,0.12
Ccdc71,5.3,1.8,0.153
Ccl12,-3.8,1.8,0.076
Ccnjl,-6,1.8,0.153
Cenpa,4.9,1.8,0.076
Evi2a,-1.6,1.8,0.107
Fam228a,-4.3,1.8,0.222
Gm10176,3,1.8,0.136
Gm10600,-9.2,1.8,0.136
Gnb5,6.5,1.8,0.135
Gprasp2,-2.4,1.8,0.153
Gria3,-5.8,1.8,0.093
Klk1b8,4.3,1.8,0.135
Naa15,5.5,1.8,0.151
Ncr1,0.5,1.8,0.107
P3h3,-3.3,1.8,0.093
Pdzk1,-7.7,1.8,0.151
Pet2,-4.8,1.8,0.153
Prss42,-4.1,1.8,0.076
Trbv10,-2.2,1.8,0.136
Ubxn11,-4.3,1.8,0.076
Vmn2r13,4.9,1.8,0.153
Zfp418,6.8,1.8,0.12
Ankrd39,-6.4,1.79,0.223
B020004J07Rik,3.1,1.79,0.155
B4galt1,-5.4,1.79,0.0941
Carf,9.1,1.79,0.223
Edn1,-5.9,1.79,0.136
F13b,4.3,1.79,0.186
Gm10010,5.7,1.79,0.137
Gm15737,8.5,1.79,0.137
Hip1r,1.2,1.79,0.108
Igkv2-112,3.7,1.79,0.137
Kcne3,1.2,1.79,0.108
Mtrr,-7,1.79,0.0941
Nit2,9.2,1.79,0.152
Olfr1185-ps1,-11,1.79,0.155
Olfr474,4.5,1.79,0.137
Prh1,-3.8,1.79,0.137
Slc25a29,8,1.79,0.0941
Slc35b4,-6.9,1.79,0.152
Syngr2,-5.3,1.79,0.223
Tulp2,-11.8,1.79,0.223
Ushbp1,8.7,1.79,0.223
Ace,-2.4,1.78,0.0951
Elovl2,9,1.78,0.138
Fads1,4.4,1.78,0.0951
Fbxw13,4.5,1.78,0.157
Fggy,6,1.78,0.0951
Frmd6,-3.9,1.78,0.0773
Hist1h2ba,7.5,1.78,0.0773
Id4,2.1,1.78,0.138
Katna1,-4.7,1.78,0.138
Me1,-3.1,1.78,0.138
Myocd,-4.1,1.78,0.122
Nptx1,7.5,1.78,0.0773
Prdm2,-2.1,1.78,0.122
Romo1,-7.1,1.78,0.154
Slc25a3,-7.6,1.78,0.154
Stt3b,-4.3,1.78,0.0773
Tdh,5.8,1.78,0.157
Tex15,2.4,1.78,0.122
Wnt16,6.3,1.78,0.138
Zcchc4,7.2,1.78,0.154
ENSMUSG00000052388,4.4,1.78,0.137
Ankrd33,-1.5,1.77,0.122
Arap2,-2.1,1.77,0.139
Atg7,-2.4,1.77,0.14
Chchd5,-4.9,1.77,0.155
Fam129c,-7.1,1.77,0.187
Gm21719,-8.7,1.77,0.159
Gm5111,-3.9,1.77,0.139
Il2,5.6,1.77,0.14
Kdm4b,2.4,1.77,0.14
Nat8,5.9,1.77,0.155
Olfr356,4.7,1.77,0.159
Rps2,-7.9,1.77,0.155
Sft2d3,3.6,1.77,0.0781
Slco2a1,-6,1.77,0.155
Sppl2a,7.7,1.77,0.0781
Tnni3k,10.7,1.77,0.096
Trav8-1,6,1.77,0.139
Trav8d-1,6,1.77,0.139
Zbtb26,-4.4,1.77,0.122
Zfp41,-4.6,1.77,0.122
ENSMUSG00000089672,-7.1,1.77,0.187
4933417A18Rik,9.1,1.76,0.123
A330041J22Rik,-4.9,1.76,0.14
AB041806,7.6,1.76,0.14
Adcy3,7.3,1.76,0.142
BC025446,6.9,1.76,0.14
Cyp2c54,-10.9,1.76,0.161
Dlx3,4,1.76,0.0788
Dynap,6.5,1.76,0.161
Gm7736,4,1.76,0.14
Hbb-bh1,-6.5,1.76,0.224
Homer1,-2.6,1.76,0.123
Mapk1,-4.1,1.76,0.123
Megf6,-7.9,1.76,0.187
Miga2,-2,1.76,0.111
Mmab,3,1.76,0.097
Olfr70,-10.9,1.76,0.161
Prdx3,3.5,1.76,0.156
Prrt3,-0.9,1.76,0.111
Rnf44,-4,1.76,0.0788
Slco1a1,3.6,1.76,0.097
Trim12a,-3.1,1.76,0.14
Vamp8,9.8,1.76,0.142
Zfp169,-1.6,1.76,0.123
ENSMUSG00000094126,7.6,1.76,0.14
Adgrl4,-2.8,1.75,0.187
AI467606,-7.2,1.75,0.187
Arfgef1,-3.7,1.75,0.0794
Clec4b2,-10.9,1.75,0.164
D5Ertd579e,-4.3,1.75,0.225
Fkbp6,3.6,1.75,0.0794
Focad,-1.3,1.75,0.111
Gm9791,3.6,1.75,0.141
Lrp8,-4.2,1.75,0.0794
Mterf1b,-3.1,1.75,0.141
Prima1,-7.5,1.75,0.187
Raly,-3.4,1.75,0.124
Rbm5,7.2,1.75,0.144
Triap1,7.6,1.75,0.144
1700007K09Rik,5.6,1.74,0.167
A730015C16Rik,6.7,1.74,0.142
AI314180,4.8,1.74,0.146
Casr,5.3,1.74,0.0991
Coq7,3.9,1.74,0.158
Ctnnd1,-2.9,1.74,0.146
Cym,-2.4,1.74,0.167
Ebag9,-7,1.74,0.158
Gm20865,-11,1.74,0.167
Gng10,1.8,1.74,0.146
Kctd13,4.3,1.74,0.0801
Med19,-1.9,1.74,0.125
Olfr472,-7.1,1.74,0.142
Olfr55,-7.3,1.74,0.187
Opcml,-7,1.74,0.158
Pla2g2c,-3.7,1.74,0.0801
Rmdn1,-2.3,1.74,0.158
Ssc5d,-7.3,1.74,0.187
Vapa,3.4,1.74,0.158
Zfp36l3,-2.4,1.74,0.142
ENSMUSG00000090522,-4.7,1.74,0.142
ENSMUSG00000094339,-11,1.74,0.167
ENSMUSG00000094816,-11,1.74,0.167
ENSMUSG00000094909,-11,1.74,0.167
ENSMUSG00000095441,-11,1.74,0.167
ENSMUSG00000096234,-11,1.74,0.167
ENSMUSG00000096548,-11,1.74,0.167
4833423E24Rik,2.8,1.73,0.169
Acadvl,5.3,1.73,0.0811
Atp2a2,-3.7,1.73,0.0811
Ccdc91,7.7,1.73,0.226
Cenpt,-3.2,1.73,0.126
Cldn5,-2.5,1.73,0.148
Exosc7,-2.4,1.73,0.126
Fibp,-2.3,1.73,0.159
Ighv3-8,6.8,1.73,0.142
Ighv5-8,6.9,1.73,0.142
Krt222,3,1.73,0.187
Msc,-2,1.73,0.126
Pin1,-2.9,1.73,0.148
Pqlc3,2.2,1.73,0.113
Rnf148,-2.8,1.73,0.0811
Rpl13a,4,1.73,0.148
Spag8,5.5,1.73,0.187
Vmn1r35,4.6,1.73,0.169
Zbed5,-6.6,1.73,0.142
A630010A05Rik,5.9,1.72,0.143
Ak4,6.4,1.72,0.101
C330007P06Rik,4.7,1.72,0.227
Chrnb4,-4.3,1.72,0.101
Espnl,4.2,1.72,0.227
Flot2,-3.7,1.72,0.0821
Gm10837,-10.8,1.72,0.143
Golga7,-4.8,1.72,0.16
Krtap1-3,-7.6,1.72,0.187
Letm2,-7,1.72,0.16
Ngp,3.8,1.72,0.171
Olfr1199,-3.5,1.72,0.171
Olfr740,-3,1.72,0.143
Plekhm3,-0.9,1.72,0.114
Pxt1,-6.6,1.72,0.143
Srpk3,-4.2,1.72,0.101
Timp3,-2.9,1.72,0.15
Zfp689,-3.2,1.72,0.127
Acads,9.7,1.71,0.102
Acsl4,-4.6,1.71,0.102
B9d2,-3.8,1.71,0.227
BC002059,4.2,1.71,0.144
Cwh43,8,1.71,0.161
Exph5,9.2,1.71,0.227
Fam210a,-4,1.71,0.0832
Gm9805,-11.5,1.71,0.144
Krt83,4.2,1.71,0.188
Neurog2,5.2,1.71,0.0832
Pced1a,8.5,1.71,0.227
Pex1,-4.6,1.71,0.161
Prss50,3.3,1.71,0.0832
Sec1,-7.7,1.71,0.172
Srr,4.5,1.71,0.102
Sumf2,-2.9,1.71,0.0832
Tmem255a,-2.8,1.71,0.188
Tmem71,-7.7,1.71,0.188
Trav13d-1,-4.8,1.71,0.144
Ubr1,2.5,1.71,0.153
Ugt2b1,-3.4,1.71,0.161
Zfp760,4.9,1.71,0.144
4921513I03Rik,3.8,1.7,0.145
Ctsa,-4.2,1.7,0.0841
Cyp24a1,4.8,1.7,0.155
Cyp4f37,5.5,1.7,0.145
Dlk2,-1.7,1.7,0.116
Fam161b,4.9,1.7,0.155
Fam89a,-4.3,1.7,0.228
Gatc,4,1.7,0.162
Gm5577,-2.1,1.7,0.145
Gpaa1,5.7,1.7,0.162
Jagn1,6.9,1.7,0.162
Kcnc2,-7.6,1.7,0.188
Nobox,-3,1.7,0.128
Npr1,-6.3,1.7,0.103
Recql5,-4.9,1.7,0.155
Rffl,-3.7,1.7,0.0841
Serpina1e,-6.6,1.7,0.228
Tmem81,-1.5,1.7,0.116
Tst,-5.9,1.7,0.155
3110043O21Rik,-4.1,1.69,0.228
Ankrd1,-3.9,1.69,0.129
Cblc,7,1.69,0.0849
Gm21142,-6.1,1.69,0.146
Gm7258,7.7,1.69,0.146
Hba-a1,-6,1.69,0.158
Hba-a2,-6,1.69,0.158
Itsn1,-3.6,1.69,0.0849
Kcne1l,6.4,1.69,0.189
Olfr1122,3.1,1.69,0.176
Olfr1208,-4.9,1.69,0.176
Olfr654,-10.8,1.69,0.176
Osbpl3,7.2,1.69,0.0849
Plxna3,-1.3,1.69,0.129
Rbfox2,7.5,1.69,0.129
Rhcg,3.5,1.69,0.189
Sptlc3,5.9,1.69,0.104
Tinag,6.8,1.69,0.129
Tmem131,-0.6,1.69,0.117
Trbc2,2.5,1.69,0.146
Txk,2.3,1.69,0.158
Uqcr10,-4,1.69,0.104
Vmn2r101,5.5,1.69,0.176
ENSMUSG00000072960,-5.2,1.69,0.146
Apopt1,-3.1,1.68,0.165
Btn1a1,1.9,1.68,0.118
Cdhr4,2.4,1.68,0.118
Cript,-7.6,1.68,0.165
Efna2,-2,1.68,0.0858
Fthl17b,4.7,1.68,0.178
Fthl17c,4.7,1.68,0.178
Gm13272,-10.8,1.68,0.178
Gsta1,8.4,1.68,0.105
Ifna9,-8.2,1.68,0.189
Nfkbib,-3.5,1.68,0.16
Olfr683,-3.1,1.68,0.229
Plek,-2.2,1.68,0.13
Prpf31,-4,1.68,0.0858
Rchy1,5.5,1.68,0.16
Snx2,-5.7,1.68,0.165
Tmem126b,-1.4,1.68,0.118
Tmem178b,-7.9,1.68,0.189
Vmn1r237,-12.8,1.68,0.189
Wdr90,2.6,1.68,0.118
3110070M22Rik,-3.2,1.67,0.148
A930009A15Rik,5.5,1.67,0.148
Abcc8,-6.7,1.67,0.23
AU018091,4.3,1.67,0.181
Ctnnd2,11,1.67,0.163
Exoc3l4,3.6,1.67,0.23
Fam221b,-8.2,1.67,0.189
Fsd2,5.4,1.67,0.189
Gm6214,-4,1.67,0.148
Gm9894,-8.9,1.67,0.148
Il17c,-4.4,1.67,0.189
Il4ra,0.8,1.67,0.119
Kcnt1,-2.7,1.67,0.189
Mkrn2os,-4.1,1.67,0.148
Rbm8a2,-4.1,1.67,0.148
Rnh1,-1.9,1.67,0.163
Scgb2b27,3.4,1.67,0.181
Slain1,-2.8,1.67,0.23
Wdr66,-8.1,1.67,0.166
Xrn2,-8,1.67,0.166
ENSMUSG00000045520,-4.2,1.67,0.148
Ago3,-3.5,1.66,0.132
Ankrd63,4.7,1.66,0.23
AW551984,-3.2,1.66,0.149
BC048403,7.8,1.66,0.23
Brsk1,-5.8,1.66,0.107
Cldn20,-7.9,1.66,0.189
Defb50,-4.3,1.66,0.149
Elk4,-3,1.66,0.166
Fkbp11,6.9,1.66,0.0875
Gimd1,-8.7,1.66,0.23
Gm11939,-11.3,1.66,0.149
Gm5449,-2.1,1.66,0.149
Hapln2,4.2,1.66,0.23
Ighv1-7,-4.3,1.66,0.149
Lefty1,8,1.66,0.23
Lexm,-8,1.66,0.189
Muc5b,5,1.66,0.23
Olfr907,-10.7,1.66,0.183
Pink1,4.4,1.66,0.107
Rnase12,-7.9,1.66,0.189
Tbl2,7.4,1.66,0.23
Tgs1,-2.3,1.66,0.132
Vps13c,-2.2,1.66,0.0875
Zbtb40,-3.6,1.66,0.0875
Amdhd2,7.4,1.65,0.23
Ankrd13c,-3.1,1.65,0.168
Cdc25a,-7.7,1.65,0.109
E130208F15Rik,-4.4,1.65,0.15
Gm14597,-2.5,1.65,0.185
Gm21529,3.8,1.65,0.15
Gm21539,3.8,1.65,0.15
Gm21562,3.8,1.65,0.15
Gm21572,3.8,1.65,0.15
Gm21588,3.8,1.65,0.15
Gm21599,3.8,1.65,0.15
Gm21626,3.8,1.65,0.15
Gm21633,3.8,1.65,0.15
Gm21723,3.8,1.65,0.15
Gm21842,3.8,1.65,0.15
H3f3b,7.8,1.65,0.168
Hcfc1r1,-7.1,1.65,0.23
Hist4h4,3.2,1.65,0.133
Klf10,6.9,1.65,0.168
Klf16,-3.2,1.65,0.185
Mllt6,-2.4,1.65,0.168
Nif3l1,-3.8,1.65,0.168
Nwd2,-5.2,1.65,0.15
Olfr597,-6.6,1.65,0.185
Plekhb2,-1.2,1.65,0.121
Prss41,-4.5,1.65,0.23
Ptpn13,2.4,1.65,0.109
Rab20,3.3,1.65,0.168
Rab3gap2,2.9,1.65,0.0883
Rps9,-4,1.65,0.168
Snx4,-5.7,1.65,0.168
Tirap,-4.5,1.65,0.23
ENSMUSG00000074592,9.2,1.65,0.15
ENSMUSG00000075124,5.3,1.65,0.185
1700123O20Rik,-7,1.64,0.169
AA386476,-4.9,1.64,0.151
Ankrd27,-4.1,1.64,0.0891
Ankrd35,-1.1,1.64,0.134
BC005537,-6.3,1.64,0.231
Camk2g,5.7,1.64,0.11
Dnajc1,9.3,1.64,0.0891
Dnajc12,3.2,1.64,0.0891
Dr1,-3.5,1.64,0.0891
Fam174b,2.8,1.64,0.191
Gm10855,-4.5,1.64,0.151
Gm4767,-6.4,1.64,0.151
Gm5435,-4.2,1.64,0.151
Gpc3,-2.7,1.64,0.171
Ighv8-14,-8.9,1.64,0.151
Mat2b,-7.1,1.64,0.169
Mblac1,-4.1,1.64,0.0891
Olfr616,-3.3,1.64,0.187
Olfr744,4,1.64,0.191
Osgin2,8.2,1.64,0.231
Ppp1r26,-4.8,1.64,0.231
Qrfp,-8.1,1.64,0.191
Sema4f,4.5,1.64,0.0891
