Symbol,casTLE_Effect,pvalue
Grm8,-2.1,0.231
Gzmn,2.5,0.231
Nat8f1,2.9,0.231
Rnf165,-1.9,0.231
Sertad4,1.4,0.231
Sh3bgrl,-5.9,0.231
Smim13,1.2,0.231
Tff3,1.8,0.231
Tmem28,1.2,0.231
Tnn,2,0.231
2210407C18Rik,1.5,0.232
Ephb3,1.7,0.232
Fcgr1,3.1,0.232
Madcam1,2.2,0.232
Olfr355,-1,0.232
Phlda2,2.5,0.232
Pramel7,1.9,0.232
Puf60,-5.4,0.232
Rad9b,2.2,0.232
Rexo1,-4.4,0.232
Rnasek,-1.9,0.232
Smim10l2a,1.8,0.232
Taar9,2,0.232
Trpm2,-4.1,0.232
Vmn2r96,-2.3,0.232
Vps54,-1.9,0.232
1110038F14Rik,-1.6,0.233
1810065E05Rik,1.6,0.233
Col23a1,-1.2,0.233
Ctdnep1,-3.8,0.233
Fam122c,1.6,0.233
Gm6351,2.2,0.233
Gm7982,2.2,0.233
Hirip3,3.1,0.233
Il18,3.2,0.233
Lkaaear1,-3.6,0.233
Mboat1,-1.5,0.233
Med23,-4.4,0.233
Mrm3,-4.2,0.233
Nkx6-1,-2.2,0.233
Nrp2,-1.4,0.233
Nsun6,-2.6,0.233
Nwd1,-0.7,0.233
Pcsk1,2.3,0.233
Phrf1,-1.8,0.233
Pik3c2g,1.9,0.233
Ppp1r8,3,0.233
Psmb5,3.3,0.233
Satl1,2.2,0.233
Tdrd6,-7.1,0.233
Akap8l,1.7,0.234
Apol7a,1.6,0.234
Btk,-5.9,0.234
Cbx7,-5.9,0.234
Col4a2,3.6,0.234
Coq8a,2.2,0.234
Gabrb1,-5.8,0.234
Gm5263,2.7,0.234
Htr2b,1.7,0.234
Htr4,1.6,0.234
Muc5b,7.8,0.234
Prss46,2,0.234
Selenoi,-6.1,0.234
Slc7a15,-7.5,0.234
Wasf1,-7.7,0.234
Ago3,-2,0.235
Arhgap39,-2.5,0.235
Cwc22,-3.4,0.235
Dixdc1,-1.4,0.235
Foxj3,-4.8,0.235
Gm10064,2,0.235
Gm4736,1.8,0.235
Gm5424,-3.8,0.235
Map3k21,-1.3,0.235
Map4,3,0.235
Olfr522,-1,0.235
Plat,3.1,0.235
Rbbp7,-5.8,0.235
Slc35b4,-7,0.235
Smim9,-5.2,0.235
Snx7,1.7,0.235
ENSMUSG00000078484,-3.6,0.235
ENSMUSG00000094073,1.9,0.235
ENSMUSG00000094341,1.9,0.235
ENSMUSG00000094666,1.9,0.235
ENSMUSG00000094711,1.9,0.235
ENSMUSG00000095471,1.9,0.235
ENSMUSG00000096118,1.9,0.235
ENSMUSG00000096267,1.9,0.235
ENSMUSG00000096469,1.9,0.235
ENSMUSG00000096542,1.9,0.235
1700069L16Rik,-10.3,0.236
Adh6b,2.2,0.236
Asic1,0.5,0.236
Bscl2,3.6,0.236
Cldn19,2.5,0.236
Cpxm1,-2.8,0.236
Crtap,7.1,0.236
D3Ertd751e,1.9,0.236
Dctd,-1.8,0.236
Fam109a,-0.8,0.236
Fam53a,2.5,0.236
Llcfc1,1.7,0.236
Olfr1178,2.1,0.236
Olfr603,1.7,0.236
Pbxip1,-5.3,0.236
Pcsk9,-1.9,0.236
Pja1,-1.9,0.236
Psd2,2.2,0.236
Shb,-1.9,0.236
Zbtb16,3.3,0.236
2310022A10Rik,1.8,0.237
Adam26a,1.3,0.237
Akr1b7,1.7,0.237
C330021F23Rik,-1,0.237
Cyb5r2,2.7,0.237
Fam90a1a,1.4,0.237
Fbn1,-1.7,0.237
Gm8973,-4.4,0.237
Hap1,-3,0.237
Higd1c,2.2,0.237
Hus1b,1.6,0.237
Il12a,1.7,0.237
Kif28,7.1,0.237
Lgsn,-3.4,0.237
Mfap3,1.7,0.237
Nlk,-4.7,0.237
Nop16,-3.9,0.237
Olfr223,-1.3,0.237
Otop3,-3.6,0.237
Pcx,2.1,0.237
Plcd4,-3.6,0.237
Rnf6,-3.5,0.237
Rpl19,-4.8,0.237
Serpinb11,2,0.237
Sox14,2.9,0.237
Tmem252,1.5,0.237
Zfp472,2.2,0.237
Zswim3,2,0.237
ENSMUSG00000059996,1.2,0.237
ENSMUSG00000094355,-0.6,0.237
BC031181,6.7,0.238
Cdc14b,-8.5,0.238
Krt39,2.1,0.238
Mblac2,2.9,0.238
Nr2e1,2,0.238
Nt5dc2,2.8,0.238
Olfr33,1.7,0.238
Slc6a15,2,0.238
Taf1a,3.1,0.238
Agbl4,-2.7,0.239
Cyp2e1,-3.3,0.239
Frmd5,-4.2,0.239
Ifi44,1.4,0.239
Igf1r,3.2,0.239
Ighv1-55,3.4,0.239
Loxl4,3.5,0.239
Lsamp,2.5,0.239
Pknox2,-2.5,0.239
Scarb2,-1.6,0.239
Serpina3j,1.9,0.239
Sox17,7.1,0.239
Spats2,2.5,0.239
Tgfb3,2.1,0.239
Wfdc1,1.6,0.239
Zfp229,1.3,0.239
Apbb1ip,3.1,0.24
Apold1,-7.2,0.24
Dand5,2.4,0.24
Efemp2,2.3,0.24
Emb,1.9,0.24
Klrb1c,-0.8,0.24
Pak7,-6.6,0.24
Prap1,2.5,0.24
Trpv4,0.5,0.24
Ttc26,2.7,0.24
2410002F23Rik,-1.3,0.241
Ccr1,1.7,0.241
Cfap206,2,0.241
Cfap61,4.6,0.241
Ddx51,-2.8,0.241
Defb11,-2.9,0.241
Gm17271,-4.4,0.241
Id4,1.7,0.241
Ighv6-4,-4.4,0.241
Igsf8,4.3,0.241
Notch2,2,0.241
Pdpr,1.9,0.241
Psmc4,3.2,0.241
Rdh12,-6.4,0.241
Rgl3,-7.4,0.241
Sash3,1.9,0.241
Adprhl2,2.8,0.242
Amn1,1.5,0.242
Chrna2,-3.5,0.242
Esyt3,-7.4,0.242
Gab1,2.5,0.242
Gm20695,-1.5,0.242
Muc2,-5.8,0.242
Olfr901,1.3,0.242
Plekha2,-3.8,0.242
Prkab2,-6.8,0.242
Ptdss1,-2.5,0.242
Scn1a,-3.5,0.242
Tns3,1.9,0.242
Vmn2r94,2.1,0.242
Wipf1,-3.9,0.242
Corin,-2.3,0.243
Cox20,-2.3,0.243
Cracr2a,-6.2,0.243
Ell3,3.1,0.243
Fancm,3.8,0.243
Fibp,-3.1,0.243
Htr5a,3.3,0.243
Id1,2.2,0.243
Ints1,-1.1,0.243
Ndufaf6,-1.9,0.243
Olfr963,1.5,0.243
Pet100,-6.5,0.243
Phtf1,-3.1,0.243
Psg25,1.3,0.243
R3hdm2,-4.4,0.243
Rexo4,-2.1,0.243
Trim21,2,0.243
Vmn1r51,3,0.243
ENSMUSG00000053664,-5.2,0.243
Atp8b4,-1.9,0.244
Cracr2b,-4,0.244
Cul3,-3.9,0.244
Dtna,2.4,0.244
Eef1e1,2.2,0.244
Fbf1,1.3,0.244
Ghrl,2.2,0.244
Lhfpl2,-2,0.244
Nr5a1,-2.6,0.244
Olfr893,1.3,0.244
Rab11fip1,-2,0.244
Tigd3,-4.6,0.244
Tmem9b,0.7,0.244
Vmn1r172,-1.3,0.244
Wap,1.6,0.244
Zfp507,-1.8,0.244
ENSMUSG00000069291,2.1,0.244
Aars2,-7.2,0.245
C87977,1.3,0.245
Cct4,6.5,0.245
Ces5a,-1.4,0.245
Coq7,3.6,0.245
Crispld1,2.9,0.245
Epc2,-5,0.245
Gmpr,-5.6,0.245
Hars,-6.6,0.245
Hspb6,-3.2,0.245
Lztfl1,-2.9,0.245
Olfr1066,2,0.245
Olfr1257,-0.8,0.245
Olfr709-ps1,4.2,0.245
Olfr911-ps1,2.4,0.245
Prkar2a,2.5,0.245
S1pr4,-6.6,0.245
Sox15,1.6,0.245
Tex22,7,0.245
Timm22,-2.5,0.245
Tspan33,-0.8,0.245
4933434E20Rik,-1.5,0.246
9230109A22Rik,2.3,0.246
9430007A20Rik,1.5,0.246
Astn2,1,0.246
Ccar1,3,0.246
Ddah1,-2.6,0.246
Fancg,2.8,0.246
Fxr2,2.9,0.246
Galt,1.5,0.246
Gdf7,1.9,0.246
Gm21759,-3.9,0.246
Gm5698,3.4,0.246
Gpam,-1.3,0.246
Ippk,3,0.246
Map4k2,-2,0.246
Nat3,1.9,0.246
Nhlh1,-1.8,0.246
Nop9,-5.1,0.246
Olfr566,-0.9,0.246
Oosp2,4.4,0.246
Pah,-6.3,0.246
Rnf157,-1.6,0.246
Rxrb,-1.9,0.246
S100a3,-2,0.246
Sh3glb1,-2.2,0.246
Slc17a2,1.1,0.246
Tas2r139,1.3,0.246
Vtcn1,1.3,0.246
Zfp759,-2.9,0.246
4933413G19Rik,3.1,0.247
Cypt12,-3.6,0.247
Defb30,1.2,0.247
E2f5,2,0.247
Etv5,3.8,0.247
Hspa2,1.4,0.247
Lmod3,-6.7,0.247
Nkx1-1,-0.8,0.247
Olfr1216,1,0.247
Olfr710,-1,0.247
Pbp2,-1.4,0.247
Tap1,3,0.247
Ttf1,-1.3,0.247
Angel2,2.1,0.248
Asap1,-4.8,0.248
Atmin,-5.3,0.248
Cops7b,-2.4,0.248
Efna1,2.1,0.248
Faap20,2.6,0.248
Gm13306,1.6,0.248
Ifna4,2.9,0.248
Il20ra,-1.1,0.248
Megf9,-1.3,0.248
Mfsd14b,1.5,0.248
Phf10,-5,0.248
Spata31d1a,2,0.248
Zfp980,-5.1,0.248
Afp,2.8,0.249
Camk2g,2,0.249
Cox19,1.9,0.249
Drd4,2,0.249
Gbp7,1.8,0.249
Gm12888,-0.8,0.249
Gpr1,1.1,0.249
Igflr1,1.2,0.249
Ikbkg,-5.4,0.249
Lgals7,-0.7,0.249
Mcpt9,1.3,0.249
Mns1,1.3,0.249
Mrps30,5.8,0.249
Nod2,1.4,0.249
Olfr215,-5.5,0.249
Pdilt,-6.6,0.249
Ppp1r14d,-1.6,0.249
Serpina9,1.8,0.249
Siae,-2.5,0.249
Slc6a5,-3.7,0.249
1700074P13Rik,1.5,0.25
Apba3,2.9,0.25
AU018091,1.3,0.25
AW549877,-3.6,0.25
Cabp7,2,0.25
Ccdc14,1.8,0.25
Ctsj,-3.9,0.25
Etfa,-2.3,0.25
Gm3625,-4.4,0.25
Ing4,-3.7,0.25
Mthfr,2.5,0.25
Olfr397,1.8,0.25
Pcdh17,-1.9,0.25
Prl8a8,-1.2,0.25
Rgs4,-0.9,0.25
Rsf1,-3.7,0.25
Samd8,-2.7,0.25
Slc25a26,-7.6,0.25
Spock3,2.5,0.25
Tmco2,-0.7,0.25
Tmem201,2.6,0.25
Trav15d-1-dv6d-1,3.9,0.25
Trav15n-1,3.9,0.25
Wnt8b,1.8,0.25
ENSMUSG00000026464,-3.1,0.25
Apoe,-1.8,0.251
Bcl2l11,-1.4,0.251
Fam109b,2.3,0.251
Fam126a,-1.4,0.251
Igf2r,3.5,0.251
Mtrr,-9.4,0.251
Olfr544,-1,0.251
Polm,1.8,0.251
Sccpdh,5.5,0.251
Tmem100,1.9,0.251
Uxt,-5.2,0.251
4930402F06Rik,-1.3,0.252
Actl10,1.8,0.252
Apoh,2,0.252
Aspn,2.8,0.252
B3galt1,-1.9,0.252
Cebpb,3.4,0.252
Dtd1,2.4,0.252
Esrrg,-2.6,0.252
Klhl30,-2.6,0.252
Krt79,-1.4,0.252
Lsr,-6.3,0.252
Med19,-2.1,0.252
Nat9,6.5,0.252
Ncoa5,-1.9,0.252
Ntng1,-1.5,0.252
Ogdh,-7.3,0.252
P3h4,-3,0.252
Raf1,-4.1,0.252
Rhob,1.9,0.252
Sgpp2,-0.9,0.252
Sh2d1a,-2.8,0.252
Spata17,1.3,0.252
Tmem186,-2.5,0.252
Vmn1r47,1.4,0.252
Vmn2r57,1.3,0.252
Wipi2,-2.2,0.252
Zc3h12b,2.3,0.252
Zfp558,3.3,0.252
Zfp689,-2.4,0.252
ENSMUSG00000038194,2.9,0.252
1700001C02Rik,1.8,0.253
4930578C19Rik,-1,0.253
Aplnr,2.1,0.253
Atp2a1,-5.3,0.253
Calb1,-2.8,0.253
Ccdc116,3.4,0.253
Ccdc121,2,0.253
Dmkn,-2.2,0.253
Eme2,6.9,0.253
Gars,2.2,0.253
Gm17416,-2.6,0.253
Herc3,-3.3,0.253
Miga2,-3.8,0.253
Nicn1,-2.8,0.253
Npas4,-2.6,0.253
Plch2,2.1,0.253
Zfp109,-3.7,0.253
ENSMUSG00000074056,2.6,0.253
Acpp,-2.6,0.254
Bfsp1,7.1,0.254
Fntb,2.8,0.254
Galnt7,-2.2,0.254
Gm2042,-0.7,0.254
Gm9962,-2.2,0.254
Lsm1,-3.9,0.254
Mrgpra1,1.4,0.254
Neo1,5.4,0.254
Nme6,-3.1,0.254
Olfr592,1.8,0.254
Taf15,2.1,0.254
Trip13,-2.3,0.254
Vip,2.7,0.254
Zfp287,1.5,0.254
Zfr,-2.2,0.254
1500035N22Rik,-2.1,0.255
Cfi,-2.1,0.255
Cnih2,1.9,0.255
Gm21188,1.1,0.255
Gpr82,1.4,0.255
Krt18,1.7,0.255
Lpcat3,-2.1,0.255
Lrrc55,1.1,0.255
Mad2l2,1.8,0.255
Mcc,1.8,0.255
Msl3l2,2,0.255
Olfr1097,1.2,0.255
P2rx2,1.3,0.255
Ppic,-5.8,0.255
Tbc1d23,-1,0.255
ENSMUSG00000087182,-6.1,0.255
4930447A16Rik,3,0.256
Adcy9,1.8,0.256
Dusp27,-1.7,0.256
Lcor,5.7,0.256
Pou2f1,-2.7,0.256
Prpf4b,1.8,0.256
Slx4ip,-4.3,0.256
Smyd3,-1.8,0.256
Tecr,2.5,0.256
Tgfb1,2.3,0.256
Zdhhc20,1.2,0.256
Apom,-2.7,0.257
Arhgap11a,2.8,0.257
Ccdc60,1.3,0.257
Cpox,-7.2,0.257
Dcaf17,-1.4,0.257
Dcpp1,-0.7,0.257
Dlgap4,2.3,0.257
Gabarap,-1.5,0.257
Ghrhr,-6.7,0.257
Hpcal4,2.2,0.257
Kcnv2,-1.1,0.257
Mycbp,-4.7,0.257
Olfr1350,4.1,0.257
Syt10,-2.1,0.257
ENSMUSG00000057924,3.3,0.257
5530400C23Rik,-0.7,0.258
Atp6v0a1,2.5,0.258
Calm3,1.6,0.258
Gm14139,2.3,0.258
Gm9857,1.7,0.258
H2-M10.4,1.8,0.258
Kcng1,2,0.258
Mtmr12,-1.6,0.258
Naa30,6.9,0.258
Tead4,-1.5,0.258
Ube2i,2.9,0.258
ENSMUSG00000093635,2.3,0.258
Akap1,-2.8,0.259
Bri3,-3.5,0.259
Chchd6,6,0.259
Clcn4,-1.6,0.259
Cox8a,-2.1,0.259
Gcsam,-3,0.259
Gm21957,-2.3,0.259
Lrrc14,-2.5,0.259
Magea1,-0.7,0.259
Nectin2,0.6,0.259
Olfr1459,1.3,0.259
Olfr669,1.7,0.259
Plekho2,-0.8,0.259
Pnldc1,1.5,0.259
Ranbp3,-3.2,0.259
Rnaset2b,-6.3,0.259
Rpl3,-4.6,0.259
Rtp3,2.3,0.259
Arl3,-5,0.26
Bloc1s5,-4.5,0.26
Calu,-4.3,0.26
Gatad2b,-3.3,0.26
Il31,1.3,0.26
Jup,2.8,0.26
Ndufs3,-10.5,0.26
Olfr1504,1.1,0.26
Paqr3,-3.2,0.26
Psmd8,3,0.26
Robo4,-1,0.26
Sirpa,-3.3,0.26
Sowahd,-4,0.26
Tcf15,1.8,0.26
Toporsl,-1.8,0.26
Zfp182,-1.8,0.26
Zfp616,1.8,0.26
ENSMUSG00000090987,2.2,0.26
Abca1,-1.2,0.261
Atp1a3,-2.2,0.261
Baiap3,-2.6,0.261
Btbd35f8,-0.9,0.261
Fam184b,-0.7,0.261
Fam234a,1,0.261
Gm1140,1.9,0.261
Grm7,2,0.261
Hbb-y,1,0.261
Lpar5,-1.2,0.261
Mylk2,-4.2,0.261
Olfr746,-0.6,0.261
Opn1sw,1.2,0.261
Ptgr2,-1.8,0.261
Slfn2,2.5,0.261
Vsig8,1.8,0.261
2310035C23Rik,1.8,0.262
4922502D21Rik,1.4,0.262
Desi2,-1.1,0.262
Erich1,2.6,0.262
Hpca,2.8,0.262
Htr1b,-3.2,0.262
Ighv7-3,3.3,0.262
Jakmip2,1.1,0.262
Ly6g6f,1.8,0.262
Maoa,2.2,0.262
Mc4r,1.3,0.262
Nek1,1.3,0.262
Olfr1499,-0.8,0.262
Olfr860,1.1,0.262
Pdk4,-2.5,0.262
Rab23,6.4,0.262
Rpe65,1.1,0.262
Slc22a20,1.6,0.262
Tigar,2.9,0.262
ENSMUSG00000051480,2.4,0.262
ENSMUSG00000094078,-0.6,0.262
ENSMUSG00000096581,2,0.262
1700021F05Rik,-6.1,0.263
C8b,-3.3,0.263
Cel,-3.7,0.263
Cog3,6.4,0.263
Cpsf3,-5.4,0.263
Cyp2j11,1.6,0.263
Epyc,2.1,0.263
Iscu,-6.9,0.263
Olfr881,1.5,0.263
Tet3,3.8,0.263
Tmem222,1.7,0.263
Zbtb42,1.2,0.263
Zcchc7,3.5,0.263
Zfp593,-1.6,0.263
9330161L09Rik,-3.9,0.264
Adam19,1.1,0.264
Cacna2d4,-0.8,0.264
Cadps,-4.9,0.264
Ccr6,1.4,0.264
Dnajc5b,-3.3,0.264
Galnt3,1.7,0.264
Gm3727,1.7,0.264
Gm6337,1.7,0.264
Gpr108,2.9,0.264
Ighm,-4,0.264
Lgals3bp,3.2,0.264
Olfr872,1.2,0.264
Serpinb1b,1.5,0.264
Zfp872,-4.6,0.264
ENSMUSG00000098049,1.9,0.264
Ccdc171,-1,0.265
Cnrip1,2.5,0.265
Cwf19l1,-2.9,0.265
Esp8,-5.1,0.265
Fcgr3,2.9,0.265
Kcnt1,1.9,0.265
Kctd1,-2.7,0.265
Krtap9-3,2.2,0.265
Mb21d1,1.7,0.265
Med13l,-2.1,0.265
Mmp9,1.7,0.265
Nat14,2.7,0.265
Nol6,-1.9,0.265
Olfr574,1.3,0.265
Ret,-6,0.265
Trim58,3,0.265
Zfp831,-2.1,0.265
Zfp991,-3.2,0.265
Zfp992,-3.2,0.265
Acly,-1.8,0.266
Adra1d,1.8,0.266
Agmo,-2.3,0.266
Gm20518,-4,0.266
Hfe,-2,0.266
Igkv8-21,-4.2,0.266
Kdm4c,-2.6,0.266
Klhl8,-1.4,0.266
Mcu,-1.3,0.266
Nr4a2,1.6,0.266
Oat,-3.1,0.266
Olfm2,1.5,0.266
Olfr1057,-1,0.266
Olfr834,1.7,0.266
Ppp3ca,-3.8,0.266
Rars,-2.2,0.266
Scap,2.9,0.266
Slc30a6,-5.8,0.266
Spata31d1b,3.2,0.266
Stap1,-3.9,0.266
Stk4,2.1,0.266
Syt2,-1.1,0.266
Tnfsf18,2.6,0.266
ENSMUSG00000073617,2.1,0.266
Art5,-1,0.267
Bicdl1,3.9,0.267
Creb3,-2,0.267
Dok7,1.1,0.267
Ercc6l2,1.6,0.267
Igkv10-94,-9.4,0.267
Il20rb,1,0.267
Ndufa6,2.8,0.267
Nek3,-1.3,0.267
Opcml,-7,0.267
Prkacb,-2.4,0.267
Rfng,-1.2,0.267
Svs3b,1.6,0.267
Zfp14,-2.5,0.267
A730013G03Rik,-5.8,0.268
Cnpy3,-2.2,0.268
Ctdp1,-6,0.268
Gm9955,1.9,0.268
Insig2,2.6,0.268
Lce3b,3.7,0.268
Nexmif,-1.2,0.268
Olfr62,-1.9,0.268
Olfr894,2,0.268
Pex7,-3.4,0.268
Prrc2b,1.7,0.268
Rnf103,6.4,0.268
Shmt2,-1.6,0.268
Slc14a1,1.2,0.268
Usp29,1.9,0.268
Vmn1r1,1.5,0.268
Ado,-7.6,0.269
Atg7,-5.5,0.269
Birc7,-2.2,0.269
Ceacam3,1.2,0.269
Cyp2j5,1.8,0.269
Cyp2j7,-5.1,0.269
Fbxl19,-2.6,0.269
Fgf1,1.8,0.269
Gm11939,2.6,0.269
Gm4775,-2.1,0.269
Gm7682,1.2,0.269
Itga4,-4.1,0.269
Paox,-2.4,0.269
Pou4f1,3.4,0.269
Ralgps1,7.1,0.269
Rc3h1,-1.8,0.269
Rcan2,1.2,0.269
Spry4,-2.1,0.269
Usp17la,-1.1,0.269
Zfp865,1.8,0.269
Zkscan2,2.2,0.269
Gipc1,-2.1,0.27
Gm4778,2.2,0.27
Gm7808,-5.3,0.27
Iapp,-2.6,0.27
Igsf10,2.3,0.27
Mep1b,3.3,0.27
Mphosph6,-5.2,0.27
Olfr1466,1.2,0.27
Rac1,2.7,0.27
Rims3,3.9,0.27
Slc16a7,-1,0.27
Slco2a1,-6,0.27
Tgtp2,-1.1,0.27
1700015F17Rik,6.8,0.271
Fgf6,-1,0.271
Gm11127,1.7,0.271
Gm11639,-5.3,0.271
Gm4141,1.5,0.271
Gm4201,1.5,0.271
Gm5082,2.3,0.271
Gm5114,-0.6,0.271
Gm5475,2.3,0.271
Heg1,-5.8,0.271
Jsrp1,-0.9,0.271
Micu2,-3.5,0.271
Oas1e,1.1,0.271
Phactr1,1.4,0.271
Prox1,-4.8,0.271
Smagp,-2,0.271
Tmeff2,2.3,0.271
Zdhhc23,1.1,0.271
Alas2,-3,0.272
Car9,-2.2,0.272
Defb20,1.4,0.272
Hfm1,-2.5,0.272
Nit1,-6,0.272
Olfml2b,2.1,0.272
Olfr1008,-12.9,0.272
Pkn2,2,0.272
Rad52,-1.1,0.272
Rbm25,-3.9,0.272
Rhov,-3.5,0.272
Rhox8,1.5,0.272
Rps20,-2.1,0.272
Trav6n-6,3.2,0.272
A930018P22Rik,1.7,0.273
Abca17,1.1,0.273
Adam7,6.4,0.273
Apoo-ps,-2.2,0.273
Birc3,-1.2,0.273
Cck,-1.2,0.273
Exoc3l,-3.3,0.273
Fbp1,1.8,0.273
H2al3,-2.2,0.273
Kel,1.8,0.273
Lrrc26,-2.9,0.273
Mro,2.4,0.273
Olfr330,-1.4,0.273
Plrg1,-7.5,0.273
Rbpj,1.6,0.273
Rcan3,-1.1,0.273
Rpl6,-5.2,0.273
Smim20,-0.7,0.273
Trib3,-3.3,0.273
Tusc1,1.3,0.273
Zfp160,2.6,0.273
Cds1,-3.5,0.274
Dph3b-ps,-3.9,0.274
Dph6,6.7,0.274
Fabp2,2.2,0.274
Fbxl6,-6.6,0.274
Fus,1.4,0.274
Gm13102,1.5,0.274
Gm884,1.5,0.274
Igkv14-100,2.5,0.274
Lyzl6,1.9,0.274
Notch4,1.8,0.274
Opn1mw,2.1,0.274
Oxsr1,-9.4,0.274
Pramel4,1.5,0.274
Ptafr,0.9,0.274
Sh3tc2,2,0.274
Shisa5,-2.5,0.274
Stpg2,1.5,0.274
1700010H22Rik,-4.6,0.275
4930550C14Rik,6.4,0.275
Commd4,2.7,0.275
Dbf4,2.7,0.275
Dsp,-4.8,0.275
Dynlt3,1.8,0.275
Epb41l1,2.1,0.275
Gm47854,2.3,0.275
Gm6619,1.8,0.275
Ighv1-76,-2.7,0.275
Inip,2.4,0.275
Mex3d,-2.9,0.275
Ptprt,-1,0.275
Tor3a,-2.2,0.275
Zscan4e,2.1,0.275
A730018C14Rik,2.5,0.276
Abo,1.4,0.276
Arhgef1,-1.7,0.276
Bach2,-3,0.276
Celsr1,-5.5,0.276
Cyp2b23,1.7,0.276
D1Ertd622e,3.5,0.276
Ddx21,5.7,0.276
Got1,-3.2,0.276
Lnpk,-1.4,0.276
Map3k8,2.2,0.276
Mmd2,1.2,0.276
Olfr196,1.8,0.276
Olfr214,1.2,0.276
Olfr533,-1.2,0.276
Olfr599,1.3,0.276
Pnliprp1,5.9,0.276
Ppil6,3.1,0.276
Tceal8,1.6,0.276
Tmem260,-0.8,0.276
Zfp553,-2,0.276
ENSMUSG00000061200,1,0.276
Ap1s3,-2.9,0.277
Cd79b,-2.5,0.277
D330045A20Rik,1.5,0.277
Dnmt3a,1.7,0.277
Dppa4,1.7,0.277
H2-M3,1.5,0.277
Kcng4,1.1,0.277
Mthfd2,-4.4,0.277
Natd1,-4.3,0.277
Olfr1427,1.4,0.277
Olfr351,1.6,0.277
Plekhm3,-1.1,0.277
Spns1,-1.9,0.277
Zc3hav1l,1.3,0.277
2200002J24Rik,-0.8,0.278
Adamts15,-3.1,0.278
Akt1,-3.5,0.278
Cspp1,2.8,0.278
Ecm2,2,0.278
Hoxa6,-4.7,0.278
Hyal2,-1.8,0.278
Igkv4-79,3.6,0.278
Klf14,-2,0.278
Lcn3,-0.7,0.278
Map3k12,-4.4,0.278
Map3k7,-4.3,0.278
Miox,1.5,0.278
Mum1l1,1.7,0.278
Pkig,3,0.278
Prdm14,-2.7,0.278
Prom2,1.2,0.278
Rrp12,-5,0.278
Spata3,1.6,0.278
Syne1,3.2,0.278
Tmem262,1.2,0.278
Zc3h14,-1.7,0.278
ENSMUSG00000062808,-4.6,0.278
ENSMUSG00000070906,1.7,0.278
1700111E14Rik,-4.9,0.279
Adcy3,1.5,0.279
Alox8,1.9,0.279
Arrdc4,1.8,0.279
Cd84,0.6,0.279
Cdkl2,-3.2,0.279
Dcun1d1,-4,0.279
Dtx3l,2.8,0.279
Fos,1.9,0.279
Gm38399,-6.1,0.279
Lmbrd1,0.4,0.279
Mroh4,-1.1,0.279
Oacyl,-1.1,0.279
Olfr1232,-0.8,0.279
Olfr285,-1.1,0.279
Olfr639,-1.1,0.279
Prkaa2,2.9,0.279
Prp2,-5,0.279
Smc1b,2.5,0.279
Snai2,3,0.279
Tmsb4x,-1.1,0.279
Trav3-4,3.6,0.279
Ubr1,1.7,0.279
Vdr,-1.1,0.279
Vmn1r120,-1.1,0.279
Wars,-0.9,0.279
Zfp819,1.3,0.279
Zscan4c,-1.1,0.279
Zscan4f,-1.1,0.279
ENSMUSG00000074289,1,0.279
ENSMUSG00000091308,-1.1,0.279
ENSMUSG00000093844,-1.1,0.279
2600006K01Rik,-2.4,0.28
A930003A15Rik,4.2,0.28
Arhgap18,-0.9,0.28
Dntt,2.6,0.28
Gns,-2.2,0.28
Hikeshi,-7.2,0.28
Ift80,1.9,0.28
Kpnb1,-3.6,0.28
Mafa,3.9,0.28
Mink1,-2.6,0.28
Olfr1361,1.2,0.28
Pih1d1,2.2,0.28
Rrn3,-4.6,0.28
Rsl1d1,-3.3,0.28
Slc35g3,0.9,0.28
Slc39a14,-1.3,0.28
Tas2r129,1.2,0.28
Vta1,1.4,0.28
Zfp36l1,3.8,0.28
Cd177,1,0.281
Cldn34d,-0.7,0.281
Cyp2c39,-1.6,0.281
Fez1,2.5,0.281
Fut7,1.3,0.281
Gli3,1.7,0.281
Mrpl44,-7.5,0.281
Olfr291,1.7,0.281
Parp11,-1.4,0.281
Pik3ca,-3.7,0.281
Rnf146,2.8,0.281
Scyl3,-1.8,0.281
Stat1,1.5,0.281
Tmem63a,-1.3,0.281
Zdhhc13,1.1,0.281
Btbd35f7,-0.7,0.282
Ccer2,1.1,0.282
Cmpk2,1.4,0.282
Cybb,-2.2,0.282
Dnah12,-4.9,0.282
Gm1123,1.6,0.282
Gm5615,-5,0.282
Jak3,-7.4,0.282
Mylk4,-6.5,0.282
Olfr734,1.6,0.282
Plb1,6.3,0.282
Rnf34,-2.8,0.282
Setd2,2,0.282
Tcf19,-2.4,0.282
Tmed7,3.1,0.282
Tmem115,-0.6,0.282
Tnfrsf1b,2.1,0.282
Wasf2,-6.2,0.282
ENSMUSG00000075043,-0.7,0.282
A230083G16Rik,2.3,0.283
Asah1,-3,0.283
Cdhr4,-2.1,0.283
Copg1,-2.1,0.283
Dlgap5,1.2,0.283
Gys2,-1.2,0.283
Igkv1-117,3.7,0.283
Kremen1,-1,0.283
Myo5b,2.8,0.283
Nsd3,2,0.283
Rtl8a,1.9,0.283
Rtl8b,1.9,0.283
Strip2,3.1,0.283
Trem3,1,0.283
Ucp2,-1,0.283
Bfsp2,-3.2,0.284
Clec11a,2.6,0.284
Dok2,-2.4,0.284
Farp1,-6.3,0.284
Itgb2,-1,0.284
