Gene_ID,Castle_Effect,Castle_Score,P_value
Cyp3a57,-6.2,1.18,0.274
Dnase1l2,-2.6,1.18,0.281
Exoc3l4,4,1.18,0.223
Fbxw25,2.7,1.18,0.213
Gsta1,-4.1,1.18,0.137
Gzmg,-2.8,1.18,0.168
Igbp1b,-8.2,1.18,0.274
Klhl22,-2.7,1.18,0.168
Lemd3,0.6,1.18,0.266
Lrrc58,5.6,1.18,0.223
Map3k21,-4.8,1.18,0.223
Mef2c,-1.5,1.18,0.257
Olfr365,4,1.18,0.197
Otud7a,-3,1.18,0.168
Pi4kb,-3.2,1.18,0.137
Prss33,-3,1.18,0.168
Rbm48,8.2,1.18,0.281
Rpusd3,5.9,1.18,0.176
Sh2d1a,-2.9,1.18,0.168
Skil,-3.6,1.18,0.168
Slc25a36,5,1.18,0.176
Syt4,-2.3,1.18,0.223
Ttc14,-2.8,1.18,0.168
Yae1d1,6.5,1.18,0.223
Zfp334,2.5,1.18,0.281
ENSMUSG00000094000,-2.5,1.18,0.274
4930415L06Rik,-4.6,1.17,0.274
9330161L09Rik,-7,1.17,0.216
AF067061,-4.9,1.17,0.216
Aspn,3,1.17,0.198
Birc2,-2.7,1.17,0.176
Cep135,3.9,1.17,0.258
Dhrs3,-2.7,1.17,0.176
Elmod2,-3.1,1.17,0.178
Fam129b,-10.4,1.17,0.224
Foxh1,-3.3,1.17,0.282
Fscn1,3.4,1.17,0.178
Gpr3,0.8,1.17,0.269
Gucy1b2,-2.4,1.17,0.274
Hsf1,-2.6,1.17,0.176
Htr3a,2.1,1.17,0.138
Ifnar2,-1.9,1.17,0.138
Lce1c,-4,1.17,0.216
Lcn6,-3.8,1.17,0.176
Mboat1,1.2,1.17,0.269
Ngb,1.8,1.17,0.138
Odf3b,1.9,1.17,0.198
Olfr172,3.4,1.17,0.198
Olfr457,-4.6,1.17,0.274
Pxmp4,-2.7,1.17,0.176
Rapgefl1,-6.3,1.17,0.178
Reep1,-5.1,1.17,0.178
Rhox2f,-2.2,1.17,0.274
Sar1b,4.8,1.17,0.138
Sft2d3,3.3,1.17,0.176
Stard7,-7.2,1.17,0.178
Sumf2,-3,1.17,0.176
Tgtp2,-1,1.17,0.274
Tmod4,-6.5,1.17,0.178
Tnfsf14,2.2,1.17,0.258
Trpm3,3.4,1.17,0.258
Ttf1,-1.5,1.17,0.258
Ubxn6,5.1,1.17,0.176
Vmn2r1,-2.1,1.17,0.274
Vps29,-2.7,1.17,0.176
Xrn2,-7.8,1.17,0.178
Zc3h12b,3.8,1.17,0.258
Zfp114,-1.7,1.17,0.216
Znhit2,1.8,1.17,0.269
Actl6a,-2.2,1.16,0.18
Adcyap1,3.4,1.16,0.259
Aoc2,-1.6,1.16,0.259
Atp8a1,-3.2,1.16,0.14
BC048679,-4.6,1.16,0.275
Bpifa6,-7.3,1.16,0.275
Capn3,-3.7,1.16,0.18
Cldn5,-5,1.16,0.259
Clic3,-3.1,1.16,0.224
Csf1r,-3,1.16,0.14
Desi2,-4.4,1.16,0.224
Dnajc7,-2.6,1.16,0.18
Ephx2,2.3,1.16,0.14
Galr1,2.2,1.16,0.199
Gldc,2.4,1.16,0.14
Glp1r,1.8,1.16,0.14
Gm10306,4.7,1.16,0.22
Gm10642,-7.1,1.16,0.22
Gpr146,1.9,1.16,0.271
Gsg1,1.8,1.16,0.199
Hdhd5,-2.7,1.16,0.18
Hoxb7,8.7,1.16,0.284
Il4ra,2.9,1.16,0.271
Lemd2,-0.4,1.16,0.271
Lyrm2,4.1,1.16,0.18
Olfr1249,2.7,1.16,0.22
Olfr1419,-7.3,1.16,0.275
Olfr376,-8.1,1.16,0.275
Olfr94,-5,1.16,0.275
Plscr5,-1.2,1.16,0.199
Prl7a2,-7.6,1.16,0.275
Prl8a1,-2.8,1.16,0.22
Ptpn9,2,1.16,0.14
Rbm20,1.9,1.16,0.284
Srpk3,-4.5,1.16,0.14
Tmem44,0.9,1.16,0.271
Zhx1,-2.4,1.16,0.284
ENSMUSG00000042943,-7.6,1.16,0.22
1700128F08Rik,4.3,1.15,0.224
Abcb11,2.2,1.15,0.26
Abcc3,2.7,1.15,0.26
Apobec2,7.9,1.15,0.286
Ccl4,-2.6,1.15,0.185
Cxcl1,-1.2,1.15,0.26
Cyp11b2,3.2,1.15,0.26
Cyp4f17,-2.8,1.15,0.276
Diaph2,2.2,1.15,0.224
DXBay18,-2.8,1.15,0.276
E330034G19Rik,4.8,1.15,0.224
Fam43b,4.3,1.15,0.225
Gatsl3,7.4,1.15,0.225
Gm13040,-2.3,1.15,0.276
Gm13043,-2.3,1.15,0.276
Gm13057,-2.3,1.15,0.276
Gm13547,-4.8,1.15,0.276
Gpr26,-3.8,1.15,0.185
Hes7,-1.2,1.15,0.286
Hyal5,4.1,1.15,0.2
Kcnn3,3.9,1.15,0.142
Lamp3,-3.3,1.15,0.185
Lce3e,4.8,1.15,0.276
Lhx1,6.5,1.15,0.286
Lingo4,1.5,1.15,0.2
Liph,5.9,1.15,0.185
Lipo3,-2.1,1.15,0.276
Lrsam1,-2.6,1.15,0.185
Lypla1,-2.6,1.15,0.185
Mboat7,-1.1,1.15,0.273
Mettl25,2.4,1.15,0.273
Mndal,-1.4,1.15,0.26
Nutm2,2.2,1.15,0.2
Olfr645,5.1,1.15,0.276
Pias3,-2.6,1.15,0.185
Selenov,-1.7,1.15,0.185
Shmt2,-8.3,1.15,0.142
Slc26a10,-5.1,1.15,0.276
Slc4a5,3.3,1.15,0.185
Tm4sf19,4.1,1.15,0.2
Ulk1,-1.3,1.15,0.26
Vmn2r15,-5.1,1.15,0.276
Zfp518a,-2,1.15,0.225
Zfp618,8.1,1.15,0.286
ENSMUSG00000071690,-1.6,1.15,0.224
ENSMUSG00000079557,4.7,1.14,0.189
6030469F06Rik,-1.7,1.14,0.228
9630041A04Rik,3.2,1.14,0.228
Acaa1b,2.6,1.14,0.276
Adamts8,-2.5,1.14,0.184
Apeh,-3.6,1.14,0.189
Asb15,-3.7,1.14,0.189
Asnsd1,2.7,1.14,0.226
C1ql2,6.2,1.14,0.201
Ciz1,-1.5,1.14,0.288
Cmtm2a,-4.9,1.14,0.276
Cnih4,5.9,1.14,0.184
Cnot1,-2.6,1.14,0.189
Defb1,-7.6,1.14,0.276
Eya2,2.4,1.14,0.261
Fbxl8,-2.6,1.14,0.189
Gm13083,-4.5,1.14,0.276
Gm21915,-2.6,1.14,0.228
Gm9745,4.3,1.14,0.228
Gmds,-2,1.14,0.143
Gramd4,2.6,1.14,0.184
Gria2,2.4,1.14,0.143
H1fnt,-7.8,1.14,0.228
Hipk3,3.7,1.14,0.143
Hnrnpu,-2.9,1.14,0.189
Mbnl1,7.5,1.14,0.288
Mien1,-3.5,1.14,0.226
Olfr1499,-4.4,1.14,0.276
Olfr944,-2.7,1.14,0.276
Prx,2.1,1.14,0.143
Rasgrp1,-1.4,1.14,0.261
Rhox10,-2.2,1.14,0.276
Ric3,-5.2,1.14,0.184
Rpl6l,-2.6,1.14,0.288
Rps2,-7.8,1.14,0.184
Samd11,-2.6,1.14,0.226
Setx,4.1,1.14,0.261
Slc25a33,-2.2,1.14,0.189
Sltm,-2.1,1.14,0.288
Smim12,0.6,1.14,0.275
Tas2r139,2.6,1.14,0.201
Tcrg-C2,-3.2,1.14,0.228
Tlk2,-5.1,1.14,0.143
Trpm6,5.5,1.14,0.143
Yeats4,-2.5,1.14,0.288
Zcchc8,12.8,1.14,0.288
Zfp36l1,4.2,1.14,0.288
Abcc6,-0.8,1.13,0.278
Adam17,-1.4,1.13,0.262
Arhgef40,-1.4,1.13,0.262
Clgn,4.5,1.13,0.262
Cyp3a41a,-4,1.13,0.145
Cypt14,4.1,1.13,0.232
D430019H16Rik,-4.9,1.13,0.277
Dock3,-2.7,1.13,0.186
Etfa,-3,1.13,0.186
Fut7,3.8,1.13,0.202
Gk,-7.3,1.13,0.277
Grin2d,-2,1.13,0.145
H2-Eb2,-4.9,1.13,0.277
Hikeshi,-7.2,1.13,0.186
Hrg,-1.7,1.13,0.277
Kcnq4,-0.5,1.13,0.278
Ly6g,-4.9,1.13,0.277
Mroh9,2.7,1.13,0.202
Necab3,-6.6,1.13,0.186
Nkx6-1,-2.7,1.13,0.195
Olfr812,-7.5,1.13,0.277
Phkg1,-7.5,1.13,0.145
Pou3f3,-3,1.13,0.232
Ppp2r5e,-3.2,1.13,0.29
Ptges3l,3.4,1.13,0.202
Rab4a,-3.8,1.13,0.186
Rbck1,-2.7,1.13,0.195
Schip1,5.4,1.13,0.186
Scn1b,-2.5,1.13,0.195
Slc28a1,2.8,1.13,0.202
Slc5a3,-6.6,1.13,0.186
Ssr2,-2.5,1.13,0.195
Tmem38a,-0.9,1.13,0.278
Trappc4,3.6,1.13,0.145
Trav1,4.2,1.13,0.232
Vmn2r93,2.6,1.13,0.277
Zfp65,-3,1.13,0.232
Zfp957,3.5,1.13,0.232
ENSMUSG00000062383,-9.8,1.13,0.232
ENSMUSG00000072960,-2.9,1.13,0.232
ENSMUSG00000079709,-2.8,1.13,0.277
4930402F06Rik,-5.4,1.12,0.278
Ankrd54,-2.4,1.12,0.292
Arfgap3,-2.6,1.12,0.199
Ccdc30,-4.6,1.12,0.278
Dsp,-4.4,1.12,0.189
Gdi2,-1.7,1.12,0.199
Gm1604b,2.8,1.12,0.235
Gm3940,2.6,1.12,0.235
Gm7942,-2.2,1.12,0.278
Igkv6-29,-3.2,1.12,0.235
Mxd3,3,1.12,0.292
Nme2,-4.7,1.12,0.147
Olfr1265,-5,1.12,0.278
Olfr597,-1.8,1.12,0.278
Psmc2,5.2,1.12,0.264
Ptpn14,-4.4,1.12,0.147
Rfng,-3.6,1.12,0.189
Rhox13,-1.7,1.12,0.278
Rnf157,-2.4,1.12,0.199
Rnf224,-3.9,1.12,0.235
Sat1,-3.7,1.12,0.199
Sema6b,2.9,1.12,0.199
Senp6,4.2,1.12,0.264
Sertad4,2,1.12,0.203
Slc39a5,1.6,1.12,0.28
Speer4a,4,1.12,0.278
Ube2z,-3.2,1.12,0.199
Vkorc1l1,-3.5,1.12,0.147
Washc5,-7.2,1.12,0.189
Zfp418,2.1,1.12,0.292
ENSMUSG00000090663,4.1,1.12,0.235
4921501E09Rik,-5.6,1.11,0.278
9930022D16Rik,-6.9,1.11,0.238
Abca1,-5.2,1.11,0.265
Apbb2,2.7,1.11,0.265
Ccdc136,-5.4,1.11,0.191
Ccl7,-2.6,1.11,0.201
Cecr6,2.2,1.11,0.294
Clec4a2,-2.7,1.11,0.294
Clstn2,-5.7,1.11,0.191
Copg1,-2.6,1.11,0.201
Csta1,-2.1,1.11,0.238
Cul7,1.9,1.11,0.265
Cyp2d9,2.4,1.11,0.278
Gm5283,4.1,1.11,0.238
Gm7102,2.1,1.11,0.238
Hyal4,4,1.11,0.204
Igkv4-58,-6.9,1.11,0.238
Mamld1,-5.2,1.11,0.278
Mknk2,-4.2,1.11,0.149
Mrps23,-7.1,1.11,0.191
Ndst4,3.4,1.11,0.204
Nkx2-2,6.5,1.11,0.201
Olfr284,4.1,1.11,0.278
Phf6,-1.5,1.11,0.294
Ptges3,3,1.11,0.201
Rbl1,-8.7,1.11,0.265
Rnf19b,-3.6,1.11,0.201
Sec16a,-2.6,1.11,0.201
Sox3,4.4,1.11,0.228
Spink2,-5.5,1.11,0.278
Tmem177,0.9,1.11,0.282
Tnfrsf19,-1.5,1.11,0.282
Trbv14,-1.8,1.11,0.238
Xaf1,5.4,1.11,0.191
Zfp260,-3.4,1.11,0.294
Zfp30,4,1.11,0.294
ENSMUSG00000052979,-9.9,1.11,0.238
ENSMUSG00000071083,-6.9,1.11,0.238
1700041G16Rik,-1.5,1.1,0.242
3222401L13Rik,2.7,1.1,0.242
Acp2,-3.8,1.1,0.151
Arhgap21,4.4,1.1,0.193
Bricd5,-0.8,1.1,0.285
Cav2,-3.7,1.1,0.205
Cnst,-1.3,1.1,0.285
Cps1,2.5,1.1,0.151
Crb3,-4.3,1.1,0.279
Cth,-7.7,1.1,0.151
Ddx39b,-7,1.1,0.151
Depdc1b,11.1,1.1,0.296
Espnl,5.3,1.1,0.229
Frmd6,-2.1,1.1,0.205
Galnt5,-5,1.1,0.266
Gm10941,-9.2,1.1,0.242
Gm16440,4.2,1.1,0.242
Gm3194,-1.4,1.1,0.279
Gm3383,-1.4,1.1,0.279
Gm3696,-1.6,1.1,0.279
Herpud1,4.3,1.1,0.205
Igkv3-4,4.2,1.1,0.242
Krt39,3.2,1.1,0.193
Lamb2,3.5,1.1,0.193
Olfr1387,-7.7,1.1,0.279
Olfr493,-4.1,1.1,0.279
Olfr92,-8.1,1.1,0.279
Phc2,2.4,1.1,0.266
Rab3gap2,2.8,1.1,0.205
Rcc2,-5,1.1,0.266
Sfswap,-2.4,1.1,0.296
Smim11,-4.7,1.1,0.279
Sowaha,-1.6,1.1,0.266
Tmem63b,2,1.1,0.285
Trim60,6.3,1.1,0.205
Ttc21b,-7.3,1.1,0.229
Ttc39a,-2.4,1.1,0.205
Vax2,3.1,1.1,0.296
Vmn1r34,-2.9,1.1,0.279
Vmn1r65,-4.3,1.1,0.279
1300017J02Rik,2.8,1.09,0.279
Arf1,-6.8,1.09,0.153
Arhgap1,3.1,1.09,0.195
Arhgap28,-2.4,1.09,0.23
C1s1,2.9,1.09,0.245
Cers2,-2.4,1.09,0.21
Coro1c,2.7,1.09,0.267
Cplx4,3.9,1.09,0.21
Cyp4f13,-6.6,1.09,0.195
Cytip,-2,1.09,0.23
D130040H23Rik,-7.6,1.09,0.279
D930048N14Rik,-9.6,1.09,0.245
Dcun1d1,-4.1,1.09,0.21
Dll1,-5,1.09,0.267
Dopey1,-2.1,1.09,0.21
Dsel,5.6,1.09,0.206
Elovl5,3.3,1.09,0.195
Eng,-0.9,1.09,0.287
Eva1a,-2.4,1.09,0.21
Fbn1,-2.2,1.09,0.298
Gm11555,4.2,1.09,0.245
Gpr180,-1.3,1.09,0.287
Hist1h2be,-2.1,1.09,0.21
Il24,3.8,1.09,0.267
Itgb2l,4.7,1.09,0.245
Lmbr1l,-4.2,1.09,0.195
Map4,5.2,1.09,0.21
Phka2,1.8,1.09,0.153
Pja2,3.2,1.09,0.21
Ppfia1,-4.3,1.09,0.153
Ptdss1,-4.3,1.09,0.153
Rdh12,3.1,1.09,0.153
Rhof,3.2,1.09,0.267
Scx,-2.4,1.09,0.21
Slc6a5,-0.9,1.09,0.153
Sorl1,6.2,1.09,0.23
Synj1,-2.4,1.09,0.195
Tmem45a2,-5.1,1.09,0.245
Adam6a,-5.3,1.08,0.28
Cass4,-2.2,1.08,0.23
Ccnjl,-4.1,1.08,0.28
Ces2f,-2.8,1.08,0.28
Cnga1,3.5,1.08,0.3
Cst6,-1.7,1.08,0.197
Cwc22,-2.4,1.08,0.3
Dand5,3,1.08,0.268
Dnah9,5.7,1.08,0.212
Eya1,-2.4,1.08,0.212
Gabra2,2.4,1.08,0.155
Gm21276,2.3,1.08,0.249
Gm53,2.5,1.08,0.249
Hdac2,3.2,1.08,0.268
Ighv3-3,-2.4,1.08,0.249
Isoc2a,2.2,1.08,0.197
Kif5b,4.3,1.08,0.155
Klra5,-5,1.08,0.28
Mrc1,-2.3,1.08,0.212
Mrgpra9,2.5,1.08,0.208
Nolc1,4.2,1.08,0.249
Olfr1276,-3.3,1.08,0.28
Olfr608,-9.3,1.08,0.249
Pdlim1,-5.5,1.08,0.197
Prdx4,3.7,1.08,0.212
Psmd10,2.2,1.08,0.212
R3hdm1,-2.4,1.08,0.212
Rab39,-2.8,1.08,0.23
Rexo2,-1.7,1.08,0.197
Scarb2,-2.5,1.08,0.212
Scn3b,1.4,1.08,0.268
Scyl1,-3.3,1.08,0.155
Slc18a2,-1.6,1.08,0.155
Slc38a7,3.1,1.08,0.212
Tdpoz3,-1.2,1.08,0.28
Tmem156,1.5,1.08,0.289
Trmt44,5.8,1.08,0.23
Wtap,-1.6,1.08,0.268
Zfp182,-1.2,1.08,0.3
Zfp760,2.8,1.08,0.249
ENSMUSG00000060490,-1.9,1.08,0.28
Agps,-4.7,1.07,0.199
Aldh8a1,-6.8,1.07,0.199
Amer3,4,1.07,0.208
Arf3,-3.6,1.07,0.216
Artn,-2.9,1.07,0.231
Btla,3.4,1.07,0.216
Calml4,-2.2,1.07,0.231
Casp1,1.8,1.07,0.269
Cd55,-4.7,1.07,0.157
Chrdl1,2.3,1.07,0.208
Dguok,-6.8,1.07,0.157
Dnm1,-5,1.07,0.269
Fgb,2.7,1.07,0.157
Gatc,3.6,1.07,0.199
Gm19965,5.3,1.07,0.252
Gm3625,-2.3,1.07,0.252
Gm9637,2.8,1.07,0.252
Gmeb2,6.8,1.07,0.302
Gps1,-1.1,1.07,0.269
H2al1j,-1.5,1.07,0.231
Hmgxb3,7.2,1.07,0.302
Inip,7.3,1.07,0.231
Lcat,-3.6,1.07,0.216
Ldoc1,2.6,1.07,0.208
Map3k4,-2.5,1.07,0.302
Mospd1,-1.4,1.07,0.292
Mpp1,-2.9,1.07,0.231
Mtfr1,5.8,1.07,0.199
Nanog,-3.6,1.07,0.216
Nfatc3,5.6,1.07,0.216
Nr1h3,2.5,1.07,0.269
Nr2e1,3.8,1.07,0.269
Olfr1348,-3,1.07,0.281
Olfr204,5,1.07,0.281
Plekhn1,2.9,1.07,0.208
Ppp2r2b,2.3,1.07,0.157
Prss50,2.4,1.07,0.216
Rbbp7,-5.6,1.07,0.199
Rdh10,-2.3,1.07,0.216
Rfx2,-1.2,1.07,0.302
Rgs22,2.4,1.07,0.208
Sap25,7.7,1.07,0.231
Sel1l,-3.7,1.07,0.216
Sgcb,-2.1,1.07,0.199
Slain1,-2,1.07,0.231
Slc22a5,-1.9,1.07,0.231
Spag6,-3.7,1.07,0.199
Them4,-6.9,1.07,0.199
Usp34,5.7,1.07,0.216
Vipr1,2.7,1.07,0.269
Wnk1,4,1.07,0.157
Ythdc2,3.3,1.07,0.302
Zfp459,-9.7,1.07,0.252
Zfp708,-2.9,1.07,0.281
ENSMUSG00000017914,2,1.07,0.252
ENSMUSG00000026464,-3.7,1.07,0.302
ENSMUSG00000079021,3.2,1.07,0.208
1110059E24Rik,3.2,1.06,0.257
1700001C02Rik,3.2,1.06,0.21
4933430I17Rik,2,1.06,0.304
Acd,5.8,1.06,0.304
Amigo2,0.9,1.06,0.294
Arpc1b,2.9,1.06,0.159
Ccdc160,3.3,1.06,0.21
Eif4e3,1.9,1.06,0.304
Flywch2,-1.5,1.06,0.232
Glrx2,-1.6,1.06,0.159
Gng8,5.1,1.06,0.271
Hspb8,3.3,1.06,0.159
Lrit1,5.8,1.06,0.218
Marf1,-3,1.06,0.201
Mon1b,7.5,1.06,0.232
Myoz3,5.2,1.06,0.201
Naa11,4.2,1.06,0.201
Olfr1326-ps1,3.4,1.06,0.257
Olfr353,-1.5,1.06,0.281
Olfr452,2,1.06,0.21
Olfr955,-3.3,1.06,0.281
Pmvk,-2.9,1.06,0.159
Pphln1,-1.9,1.06,0.232
Rasl10b,6.2,1.06,0.232
Sec61g,4.5,1.06,0.218
Slc10a3,-1,1.06,0.294
Slc16a8,-3.1,1.06,0.159
Spata31,5.4,1.06,0.21
Ssr1,3.9,1.06,0.218
Tet1,3.5,1.06,0.271
Tet2,-4,1.06,0.232
Ttc39b,-4.4,1.06,0.232
Usf3,7.1,1.06,0.304
Vmn2r107,-1.5,1.06,0.271
Xrcc4,3.7,1.06,0.271
Zdhhc20,2.4,1.06,0.294
Zfp90,-1.3,1.06,0.304
ENSMUSG00000096985,-4,1.06,0.257
1700017B05Rik,-10,1.05,0.233
3110070M22Rik,-3.1,1.05,0.261
Acsm3,3.7,1.05,0.22
Adam26b,-4.2,1.05,0.282
Ahnak2,-4.7,1.05,0.233
Asb9,-2,1.05,0.22
Birc3,-4.7,1.05,0.272
Ccl17,-3.7,1.05,0.22
Cel,-3.7,1.05,0.161
Chchd4,2.9,1.05,0.203
Cks1brt,2,1.05,0.261
Crb2,-2.4,1.05,0.161
D10Wsu102e,-4.1,1.05,0.161
D630011A20Rik,1.7,1.05,0.261
Degs1,3.7,1.05,0.22
Dmrt1,-3.1,1.05,0.306
Dnajb1,-2.1,1.05,0.22
Dock4,-7.6,1.05,0.203
Fgr,1.8,1.05,0.161
H2al1o,-2,1.05,0.233
Hecw2,-3.6,1.05,0.22
Ibtk,-4.2,1.05,0.161
Jpt2,5.8,1.05,0.22
Krt26,3.3,1.05,0.211
Nab1,3.4,1.05,0.306
Nacad,-7.6,1.05,0.282
Nlrp14,5.7,1.05,0.22
Nrde2,6.2,1.05,0.233
Olfr683,-2,1.05,0.233
Olfr982,6.3,1.05,0.211
Pdilt,-6.8,1.05,0.203
Prkd2,-6.1,1.05,0.161
Rtp4,-7.1,1.05,0.203
Sema6d,3.8,1.05,0.211
Siae,-2.6,1.05,0.22
Sphkap,2.1,1.05,0.161
Tmem74,4.5,1.05,0.22
Try5,2.9,1.05,0.161
Tspan5,1.1,1.05,0.297
Tspan8,-1.8,1.05,0.22
Zfp109,-7.7,1.05,0.261
ENSMUSG00000075182,-3.7,1.05,0.282
1700014D04Rik,4.4,1.04,0.282
4930510E17Rik,-3.2,1.04,0.265
Ang2,-2.8,1.04,0.265
Angptl6,-7.2,1.04,0.205
Asap3,2.3,1.04,0.308
Cenps,5,1.04,0.212
Donson,-1.9,1.04,0.234
Exosc1,-1.8,1.04,0.308
Fn1,-1.3,1.04,0.273
Ghdc,-6.2,1.04,0.205
Hist1h2bg,-2.4,1.04,0.222
Ifna1,-1.1,1.04,0.212
Ighv5-8,4.3,1.04,0.265
Med9,-3,1.04,0.308
Mgme1,-7.2,1.04,0.205
Ndufb9,-5.8,1.04,0.163
Olfr1043,1.6,1.04,0.282
Olfr1501,2,1.04,0.282
Olfr229,-2.5,1.04,0.234
Olfr239,3.3,1.04,0.212
Pigq,-1.1,1.04,0.299
Podn,-3.4,1.04,0.222
Ppp2ca,-6.8,1.04,0.163
Prtn3,-2.2,1.04,0.222
Rpgrip1l,5.9,1.04,0.273
Scamp3,-3.5,1.04,0.222
Sdha,-5.6,1.04,0.163
Smad5,1.8,1.04,0.308
Smarcd2,-2.4,1.04,0.308
Spesp1,3.5,1.04,0.212
Taf5,5,1.04,0.273
Tmem175,0.5,1.04,0.299
Tmem181c-ps,2.6,1.04,0.265
Ttc4,5.7,1.04,0.222
Unc93b1,4.4,1.04,0.205
Yeats2,-1.9,1.04,0.308
Yipf5,-3.5,1.04,0.222
Zfp101,5,1.04,0.282
Zic1,6.8,1.04,0.308
ENSMUSG00000075103,-3.3,1.04,0.282
Adgre1,3.9,1.03,0.213
Ammecr1l,2.8,1.03,0.235
Anxa11,-3.5,1.03,0.225
Atp1a3,-2.2,1.03,0.225
Ccl27a,6.5,1.03,0.225
Cep170,4.3,1.03,0.225
Cpa5,-1.4,1.03,0.225
Gm10837,-9.4,1.03,0.269
Gm9696,-6.7,1.03,0.269
Grina,1.5,1.03,0.301
Ift27,-5.5,1.03,0.207
Il1r2,3.6,1.03,0.213
Lamtor3,-4.2,1.03,0.165
Med16,-2.8,1.03,0.311
Mettl24,6.9,1.03,0.311
Mroh7,-4,1.03,0.225
Ndufa6,2.3,1.03,0.165
Nsun6,-2.6,1.03,0.311
Olfr533,-1.6,1.03,0.283
Phxr2,-1.6,1.03,0.269
Rnasek,-2,1.03,0.225
Slc24a4,2.5,1.03,0.213
Trappc10,-1.3,1.03,0.207
Tuft1,2.1,1.03,0.274
Vps54,-2,1.03,0.225
Zdhhc15,4.3,1.03,0.225
Zfp882,-3.7,1.03,0.283
4931406B18Rik,-3.6,1.02,0.283
Abhd12b,1.5,1.02,0.214
Akap1,-3.7,1.02,0.167
Aspa,-7.2,1.02,0.167
BC048502,2,1.02,0.283
Btc,-1.7,1.02,0.226
Ceacam16,11.5,1.02,0.313
Crabp2,-2.3,1.02,0.226
Ctrb1,-3.6,1.02,0.226
Gdf15,2.2,1.02,0.275
Hdhd3,6.4,1.02,0.226
Khsrp,-3.5,1.02,0.226
Lcn4,-3.1,1.02,0.283
Map6,-1.7,1.02,0.313
Mbp,2.5,1.02,0.275
Mcm5,-1.8,1.02,0.275
Mrpl43,-7,1.02,0.208
Nek1,1.8,1.02,0.167
Nfrkb,2.8,1.02,0.313
Nhej1,-1.8,1.02,0.275
Olfr186,-1.9,1.02,0.283
P3h3,-2.9,1.02,0.167
Ppia,-6.7,1.02,0.167
Prr29,-4.5,1.02,0.273
Ripply3,5,1.02,0.214
Sec14l3,-4.1,1.02,0.167
Strbp,7.4,1.02,0.236
Tcaf2,-2.2,1.02,0.236
Tfap2b,2.1,1.02,0.275
Tmem119,-5.6,1.02,0.214
Tmem186,-4,1.02,0.208
Tomm20l,3,1.02,0.208
Ust,1.6,1.02,0.214
Wipi1,4.8,1.02,0.226
Zfp110,-2.7,1.02,0.313
Zfp981,8.2,1.02,0.313
ENSMUSG00000072917,2.7,1.02,0.273
A930005H10Rik,-2.2,1.01,0.276
Adam29,-3.5,1.01,0.228
Akap4,-2.4,1.01,0.169
Atp1b2,-0.6,1.01,0.306
Cfap57,-2.5,1.01,0.276
Cfl1,-5.2,1.01,0.169
Colq,1.7,1.01,0.276
Dnd1,-3.3,1.01,0.315
Erp29,-1.8,1.01,0.276
F830016B08Rik,-3.9,1.01,0.284
Fkbp1a,4.9,1.01,0.277
Gm4792,-3.5,1.01,0.276
Ipo7,4.1,1.01,0.21
Itfg1,-1.4,1.01,0.306
Klf9,-1.3,1.01,0.315
Mansc1,-0.8,1.01,0.306
Maoa,3.9,1.01,0.277
Med12,-1.3,1.01,0.315
Mymx,-2.9,1.01,0.276
Nars2,-6.1,1.01,0.169
Ndufs3,-7.9,1.01,0.169
Nrbf2,2.4,1.01,0.315
Nup107,-7,1.01,0.21
Pyy,-3,1.01,0.21
Rabif,-2.3,1.01,0.228
Sema3b,2.1,1.01,0.228
Slc2a5,4.9,1.01,0.216
Txlna,-3.5,1.01,0.228
Ucma,2.8,1.01,0.216
Wnt5a,-1.7,1.01,0.277
Zscan12,5.9,1.01,0.315
ENSMUSG00000040399,-4,1.01,0.276
ENSMUSG00000090425,3.4,1.01,0.21
Atp6v1a,-6.6,1,0.171
Clec4b1,3.3,1,0.217
Cyp2d12,-3.6,1,0.284
Ear14,-6.6,1,0.279
Elp4,-1.8,1,0.317
Fpgs,-6.2,1,0.171
Gm11639,-3.6,1,0.279
Gm9978,-1.1,1,0.279
Gp1bb,1.5,1,0.309
Kdf1,2.9,1,0.279
Kmt5b,3.1,1,0.317
Ltb4r2,-0.4,1,0.309
Ppargc1b,3.4,1,0.278
Sp9,5.5,1,0.238
ENSMUSG00000052467,-5.4,1,0.279
Dnajb6,1.8,0.999,0.278
Gm5868,-2.3,0.999,0.28
Gsdmc3,-1.6,0.999,0.212
Igkv12-38,1.9,0.999,0.28
Mgst2,-2.4,0.999,0.171
Abhd12,-0.6,0.998,0.309
Slc12a1,-1.9,0.998,0.231
Arap2,-2.6,0.997,0.28
Chtf8,6.1,0.997,0.238
Fam98b,0.6,0.997,0.309
Fgd1,2.1,0.997,0.318
Myef2,-3.4,0.997,0.318
Trav7-6,2,0.997,0.28
Wbp2nl,2,0.997,0.217
Emc6,-7,0.996,0.212
Snai1,-1.9,0.996,0.238
Capn5,-3.5,0.995,0.232
Ephb3,1.7,0.995,0.172
Gm9955,2.1,0.995,0.281
Was,-1.5,0.995,0.278
Cpa2,5.6,0.994,0.232
Exoc2,-6.6,0.994,0.213
Ppp2r1a,3.1,0.994,0.173
Prokr2,-1.1,0.994,0.218
Samd8,-2.7,0.994,0.232
Upf3b,2.1,0.994,0.319
Cpox,-7,0.993,0.213
Mknk1,-2.1,0.993,0.173
Olfr251,4.9,0.993,0.285
Phf13,2.7,0.993,0.279
