Gene_ID,Castle_Effect,Castle_Score,P_value
Antxr1,-1.1,0.595,0.443
Gm4793,3.4,0.595,0.349
Lcn6,-2.3,0.595,0.306
Pir,-3.6,0.595,0.408
Saraf,-1.4,0.595,0.349
Dusp21,2.5,0.594,0.214
Henmt1,-1.8,0.594,0.409
Rhox4b,-1.5,0.594,0.214
Rhox4d,-1.5,0.594,0.214
Sftpd,-3,0.594,0.307
Slfnl1,1.8,0.594,0.196
Tgfb1,2.3,0.594,0.256
Adipor1,-6.8,0.593,0.331
Arf5,-7.7,0.593,0.331
Art1,-6.9,0.593,0.288
Gm14325,1.7,0.593,0.409
Timm8b,1.7,0.593,0.307
1110008L16Rik,-5.5,0.592,0.332
Fbxo7,3,0.592,0.308
Pik3ap1,-1.7,0.592,0.288
Vmn2r6,2.5,0.592,0.214
ENSMUSG00000095317,2.5,0.592,0.214
Foxn1,3.1,0.591,0.41
Gxylt2,7.4,0.591,0.217
Trav3-1,3,0.591,0.349
Cdrt4,-1.2,0.59,0.218
Chrm2,-2.9,0.59,0.289
Krt24,-1.6,0.59,0.332
ENSMUSG00000021041,-1.9,0.59,0.35
Cnpy2,-1.2,0.589,0.309
Fezf2,1.7,0.589,0.411
Utp23,-2.8,0.589,0.332
Vangl2,-0.7,0.589,0.445
Akap3,3.1,0.588,0.29
Arhgap11a,2.8,0.588,0.257
Crb3,-1.4,0.588,0.214
Ifrd1,-0.9,0.588,0.445
Mtf2,-1.1,0.588,0.411
Npb,1.6,0.588,0.218
Pxk,-2.4,0.588,0.29
Sidt1,1.5,0.588,0.197
Hpcal4,2.2,0.587,0.257
Mdfic,-1.4,0.587,0.411
Pip4k2c,1.5,0.587,0.29
Ppp2r1b,-3.8,0.587,0.29
Ptger2,1.4,0.587,0.29
D5Ertd577e,2.9,0.586,0.215
Dimt1,-4,0.586,0.333
E330014E10Rik,2.9,0.586,0.215
Gmfg,-1.2,0.586,0.218
Myf5,-1.3,0.586,0.412
Ptcd2,-7.4,0.586,0.333
Olfr835,2,0.585,0.215
Agl,2.3,0.584,0.31
Aox1,1.6,0.584,0.334
Ccdc169,2,0.584,0.218
Cyb5b,1.4,0.584,0.291
Diaph2,1.6,0.584,0.351
Gbp3,1.4,0.584,0.197
Hes1,2.3,0.584,0.31
Jak1,-9.2,0.584,0.291
Casc4,0.7,0.583,0.447
Helq,-1.8,0.583,0.413
Slco6c1,-5.8,0.583,0.215
Tekt2,-1.3,0.583,0.334
Gcat,-0.9,0.582,0.413
Nkx6-2,1.6,0.582,0.413
Prkg1,-6.9,0.582,0.292
Raver2,-1.3,0.582,0.413
Tead4,-1.5,0.582,0.258
Zfp30,1.4,0.582,0.413
Camk4,-1.8,0.581,0.292
D630044L22Rik,1.4,0.581,0.352
Gpr162,0.5,0.581,0.448
Mecr,-3.3,0.581,0.414
Olfr868,1.6,0.581,0.215
Pdk3,-8,0.581,0.292
Pdzd2,-3.4,0.581,0.311
Srsf10,-1.8,0.581,0.414
Aamdc,2.9,0.58,0.219
Atp6v0a1,2.5,0.58,0.258
C130026L21Rik,1.4,0.58,0.352
P3h1,-1.8,0.58,0.292
Zfp760,3.1,0.58,0.352
ENSMUSG00000075178,-1,0.58,0.215
Apol8,-4.8,0.579,0.335
Cox11,-7.1,0.579,0.335
Fgfbp3,6.1,0.579,0.311
Ghitm,-2.2,0.578,0.335
Gm6890,-5.8,0.578,0.215
Myo5a,-1.5,0.578,0.335
Pde6b,-6.7,0.578,0.335
Pttg1,-2.5,0.578,0.335
Ube2i,2.9,0.578,0.258
Col6a1,7.4,0.577,0.219
Fbxo31,-1.6,0.577,0.312
Gpr135,0.3,0.577,0.449
Sgk3,1.4,0.577,0.294
Dhodh,-3.4,0.576,0.294
Arpc3,-4.5,0.575,0.294
Cdh3,-2.1,0.575,0.336
Elmod1,-7.4,0.575,0.336
Fbxo4,-2.4,0.575,0.312
Igsf1,-0.8,0.575,0.45
Irf3,2,0.575,0.312
Sall4,-2.3,0.575,0.416
Sf3b1,-1.8,0.575,0.336
Usp3,2.1,0.575,0.312
Vmn2r79,2,0.575,0.216
Cdk19,-3.3,0.574,0.295
Echdc1,-4.5,0.574,0.336
Fscn2,2.5,0.574,0.336
Gm9972,1.7,0.574,0.353
Mrps33,5.4,0.574,0.336
Nceh1,-0.4,0.574,0.45
Nlgn2,-1.2,0.574,0.45
Ntrk3,-2.7,0.573,0.295
Oas1a,-5.2,0.573,0.295
Pip,-2.1,0.573,0.295
Tmsb15l,2.3,0.573,0.216
Zfp35,1.9,0.573,0.216
ENSMUSG00000062383,-9.4,0.573,0.353
1810009A15Rik,1.8,0.572,0.22
Gm16432,3.9,0.572,0.353
Gpr61,1.4,0.572,0.199
Ldb2,-3.1,0.572,0.417
Olfr655,2.7,0.572,0.216
Pqlc3,-0.4,0.572,0.451
Zfp687,-1.9,0.572,0.417
Casr,1.4,0.571,0.296
Meioc,1.9,0.571,0.199
Tmcc2,0.7,0.571,0.451
Ccdc105,2.8,0.57,0.199
Cnppd1,0.4,0.57,0.451
Lrrc29,-2.6,0.57,0.313
Pigg,-4.9,0.57,0.338
Slc2a8,2.9,0.57,0.313
Slfn5,1.7,0.57,0.199
Zbtb3,1.7,0.57,0.338
Ibsp,2.3,0.569,0.199
Tmem55b,-1.4,0.569,0.313
Gm17409,-4.7,0.568,0.354
Mapk8ip1,-3.4,0.568,0.297
Psmd8,3,0.568,0.26
Tcf15,1.8,0.568,0.26
Ttc12,1.9,0.568,0.22
Jup,2.8,0.567,0.26
Plaur,1.5,0.567,0.297
Acr,6,0.566,0.314
Cphx1,2.8,0.566,0.217
Cphx2,2.8,0.566,0.217
Cphx3,2.8,0.566,0.217
Gnptab,-2.6,0.566,0.314
Map2k3,-1.3,0.566,0.42
Melk,-2.3,0.566,0.298
Sppl2b,2.8,0.566,0.22
D230025D16Rik,-2.8,0.565,0.339
Ebpl,-5.5,0.565,0.339
Gm765,-1.3,0.565,0.217
Plvap,-1.6,0.565,0.453
Abca1,-1.2,0.564,0.261
Med7,3.2,0.564,0.42
Micall1,-1.1,0.564,0.42
Psma6,-3.7,0.564,0.42
Srcin1,3.7,0.563,0.34
Bglap3,-3,0.562,0.299
Gsta1,1.9,0.562,0.299
Kifc2,4,0.562,0.34
Zic5,2.1,0.562,0.421
Figla,-1.5,0.561,0.422
Hoxd10,1.7,0.561,0.422
Rab2a,-1.4,0.561,0.34
Rbbp9,-2.1,0.561,0.422
Arhgef16,-3.5,0.56,0.341
Cox6b2,-2.8,0.56,0.341
Degs1,1.5,0.56,0.315
Fkbp11,3.4,0.56,0.315
Hcls1,2.2,0.56,0.341
Hpca,2.8,0.56,0.262
Nat10,-1.8,0.56,0.422
Rasal1,2,0.56,0.201
Rdh10,-2.6,0.56,0.315
Suox,-1.4,0.56,0.3
ENSMUSG00000057354,3.4,0.56,0.356
Gm10324,2.6,0.559,0.422
Maoa,2.2,0.559,0.262
Ppp1r7,-2.2,0.559,0.3
Sergef,2.3,0.559,0.315
Chtf8,3.1,0.558,0.222
Clec4a2,-1.4,0.558,0.423
Gm21761,-4.7,0.558,0.357
Hist1h3a,6,0.558,0.316
Mfsd5,-2.2,0.558,0.341
Mrap,5,0.558,0.341
Supt3,-3.4,0.558,0.423
Aldh3a2,-3.5,0.557,0.301
Dysf,2.7,0.557,0.423
Fabp3-ps1,3.3,0.557,0.357
Gfpt1,-1.6,0.557,0.316
Rab15,-0.9,0.557,0.218
Zranb3,6,0.557,0.316
ENSMUSG00000096581,2,0.557,0.262
Mthfd2l,-1.6,0.556,0.342
Tbc1d8b,4.3,0.556,0.342
Zfp36l3,-2.1,0.556,0.357
1700047I17Rik1,2.5,0.555,0.218
1700047I17Rik2,2.5,0.555,0.218
Foxp4,3.2,0.555,0.424
Vmn1r52,2.5,0.555,0.357
Cacng2,2.3,0.554,0.202
Cdkn2d,1.3,0.554,0.302
Defb26,-7.3,0.554,0.218
Psmb10,1.9,0.554,0.317
1300017J02Rik,2.1,0.553,0.218
Cnot9,3.2,0.553,0.425
Gm26661,3.5,0.553,0.358
Gon4l,-1.7,0.553,0.425
Nab1,1.8,0.553,0.425
Nmi,1.7,0.553,0.425
Nus1,-1.5,0.553,0.317
Ophn1,1.7,0.553,0.343
Taf7l,-1.5,0.553,0.425
Thap11,-3,0.553,0.425
Arl6ip6,-1,0.552,0.458
Ebag9,-7.1,0.552,0.343
Ebna1bp2,-2.5,0.552,0.425
Pcyox1,-1.6,0.552,0.318
Ppip5k2,1.5,0.552,0.223
Xkr7,2.6,0.552,0.202
Eif5a2,-2.6,0.551,0.318
Pip4k2b,1.4,0.551,0.303
Ackr1,-1.8,0.55,0.359
Espnl,7.3,0.55,0.223
Mfsd2b,-0.8,0.55,0.458
Scyl1,-4,0.55,0.304
Zfp346,-1.6,0.55,0.426
Cyp3a44,-4.1,0.549,0.304
Gm44503,1.8,0.549,0.359
Mb,-1.9,0.549,0.304
Olfr831-ps1,-1.4,0.549,0.359
Araf,-4.6,0.548,0.304
Astl,2.1,0.548,0.319
Dmrtb1,-1.2,0.548,0.427
Wdfy1,-1.9,0.548,0.344
Lgals3bp,3.2,0.547,0.264
Atp2b2,-1.9,0.546,0.319
Cby1,1.4,0.546,0.224
Cd3g,-4.5,0.546,0.305
Celf4,1.1,0.546,0.428
Hoxa3,-3.7,0.546,0.428
Six3,6,0.546,0.319
Tas1r2,-2.3,0.546,0.305
Trim75,1.7,0.546,0.219
4930408O17Rik,1.4,0.545,0.36
Neurl2,-1.4,0.545,0.319
Olfr622,1.8,0.545,0.219
Olfr718-ps1,-2.1,0.545,0.36
Tcaf3,2.1,0.545,0.219
Tm4sf1,4.4,0.545,0.345
Cacna1d,1.3,0.544,0.306
Cebpz,-3.7,0.544,0.428
Jam3,0.3,0.544,0.46
Lpcat2,-1.5,0.544,0.46
Stxbp6,2.9,0.544,0.36
Adam19,1.1,0.543,0.264
Arsk,-0.5,0.543,0.461
Gm21809,2.5,0.543,0.36
Lamb2,2.1,0.543,0.346
Pnisr,2.9,0.543,0.36
Sgcz,3,0.543,0.346
Tmem185b,3.8,0.543,0.36
Chac2,-1.7,0.542,0.224
Ppp2r2c,-1.8,0.542,0.307
Cdon,0.6,0.541,0.462
Gfm1,-9,0.541,0.307
Hgfac,2.9,0.541,0.32
Gm5286,-4.7,0.54,0.361
Hspb2,-2.3,0.54,0.321
Kcnab2,-1.1,0.54,0.224
Mmp9,1.7,0.54,0.265
Nkg7,-0.5,0.54,0.462
Olfr358,1.6,0.54,0.219
Prrg2,-2.8,0.54,0.462
Ankrd10,-1.5,0.539,0.431
Cenph,-2.2,0.539,0.431
Hacd1,3.5,0.539,0.347
Lpl,1.6,0.539,0.308
Mtmr14,1.7,0.539,0.308
Olfr594,2.3,0.539,0.204
Ahdc1,2.5,0.538,0.431
Bicd2,-5.1,0.538,0.348
Eci3,-5.7,0.538,0.219
F3,2,0.538,0.308
Fcgr3,2.9,0.538,0.265
Pdlim1,-1.2,0.538,0.348
Ccl8,1.4,0.537,0.321
Gm9996,-3.6,0.537,0.361
Islr,1.1,0.537,0.431
Nr4a2,1.6,0.537,0.266
Scap,2.9,0.537,0.266
Ssr1,1.9,0.537,0.321
Ap5m1,4.3,0.536,0.348
Crebl2,-3,0.536,0.432
Pp2d1,5.2,0.536,0.348
Agbl2,3.3,0.535,0.322
Bcl6b,-1.7,0.535,0.432
Pcyt2,5.2,0.535,0.349
Rcan1,-2.5,0.535,0.432
Rps27l,5.2,0.535,0.349
Slc17a4,2.3,0.535,0.205
Ccdc141,-2.2,0.534,0.464
Cebpe,-1.8,0.534,0.433
Cfap65,-0.9,0.534,0.464
H2-M9,1.6,0.534,0.22
Krt34,2.3,0.534,0.349
Olfr902,-9.7,0.534,0.362
Rpp25,-6.2,0.534,0.349
Taok3,-2.1,0.534,0.31
Tmem106b,-0.4,0.534,0.464
Tnfsf18,2.6,0.534,0.266
Bptf,-2.7,0.533,0.433
Cdc42ep2,-1.2,0.533,0.349
Csn1s1,3.9,0.533,0.362
Eef2kmt,-8.7,0.533,0.362
Nmral1,1.9,0.533,0.31
Pi4k2b,1.8,0.533,0.31
Psg19,1.7,0.533,0.433
Sgcg,-1.3,0.533,0.349
Speer4a,1.8,0.533,0.22
Trappc3,-6.9,0.533,0.31
Nucks1,1.7,0.532,0.31
Osbpl6,2.8,0.532,0.323
Sfxn3,5.2,0.532,0.349
Wnk4,-1.1,0.532,0.31
ENSMUSG00000073617,2.1,0.532,0.266
Trappc5,-3.6,0.531,0.311
Ubtd2,-1.2,0.531,0.323
Usp43,-1.5,0.531,0.323
Vmn2r26,-1.5,0.531,0.22
Eef1d,-1.2,0.53,0.434
H2afb3,1.3,0.53,0.434
Nek3,-1.3,0.53,0.267
Pcdhb11,1.8,0.53,0.22
Svs3a,2.1,0.53,0.22
Tigd2,3.7,0.53,0.434
Zfp560,-2.4,0.53,0.434
ENSMUSG00000098598,2.7,0.53,0.363
4930502E18Rik,1.8,0.529,0.22
Cfhr1,2.4,0.529,0.206
Frmd4b,2.3,0.529,0.35
Ikzf2,-1.6,0.529,0.435
Plekhg6,-3.1,0.529,0.435
Sphkap,1.2,0.529,0.311
Tceal6,-1,0.529,0.435
Ibtk,-1.8,0.528,0.312
Nudt9,1.7,0.528,0.312
Slc16a8,-1.4,0.528,0.312
Zdhhc15,1.8,0.528,0.324
Dnajb2,2.6,0.527,0.324
Dnase2a,4,0.527,0.363
Gm5239,2.4,0.527,0.363
Mark2,-2.1,0.527,0.312
Mfsd1,-0.4,0.527,0.466
Spink13,1.5,0.527,0.207
4933427D06Rik,2.4,0.526,0.221
Ankrd44,-1.2,0.526,0.436
Pi4ka,2.7,0.526,0.313
Ppfibp2,-1.4,0.526,0.436
Ripor2,-2.4,0.526,0.351
Sla2,-7.3,0.526,0.351
Ubxn10,-1.5,0.526,0.324
Dnajb1,-1.5,0.525,0.325
Dock8,-1.9,0.525,0.352
Gfpt2,-3.1,0.525,0.352
Iqcd,2.6,0.525,0.226
Naxd,2.9,0.525,0.352
Ugt2a2,-1.1,0.525,0.325
Wdr11,-2.7,0.525,0.325
Zfp13,2.9,0.525,0.436
Cyp4f39,-2.9,0.524,0.352
Ifi47,2.5,0.524,0.221
Ighv5-8,2.7,0.524,0.364
Rcbtb1,-4.4,0.524,0.364
Samd3,1.6,0.524,0.208
Slc4a5,1.6,0.524,0.325
Sltm,-2.1,0.524,0.437
Zfp729b,-1.9,0.524,0.437
Acat2,-3.5,0.523,0.314
Anp32b,2.4,0.523,0.221
Gm1587,1.9,0.523,0.364
Gm839,-1.8,0.523,0.364
Gprc6a,-1.1,0.523,0.325
Olfr1137,2.4,0.523,0.221
Phf20,-1.2,0.523,0.437
Ppp1r1a,-2.3,0.523,0.314
Sgsm1,2.7,0.523,0.208
Sppl2c,2.5,0.523,0.208
Cecr6,2,0.522,0.438
Cep170b,-7.1,0.522,0.353
Cpb1,-2.1,0.522,0.314
Gramd4,-4.6,0.522,0.353
Lrrc43,1.7,0.522,0.208
Phf20l1,2.2,0.522,0.226
Snx18,2.9,0.522,0.325
Cdk5rap1,5.7,0.521,0.353
Nexmif,-1.2,0.521,0.268
Rab4a,-1.2,0.521,0.353
Usp32,-1.5,0.521,0.326
ENSMUSG00000063303,-1.2,0.521,0.365
Kcnq2,2,0.52,0.315
Rdh14,-2.9,0.52,0.315
4930519P11Rik,-4.8,0.519,0.365
Epsti1,1.8,0.519,0.209
Atg7,-5.5,0.518,0.269
B530045E10Rik,-1.7,0.518,0.365
Gm13083,-0.8,0.518,0.222
Hmgxb3,1.3,0.518,0.439
Lrig1,-1.6,0.518,0.47
Mid1,-3.8,0.518,0.365
Myo9a,4.2,0.518,0.354
Pou4f1,3.4,0.518,0.269
Snap29,-1.5,0.518,0.354
Ube2f,-1.9,0.518,0.326
Olfr1489,-6,0.517,0.222
Reep4,-0.5,0.517,0.47
Rhbdl1,0.3,0.517,0.47
Spi1,-1.3,0.517,0.327
Zfp280c,-1,0.517,0.44
ENSMUSG00000060490,1.6,0.517,0.222
ENSMUSG00000072855,-1.4,0.517,0.366
Fam124b,-7.9,0.516,0.227
Fgf1,1.8,0.516,0.269
Klc4,1.9,0.516,0.355
Lipo5,-5.9,0.516,0.366
Srpk3,-3.1,0.516,0.317
Tnfaip8,-2.1,0.516,0.327
Zgrf1,2.3,0.516,0.366
Clca4a,1.8,0.515,0.366
Hlx,2.1,0.515,0.44
Myef2,-2.8,0.515,0.44
Pdcd6,-1.6,0.515,0.328
Rgn,-1.6,0.515,0.328
Slco1a5,-1.7,0.515,0.471
Zfp583,1.1,0.515,0.44
5330417C22Rik,-0.4,0.514,0.471
Atp6v1c1,-3.6,0.514,0.317
Carhsp1,-1.8,0.514,0.441
Fam71b,2.3,0.514,0.209
Gtf2a2,3.1,0.514,0.441
Mphosph6,-5.2,0.514,0.27
Nek10,-1.4,0.514,0.222
Rac1,2.7,0.514,0.27
Txndc16,-1,0.514,0.471
Ankrd34b,1.1,0.513,0.441
Lap3,1.6,0.513,0.318
Slc41a3,0.7,0.513,0.472
Chrdl2,-3,0.512,0.356
Fam163a,1.3,0.512,0.21
Mtmr4,-3.4,0.512,0.318
Odf3b,1.5,0.512,0.21
Snapc4,-3.9,0.512,0.442
Bag4,-2.3,0.511,0.329
G430095P16Rik,1.8,0.511,0.367
Gckr,-1.5,0.511,0.356
Tctn2,2.9,0.511,0.228
Tmem39a,2.6,0.511,0.329
Vax2,-4,0.511,0.442
Vmn1r5,1.9,0.511,0.222
4932411N23Rik,-1.5,0.51,0.367
Col22a1,1.9,0.51,0.21
Hexim1,-5.1,0.51,0.443
Ino80c,-1.6,0.51,0.473
Nkiras1,4.3,0.51,0.357
Sf3b3,-4,0.51,0.443
Slc25a22,-3.3,0.51,0.319
Ube2dnl2,1.6,0.51,0.222
1700109H08Rik,-1.5,0.509,0.223
D030025P21Rik,-5,0.509,0.367
Depdc1b,1.7,0.509,0.443
Gm10941,-9.2,0.509,0.367
Gm44501,2.8,0.509,0.367
Gpr63,-1.5,0.509,0.473
Mapk1ip1l,-2.7,0.509,0.33
Phactr1,1.4,0.509,0.271
Tmeff2,2.3,0.509,0.271
1700029I15Rik,2.6,0.508,0.21
Atp5c1,-6.8,0.508,0.32
Fastkd5,-1.2,0.508,0.358
Gm11127,1.7,0.508,0.271
Mapk3,0.9,0.508,0.443
Trav7-6,1.5,0.508,0.368
Arl14epl,2.2,0.507,0.211
Rtp2,1.6,0.507,0.211
ENSMUSG00000075106,2.7,0.507,0.223
Atp4a,-2.4,0.506,0.321
Gm21732,3.4,0.506,0.368
Kif9,-7.3,0.506,0.358
Oxtr,-2,0.506,0.321
Prepl,-1.5,0.506,0.331
Smdt1,3.4,0.506,0.358
Npas3,4.8,0.505,0.445
Olfr406,1.3,0.505,0.368
Gm12790,-1.3,0.504,0.368
Gm5435,-1.2,0.504,0.368
Ipo4,-7.8,0.504,0.359
Mrpl52,-5.3,0.504,0.359
Rad52,-1.1,0.504,0.272
Slco4a1,-0.9,0.504,0.475
Smurf2,2.9,0.504,0.332
Zfp458,-4,0.504,0.445
Etv2,-1.1,0.503,0.446
Gm9915,-3.7,0.503,0.369
Hist2h2aa1,2.2,0.503,0.446
Hist2h2aa2,2.2,0.503,0.446
Pde11a,-3.2,0.503,0.322
Yy1,-5.1,0.503,0.446
Exoc3l2,2.9,0.502,0.23
Gm4540,2.4,0.502,0.369
Mpz,-0.8,0.502,0.476
Serpinh1,3.7,0.502,0.332
Vmn1r56,1.5,0.502,0.223
Arl13a,1.7,0.501,0.212
BC024139,2,0.501,0.224
Man1a,-3.5,0.501,0.323
Metap1d,-1.5,0.501,0.333
Akr1e1,2.1,0.5,0.23
Car13,-2.4,0.5,0.323
Cirbp,-1,0.5,0.447
Gm3550,1.6,0.5,0.369
Rufy4,1.6,0.5,0.212
Slc25a53,-5.3,0.5,0.36
Tmem59l,1.7,0.5,0.212
Usp31,2.7,0.5,0.333
2810408A11Rik,-1.3,0.499,0.224
7530416G11Rik,1.4,0.499,0.369
Acot10,-0.9,0.499,0.361
Kel,1.8,0.499,0.273
Lrrtm4,-3.3,0.499,0.477
Birc3,-1.2,0.498,0.273
Lce1e,2.8,0.498,0.37
Lefty2,2.7,0.498,0.333
Bag2,-1.5,0.497,0.334
Csnk2a1,1.5,0.497,0.324
Fam199x,1.6,0.497,0.231
Lta,1.1,0.497,0.324
Ncoa7,-4.3,0.497,0.361
Nup160,-5.4,0.497,0.361
Rbpj,1.6,0.497,0.273
C330018D20Rik,2.1,0.496,0.362
Fam159b,2.2,0.496,0.213
Fam57a,0.3,0.496,0.478
Ighv4-1,1.8,0.496,0.37
Lamtor2,-1.2,0.496,0.334
Pigl,-6.9,0.496,0.362
Rln1,2.2,0.496,0.213
Setbp1,-1.7,0.496,0.449
Slc12a5,-2.4,0.496,0.325
Vrk2,-1.6,0.496,0.325
Abhd14a,-2.4,0.495,0.334
Aldh16a1,2.9,0.495,0.231
Ap3s2,-1.6,0.495,0.334
Cck,-1.2,0.495,0.273
Hist4h4,1.7,0.495,0.449
Olfr777,-1.4,0.494,0.224
Pgbd1,2.4,0.494,0.45
Sh3glb2,-3.2,0.494,0.363
Smim13,1.2,0.494,0.231
Cyp4f40,-4.3,0.493,0.363
Gm17067,-3.4,0.493,0.371
Golt1b,-5.4,0.493,0.363
Lpar3,-3,0.493,0.335
Mesp2,-1.7,0.493,0.45
Notch4,1.8,0.493,0.274
Slc39a6,2.7,0.493,0.335
Trub2,-2.6,0.493,0.45
Car11,-5,0.492,0.326
Chrnb1,1.3,0.492,0.326
Cxcr2,0.3,0.492,0.479
Mos,-3.4,0.492,0.326
Olfr1508,2.3,0.492,0.224
Tmem117,-7,0.492,0.363
Csf2ra,-4.2,0.491,0.327
Gm15831,-3.1,0.491,0.371
Il17re,-0.5,0.491,0.48
Klra17,-1.5,0.491,0.371
Nat8f1,2.9,0.491,0.231
Tmem52b,1.6,0.491,0.214
B3galt6,2.5,0.49,0.336
Chad,1.7,0.49,0.214
Gldn,2,0.49,0.214
Lrrc10,-2,0.49,0.364
Plxdc1,-1.9,0.49,0.48
Rbm20,1.3,0.49,0.451
Zfp961,-4.7,0.49,0.225
4933402E13Rik,1.7,0.489,0.225
Cnot7,2.7,0.489,0.372
Gtf3c3,-3.9,0.489,0.452
Ighv2-7,-9.5,0.489,0.372
Krt13,1.9,0.489,0.364
Olfr186,-1.4,0.489,0.225
Pqbp1,-0.9,0.489,0.452
Upk3bl,-0.5,0.489,0.481
Vsnl1,-2.3,0.489,0.452
Wdr12,-3.9,0.489,0.452
1700014D04Rik,1.6,0.488,0.225
Commd4,2.7,0.488,0.275
Mmab,1.2,0.488,0.328
Cyp2d12,-1.6,0.487,0.225
Msh5,-1.8,0.487,0.453
Mxi1,1.1,0.487,0.453
Panx3,-1.5,0.487,0.481
Prpf3,2.5,0.487,0.336
Ptprt,-1,0.487,0.275
Smad9,-1.7,0.487,0.453
Cd55,-1.4,0.486,0.329
Enpep,-3,0.486,0.329
Mgst1,1.5,0.486,0.329
Scnn1a,2.8,0.486,0.337
Taf4b,-1.2,0.486,0.453
1110032A03Rik,2.3,0.485,0.373
Arhgap17,-5.5,0.485,0.366
Mettl1,-1.4,0.485,0.337
Paip2,-2,0.485,0.454
Rps29,-1.4,0.485,0.337
Slc41a1,-1.4,0.485,0.482
Erg28,-1.4,0.484,0.337
Gapdhs,1.6,0.484,0.33
Mrps17,2.2,0.484,0.366
Ptprcap,-1.7,0.484,0.454
ENSMUSG00000068646,2.3,0.484,0.225
Mex3c,1.6,0.483,0.337
Prm1,1.6,0.483,0.373
Slc6a9,3.4,0.483,0.33
1110038F14Rik,-1.6,0.482,0.233
Etfdh,-2.1,0.482,0.331
Vmn1r64,-7.2,0.482,0.226
Abhd12b,1.4,0.481,0.216
Gm10638,1.4,0.481,0.374
Hdgfl3,-0.7,0.481,0.484
Speer4b,2.7,0.481,0.226
Acad9,-6.7,0.48,0.368
Galnt1,-4.8,0.48,0.331
H2-M3,1.5,0.48,0.277
Samd5,2.3,0.48,0.216
Sorcs3,1.6,0.48,0.331
Cry1,-0.9,0.479,0.368
Cyp3a11,-2,0.479,0.332
Eif3h,-3.9,0.479,0.456
Gm8374,2.9,0.479,0.374
Pde7a,1.5,0.479,0.332
Gbp11,2.3,0.478,0.217
Ahi1,-1.9,0.477,0.369
Dnmt3a,1.7,0.477,0.277
Egfl8,1.6,0.477,0.217
Il17rc,-2,0.477,0.485
Olfr1195,1.6,0.477,0.226
Tbx21,-0.8,0.477,0.457
Trav18,4.1,0.477,0.375
ENSMUSG00000046787,2.3,0.477,0.375
ENSMUSG00000095875,2.4,0.477,0.226
Gm13941,2.5,0.476,0.375
Igf2bp3,-1.3,0.476,0.458
Itch,-1.1,0.476,0.339
Krt8,1.7,0.476,0.333
Mier2,-1.3,0.476,0.458
Miox,1.5,0.476,0.278
Plin1,3.6,0.476,0.369
Ppme1,-2.6,0.476,0.333
Prrt2,-2.2,0.476,0.485
Stac2,1.5,0.476,0.217
Wdr44,-3.3,0.476,0.369
Lsm6,-6.1,0.475,0.334
Parvg,-7.7,0.475,0.369
Pigb,-6.7,0.475,0.369
ENSMUSG00000073623,-4,0.475,0.375
Ecm2,2,0.474,0.278
Muc5b,7.8,0.474,0.234
Mum1l1,1.7,0.474,0.278
Olfr1047,-7.7,0.474,0.226
Ubl4a,-1.6,0.474,0.334
Cyp2d22,2.3,0.473,0.227
Cyp7b1,2.3,0.473,0.37
Prox2,1.4,0.473,0.459
Rab7,-4.1,0.473,0.334
Slbp,2.9,0.473,0.34
Sqor,2,0.473,0.37
Usp24,1.7,0.473,0.34
Cadps2,-5.7,0.472,0.371
Cspp1,2.8,0.472,0.278
Dnajc4,-2,0.472,0.341
Fis1,-6.6,0.472,0.371
Gen1,2.1,0.472,0.459
Adcy3,1.5,0.471,0.279
Alox8,1.9,0.471,0.279
Ctdspl,1.7,0.471,0.335
D130043K22Rik,2.2,0.471,0.218
Dixdc1,-1.4,0.471,0.235
Gm16380,-1.4,0.471,0.376
Ubr1,1.7,0.471,0.279
Wars,-0.9,0.471,0.279
Ankrd45,-2.7,0.47,0.46
Gm5142,1.6,0.47,0.227
Gpr4,2.1,0.47,0.218
Oxct1,-1.3,0.47,0.336
Pnkd,2.4,0.47,0.342
Slc10a2,-2.9,0.47,0.342
Zbtb18,-7.2,0.47,0.372
Zfp341,1.4,0.47,0.46
ENSMUSG00000094130,6.2,0.47,0.372
8430408G22Rik,1.5,0.469,0.372
Adra2c,-1.5,0.469,0.336
Csk,-2.9,0.469,0.336
Fkbp7,1.9,0.469,0.342
Map3k21,-1.3,0.469,0.235
Olfr304,-1.1,0.469,0.227
Rbx1,-1.1,0.469,0.227
Serpina3i,-1.1,0.469,0.227
Usp34,2.4,0.469,0.342
Vdr,-1.1,0.469,0.279
ENSMUSG00000073576,2.8,0.469,0.377
Asb13,-1.4,0.468,0.342
Cdc42ep1,3.5,0.468,0.372
Dnajb7,-1.3,0.468,0.342
Gm10212,1.3,0.468,0.377
Gm21850,2.7,0.468,0.377
Gm4302,1.7,0.468,0.227
Gm4307,1.7,0.468,0.227
Slc8a2,-7.2,0.468,0.372
Tdrd3,-1.4,0.468,0.342
ENSMUSG00000094228,1.7,0.468,0.227
ENSMUSG00000095161,1.7,0.468,0.227
Arrdc4,1.8,0.467,0.279
Dtx3l,2.8,0.467,0.279
Fos,1.9,0.467,0.279
Nlrc3,-1.8,0.467,0.462
Smc1b,2.5,0.467,0.279
Tmem55a,-3.5,0.467,0.342
Cfl1,-4.1,0.466,0.337
Csad,-3.5,0.466,0.337
Hcn3,-1.5,0.466,0.489
Ighv1-36,2.3,0.466,0.377
Pkd2l2,2.1,0.466,0.373
