Symbol,casTLE_Effect,pvalue
CAR12,-6.5,0.0939
IFI204,4.8,0.0946
FNTA,4.7,0.0946
PTPN23,-11.7,0.0946
RET,-3.7,0.0946
MED12,-5.3,0.0946
NSD1,3.5,0.0946
ESR1,-3.6,0.0952
PROK2,6.4,0.0952
FOXI2,-2,0.0952
EIF4EBP1,2.1,0.0952
SEC14L4,-5.7,0.0952
THPO,3.9,0.0952
DDX50,-5.6,0.0952
GM4975,1.8,0.0952
CPD,-7.1,0.0952
VHL,-2.6,0.0952
SLC45A3,2,0.0959
FHIT,4.6,0.0959
GATA3,6,0.0959
MOCOS,6.6,0.0959
TUBB3,4.7,0.0959
HBB-BS,-6,0.0959
MAPK10,3.1,0.0959
COX19,2.5,0.0967
RASSF7,2.2,0.0967
TNFRSF11B,1.8,0.0967
RHOC,2.1,0.0967
MUC2,-6.2,0.0967
GM21975,-3.8,0.0967
LRAT,-7.5,0.0967
MAS1,4,0.0974
GRM4,-2.1,0.0974
MSI1,3.2,0.0974
NUP153,2.8,0.0974
HDHD1A,-6,0.0974
TOM1,2.6,0.0974
CETN1,-1.8,0.0974
NDUFA4,4.7,0.0974
FST,-7.2,0.0981
PCSK6,3.6,0.0981
FANCE,5,0.0981
NOTCH1,-3.7,0.0981
GALNTL6,2.3,0.0989
NOTCH4,4.6,0.0989
CDK13,-4.7,0.0989
PRODH,4.6,0.0989
NDUFA11,-8.1,0.0989
RNPC3,-3.6,0.0989
CADM1,3.9,0.0996
MAP4K4,2.4,0.0996
NR2C1,6.2,0.0996
CDCA7,2.6,0.0996
RAC1,4.1,0.0996
NHLH1,3.1,0.0996
CD247,-4.2,0.1
MTMR12,-5.8,0.1
DUSP3,-4.9,0.1
ABCA9,3.6,0.1
GABRR2,-8.4,0.1
INSL5,2.9,0.1
SCYL1,-5,0.1
NDUFC2,-7.7,0.1
TEK,4.9,0.1
3110082I17RIK,-4.8,0.101
TRADD,2,0.101
CCL21A,-4.3,0.101
TAF8,3.9,0.101
GPI1,6.3,0.101
NEDD9,2.8,0.101
MED1,-2.7,0.101
FCER1G,-3.9,0.101
ATM,-3.4,0.102
PRKAA2,-7,0.102
E2F8,1.8,0.102
DSN1,-6.1,0.102
SLC29A3,-2,0.102
PIWIL1,3.3,0.102
PTPRM,-4.4,0.102
ART1,-6.8,0.102
TRH,4.1,0.103
PPP2R2A,-8.1,0.103
IRAK3,-8.3,0.103
PTGR1,-6.1,0.103
ATMIN,-5.8,0.103
ADCY9,2.4,0.103
UNCX,2.7,0.103
ATG14,-3.8,0.103
UGT1A10,-5.8,0.103
PLCG1,2.8,0.103
BCAS1,2.3,0.103
HES2,-6.7,0.103
FAM21,-4.9,0.103
WIZ,-3,0.103
CSF3R,2.2,0.103
CDK14,-3.7,0.103
CEP290,5.6,0.103
MMP25,-5.8,0.104
GM14434,-2.6,0.104
GM14308,-2.6,0.104
H2-Q7,2.5,0.104
RASA3,3.8,0.104
GM4724,-2.6,0.104
ARNT,4.7,0.104
ZFP42,-1.7,0.104
GM2026,-2.6,0.104
TGFBR1,6,0.104
PCCB,-6.4,0.105
FRY,1.7,0.105
CAR6,4.3,0.105
TOP3A,3.5,0.105
PSMC2,-3,0.105
PTGER4,-4.2,0.105
IP6K1,-3.5,0.106
CAMK2G,2.3,0.106
PCP4,4.4,0.106
TBX21,3.5,0.107
DGKI,-7,0.107
KLF8,3.1,0.107
TNK1,-3.4,0.107
KDM5B,-4,0.107
ZFP334,2.3,0.107
RHOF,6.2,0.107
LARP1,-3.7,0.107
CAR4,-2.6,0.107
PPP2R4,-11.7,0.107
PDS5A,-3.1,0.107
SYCE1,2,0.107
GRHL3,2.8,0.107
RABGAP1,5.7,0.107
PAK1,-3.9,0.108
PTK2,-3.2,0.108
STK3,-3.3,0.108
DYRK2,-7.8,0.108
2810408M09RIK,-6,0.108
HOXD12,-1.7,0.108
NOTCH2,3.1,0.108
PSPH,-8,0.108
MTHFR,3.7,0.108
PSMD7,3.7,0.109
DEDD,5.2,0.109
ENTPD5,5.8,0.109
CSNK2A2,3.6,0.109
CD5,6.8,0.109
VMN2R10,2.8,0.109
MMP17,2.2,0.109
MOG,2.2,0.109
B3GNT3,4.5,0.109
FYB,2.4,0.109
SOX30,4,0.109
HEPH,3.9,0.11
HIST4H4,2.7,0.11
1700088E04RIK,-3,0.11
FAM161B,7.1,0.11
DEB1,3.4,0.11
MED7,4.5,0.11
ZFP821,2.4,0.11
CYGB,-3.4,0.111
IKBKE,-8.6,0.111
LMAN1,-6.8,0.111
WT1,2.2,0.111
RGS2,2,0.111
ATP2A1,-3.4,0.111
NOS3,5.4,0.111
TSN,5.2,0.112
OXTR,-5.2,0.112
TENC1,-2.8,0.112
EREG,4.2,0.112
MZF1,1.6,0.112
HIST1H4F,-4.5,0.112
PIGH,3.6,0.112
GM10591,-4.2,0.113
RECQL4,6.2,0.113
PHACTR1,2.1,0.113
GM13304,-4.2,0.113
GM21541,-4.2,0.113
CCL21B,-4.2,0.113
POMP,5.7,0.115
CAR5B,-6.2,0.115
PDXP,-3.1,0.115
WNT8B,4.2,0.115
CHKB,2.8,0.115
FADS2,-6.8,0.115
PPARD,-6,0.116
CALR,-8,0.116
CCNB3,2,0.116
CDCA5,5.2,0.116
XRCC4,3.4,0.116
HOXD13,2.4,0.116
UBR1,2.4,0.116
KHDRBS2,2.3,0.116
CPT2,-3,0.116
CAMK2D,-4.4,0.117
PCBD1,-6.3,0.117
FPGS,-5.3,0.117
CUL4A,3.6,0.117
4933417A18RIK,3.2,0.117
HRSP12,-6.2,0.117
SMO,5,0.117
PASK,-6.1,0.117
SEC14L3,-6.9,0.118
GRM6,2.1,0.118
GAS1,4.3,0.118
NPY,-3.7,0.118
PPME1,-4,0.118
GRID1,-3.2,0.118
NTRK2,-3.9,0.118
ESD,-3,0.118
PER3,2.4,0.118
FNTB,1.9,0.119
SNW1,-2.7,0.119
F7,-6.7,0.119
PNCK,-3.2,0.119
RTN4,2.8,0.119
PRAP1,3.6,0.119
CYP4A31,-3.6,0.119
PTPRU,-2.4,0.119
SLC25A20,-7.7,0.119
ACY3,3.5,0.119
ALCAM,1.7,0.119
VDR,2.8,0.119
INHA,3.9,0.12
STYK1,-6.5,0.12
CTHRC1,3.3,0.12
CPNE8,5.8,0.12
NME3,-3,0.12
NDUFA9,-7.3,0.12
CXCR1,-2.7,0.12
LHCGR,-6.4,0.12
TCTE2,3.7,0.12
ZFP444,2.7,0.12
RIPK1,-7.7,0.122
GAS7,4.3,0.122
PYCR1,-6.4,0.122
CDK18,-6.3,0.122
DGCR14,-11.7,0.122
SP2,-2.9,0.122
SCAPER,2.1,0.122
PACSIN2,4,0.122
CTSS,-2,0.122
THBS4,5.2,0.123
TRPC6,4.3,0.123
IFNGR2,-7.9,0.123
MCM3AP,5,0.123
IDH3B,-2.7,0.123
CARD11,4,0.123
MAPK8IP1,-5.9,0.124
CAMKV,-4.7,0.124
PMP22,1.5,0.124
CDKL3,-6.4,0.124
PCSK1,-2.8,0.124
CNKSR1,2.5,0.126
MED9,-2.1,0.126
PIK3R5,-5.8,0.126
MED17,3.5,0.126
RTEL1,-2.6,0.126
YLPM1,1.8,0.127
TEAD2,-2.9,0.127
PPFIBP2,5,0.127
EPC1,-2.2,0.127
IP6K2,-3,0.127
TNFRSF18,6.1,0.127
GFOD1,7.1,0.127
ACP6,-3.5,0.127
HOXA1,-4.4,0.127
PYGM,-8.3,0.127
CTDP1,-6.4,0.127
OXCT1,-6.4,0.127
VMN2R-PS159,2.1,0.128
PPP4C,-11.6,0.128
RBKS,-7.3,0.128
ZC3H4,-3.2,0.128
MC2R,-4.6,0.128
PKNOX1,-3,0.128
IMPA1,-8.5,0.128
ERO1LB,-4.2,0.128
WNT7A,2.9,0.128
SOWAHA,3.9,0.13
TRY5,4.7,0.13
CEL,-4.7,0.13
2700049A03RIK,-2.1,0.13
KCNMB2,-6.6,0.13
COMTD1,-4,0.13
KATNAL1,-1.8,0.13
FOXL2,1.9,0.13
ZFP281,4.1,0.13
C1RB,-4.1,0.13
UCKL1,-11.5,0.13
PLEKHG6,-6.8,0.13
UGT2B5,3.9,0.131
CIB2,-3.5,0.131
ZFP277,-1.5,0.131
PECR,-2,0.131
IL2RG,-6.3,0.131
CD4,3.5,0.131
UACA,2.2,0.131
LRRK2,-7.8,0.131
RANBP17,2.4,0.131
ARL3,-3.1,0.133
TCF23,2.7,0.133
TLX3,5.9,0.133
BZW2,-3.8,0.133
ANKRD34B,1.8,0.133
PHGDH,-8.3,0.133
FASTK,-5.5,0.134
TTC38,4.1,0.134
LSM2,-7.1,0.134
IREB2,2.8,0.134
POPDC3,2.4,0.134
PROX1,1.3,0.134
PRKCH,-2.8,0.134
HNF4A,-4.8,0.134
B3GAT3,-2.1,0.134
ALPK1,-2.2,0.134
JMY,2.5,0.134
DECR2,-2.6,0.134
CASZ1,3.7,0.135
GRB10,3.9,0.135
TRRAP,-6.4,0.135
STK33,-4.5,0.135
TRIB1,-3.3,0.135
PLCZ1,6.5,0.135
ZFP39,2.6,0.135
PHPT1,-3.9,0.135
SMEK1,2.5,0.135
NR1H3,4.9,0.135
DUSP19,-7.9,0.135
CACNA1C,-1.9,0.135
GPX7,-3.3,0.137
ACVR1,-3.4,0.137
SERPINA12,3.3,0.137
RACGAP1,-2,0.137
ANAPC4,3.4,0.137
TGIF2,-3.8,0.137
KCNK6,2.3,0.137
MLH1,4.7,0.137
CKS1B,-3.7,0.137
FXYD1,1.7,0.137
HOXC12,-3.2,0.137
NTHL1,2,0.137
MAP3K15,4,0.137
ZFP266,-3.4,0.137
LATS2,4.1,0.139
KCNC4,-7.4,0.139
KCND2,-5.8,0.139
GABRG2,-7.8,0.139
AEBP2,1.9,0.139
NT5C,-6.1,0.139
CNR2,-4.4,0.139
WDR89,-2.6,0.139
IL18,4.6,0.139
PROSC,-3.1,0.139
FAM53B,1.9,0.14
EFNB2,-2.2,0.14
PPIC,-4.4,0.14
TFAP2D,3.2,0.14
TNNI3K,-6.1,0.14
TBX4,3,0.14
NDN,-4.5,0.14
AKR1B8,-2.5,0.14
GNMT,-4.2,0.14
DAO,-6.7,0.14
TGFBI,5,0.142
ATF7IP,3.4,0.142
ADCK3,-4.9,0.142
ZFP839,2.7,0.142
WDR92,-2.5,0.142
EXO5,3.9,0.142
RPGRIP1L,5.7,0.143
IFT43,2.9,0.143
PTPRO,-1.6,0.143
PKDCC,-6.6,0.143
MSRA,2.3,0.143
NCAN,2.7,0.143
FSTL3,5.9,0.143
FGF18,3.8,0.143
PPP2R1B,-8,0.143
PIP5KL1,-4,0.143
CSF3,6.9,0.143
COPS3,-2.5,0.145
GABRA1,-5.9,0.145
DOLPP1,-11.4,0.145
OPRK1,3.5,0.145
GNRHR,-3.3,0.145
NR2E3,2.9,0.145
TEX11,3.9,0.145
PDP2,-2.8,0.145
KRT8,-8,0.145
ARHGEF12,3.9,0.145
SPRYD3,-6.7,0.145
MED13L,-1.7,0.147
LIMS1,4.5,0.147
TOE1,-6,0.147
XLR,-2.1,0.147
PON1,-3.4,0.147
INHBE,4.5,0.147
TWF1,-2.3,0.147
IL4I1,-7.3,0.147
DYNC1LI1,3.3,0.147
BCL9L,-4.6,0.147
CMTM7,4.4,0.147
ZFP69,-2.4,0.149
ANXA2,-4.5,0.149
RIPPLY2,-3.3,0.149
IL1B,-2.8,0.149
GLIS1,3.7,0.149
MBNL1,-1.6,0.149
AATK,-3.1,0.149
NR2E1,4,0.149
LAMTOR3,-8.3,0.15
ALKBH2,5.5,0.15
RUVBL1,3.1,0.15
DUSP28,-2.3,0.15
VKORC1L1,-3.5,0.15
SLC6A7,4.3,0.15
UPK3A,-4.4,0.15
DDAH2,-3.7,0.15
POU2F1,4.1,0.153
ZSCAN22,-2.8,0.153
CDC42SE2,-5,0.153
TGTP1,1.6,0.153
ID1,3.7,0.153
RRP36,-3.4,0.153
MARK4,-2.7,0.153
CDC5L,-5.7,0.153
CXCL1,-3.7,0.153
FGF20,5.5,0.153
UBR5,4.1,0.153
SNIP1,4.5,0.153
KCNN1,-4.4,0.153
WDR76,2.2,0.155
ITPKB,-4.1,0.155
MTMR11,-5.6,0.155
RPL10L,-6,0.155
FOXP4,-1.7,0.155
GALNT6,2.9,0.155
MAOA,4.2,0.155
NOTCH3,3.6,0.155
SERPIND1,-3.2,0.157
LRP1,-3.7,0.157
EPOR,-2.7,0.157
ARPC3,-5.7,0.157
TNF,2.8,0.157
CSF2RA,-8,0.157
PLA2G6,-2.8,0.157
IDH3G,-2.8,0.157
EPHB4,4.3,0.157
SCRT2,-3.9,0.157
SRPX,3.7,0.157
DMTF1,3.6,0.157
LAMA4,4.6,0.157
PTGDR,6.9,0.157
CYP1A1,3.6,0.157
FEM1A,-1.7,0.157
ANO3,-2.3,0.159
HPGDS,-2.2,0.159
KAT5,-2.4,0.159
ABCA3,2.9,0.159
PLD1,1.9,0.159
FOXK2,2.3,0.159
BCL2A1B,3.8,0.159
NKX3-1,-3.3,0.159
ACD,-4.4,0.159
ANGEL1,3.2,0.159
MBNL3,2,0.159
PRKG2,-3.5,0.161
COMMD4,4.9,0.161
DLC1,3.1,0.161
PNMA1,-2.6,0.161
GMEB2,-3.1,0.161
GALNT1,-3.9,0.161
PGLYRP2,2.8,0.161
MAP2K6,2.4,0.161
HAL,-7.9,0.161
KCND3,-8.8,0.163
PPP6C,-6.2,0.163
TRMT10B,4.2,0.163
DROSHA,-1.8,0.163
APBB1IP,4.5,0.163
ITGB2,2,0.163
SKOR2,2.7,0.163
AMT,-3.8,0.165
LTF,-2.9,0.165
UGGT2,2.7,0.165
TRIP11,4,0.165
FBXW11,2.1,0.165
NTRK1,-2.2,0.165
ZMAT2,-2.3,0.165
CMPK1,-5.9,0.165
SMC1B,3.7,0.165
ITGAV,5.7,0.165
ZFP451,-3.3,0.165
RHOG,-2.4,0.165
EPHA8,-5.6,0.165
ACACB,-1.8,0.168
NDUFB2,-5.1,0.168
MAPK1,-3.1,0.168
NACC1,2.2,0.168
PPP2R5B,-4.4,0.168
CAR10,2.6,0.168
HIVEP2,4.8,0.168
STARD13,5.2,0.17
4930578C19RIK,2.2,0.17
MITF,4,0.17
NR1I3,-4,0.17
ANXA5,-4.6,0.17
ANXA10,-1.5,0.17
CHFR,2,0.17
NARS,-6.4,0.172
BCL2A1A,2,0.172
LHPP,-7.9,0.172
PBX3,2.4,0.172
PLK3,-3.9,0.172
NNMT,-9,0.172
OAS1B,3.4,0.172
RPS6KA5,2.8,0.172
TREH,6.3,0.172
CXXC1,-3.6,0.172
UTRN,2.4,0.172
GRK5,4.5,0.172
IER3,5.5,0.174
KCNA4,3.5,0.174
CYSLTR2,4.6,0.174
GFM1,-6.6,0.174
SLC6A5,-3.5,0.174
EPHA6,-1.8,0.174
SCN2B,-3.2,0.174
ACOX1,-6.4,0.174
NPR1,-2.6,0.174
HTR1D,-3.5,0.174
NOBOX,-2.4,0.174
TGFB1I1,4.1,0.174
NFIB,-4.7,0.174
BBC3,5.1,0.174
ENPP2,-7.1,0.176
ESPL1,2.9,0.176
RELB,5.1,0.176
FAM110C,4,0.176
PPM1L,-4.8,0.176
BARD1,2.9,0.176
TRAPPC1,3.3,0.176
PTPRH,-2.4,0.176
ZFP300,4.5,0.176
CTDSP1,4,0.176
PPP1R3A,-5.5,0.176
STMN4,-7.4,0.176
POLM,3.8,0.179
PCLO,-3.4,0.179
VCAM1,2.3,0.179
GCM2,-3.3,0.179
GNB5,5.2,0.179
NTAN1,2.4,0.179
ASPM,3.7,0.179
ZFP710,2,0.179
ZDHHC19,2,0.179
KCTD11,2.4,0.179
TNFRSF1A,2,0.179
PGLYRP1,2.6,0.181
HDAC4,2.5,0.181
ACVRL1,-4,0.181
ADCY4,4.2,0.181
APOE,-2.7,0.181
EIF2S3X,1.6,0.181
AK2,-5.8,0.181
TTBK1,-7.7,0.181
DUSP13,-4.3,0.181
COL2A1,-4.5,0.181
DERA,3.5,0.181
EDAR,2,0.181
PTPN11,-6.5,0.181
NR3C2,4.6,0.183
PTPLAD2,4.4,0.183
PARD6G,1.3,0.183
HSPBAP1,3.1,0.183
MARK2,-2.4,0.183
PAPD7,-4.4,0.183
SPHK2,-4.8,0.183
TSKS,3.6,0.183
1110037F02RIK,-2.1,0.183
NOD2,2.8,0.186
HCK,-6,0.186
SLC13A3,-7.4,0.186
PIGS,2,0.186
IL10RA,3.4,0.186
GADD45A,4,0.186
SSBP2,-2.2,0.186
PRSS2,2,0.186
IGFALS,5,0.186
RND3,2.2,0.186
ACTA2,2.5,0.186
PKD2,1.9,0.186
SFN,2.1,0.188
PPP1R1C,-6.4,0.188
HEXB,-4.8,0.188
POLR3G,4,0.188
TGFBR2,6.2,0.188
BRSK1,-6.8,0.188
TRMT1L,6,0.188
GUCY2C,-1.6,0.188
PTPRC,-3.4,0.188
FSHR,-4,0.188
ZFP738,5.3,0.188
MAST4,-4.4,0.188
RAX,5.2,0.188
MXD4,-2.7,0.188
PARK2,3.8,0.188
EGLN2,2.4,0.19
ZFP398,-3.6,0.19
TRUB2,-8.1,0.19
HELQ,2.3,0.19
CAMK1G,-3.1,0.19
NAT1,6.2,0.19
TCAP,1.6,0.19
FAM175B,1.7,0.19
SERTAD1,1.5,0.19
BRAF,-7.1,0.19
ABCB1A,2.4,0.19
ETOHI1,-6.4,0.19
NLRC4,2.8,0.19
TIGD2,-2.3,0.19
ADH7,2.7,0.192
GDF1,4.5,0.192
GTF2I,1.7,0.192
TMEFF2,3.4,0.192
GATA1,-3.8,0.192
TAOK2,-5.5,0.192
AFG3L2,-6.5,0.192
CDKL1,-1.4,0.192
MERTK,-3.6,0.195
TTF1,4,0.195
STOX1,2.6,0.195
SLC12A5,-2.4,0.195
ITPA,-5.7,0.195
GLRA1,-7.1,0.195
ZXDB,4.3,0.195
LBH,-2.5,0.195
RBM5,3.8,0.195
PTK2B,-3.8,0.197
CNR1,-6.2,0.197
AANAT,5.9,0.197
PDCD5,1.8,0.197
KITL,3,0.197
H2-Q2,-6.7,0.197
TRIM24,2.4,0.197
PI4KB,-2.2,0.197
ABCG1,-2.2,0.197
CSDE1,3.8,0.197
EPX,-7,0.197
TNNT2,1.8,0.197
SMPD3,4.3,0.2
DEPDC1B,-2.5,0.2
ANXA3,-6.8,0.2
GLRA2,-6.3,0.2
ATF2,3.2,0.2
ZFP105,1.6,0.2
VIP,4.7,0.2
EIF2AK3,-8.1,0.2
TTF2,-2.8,0.2
KANK1,3,0.2
KCNK1,-6.2,0.202
DMBX1,-1.2,0.202
HSPB8,5,0.202
TEAD1,3.7,0.202
RCVRN,3,0.202
ASF1B,-1.6,0.202
TBX19,2.4,0.202
CNPY4,6.5,0.202
NEK8,-3.4,0.202
MCC,3.7,0.202
BBOX1,4.7,0.202
BCL2L2,3.7,0.202
PTDSS2,-8.1,0.202
PCX,3.2,0.202
KLK1B22,3.5,0.202
ZFP329,-2.8,0.202
EPT1,-2.4,0.205
RCSD1,3.5,0.205
PHKB,-3.3,0.205
GOT2,-1.7,0.205
TNFRSF9,-3.5,0.205
SMUG1,3.6,0.205
CYP4A32,-8.4,0.205
PAX2,1.5,0.205
TSPAN7,2.4,0.205
SPTBN5,1.6,0.205
ACVR1C,-5.3,0.205
WNT5A,5,0.205
IFNAR1,4.7,0.205
MURC,-5,0.207
SUV420H1,-1.7,0.207
AKAP7,-6,0.207
SNRNP48,-2,0.207
DAB2,3.6,0.207
MCM7,3.1,0.207
FUBP1,-3.4,0.207
ALPK3,-5.5,0.207
HCST,5.1,0.207
TIMP2,2.5,0.21
ZBTB24,1.7,0.21
MMP16,-6.9,0.21
TRP53BP2,2.2,0.21
RCOR2,2.5,0.21
RDX,-7.9,0.21
TNFRSF17,4.5,0.21
MYL12B,-2.7,0.21
PPP2R3A,-4.9,0.21
DEF8,1.9,0.21
ANKRD45,-3.4,0.21
ACAT2,-8.1,0.213
TSC22D2,-2.1,0.213
MNDAL,4.3,0.213
PPP2CB,4.7,0.213
ABAT,-6.3,0.213
DYRK4,4.8,0.213
TNNI1,1.9,0.213
LMTK3,-2.1,0.213
PGP,-2.1,0.213
DPEP1,-2.2,0.213
TOP3B,4.6,0.213
PRKAA1,-6.1,0.213
NDUFS3,-8.1,0.213
CST3,2.1,0.213
NAGA,-4.8,0.213
DLL1,4,0.213
FAM104A,-2.9,0.216
ID2,2,0.216
MYO18B,-2.5,0.216
ZFP422,1.5,0.216
TRF,1.9,0.219
IDUA,4.4,0.219
CAR14,2,0.219
G6PC2,-7.9,0.219
PPP3CA,-3.6,0.219
GAB1,4.5,0.219
SMPX,4.1,0.219
RBM48,-2.8,0.219
CDKL5,-3.4,0.219
RHOB,3.9,0.219
ALDH3A1,-8.1,0.219
HPCAL4,3.6,0.219
PAX1,1.9,0.219
WNT3,2.1,0.222
SLC25A12,-5.1,0.222
CERK,-2.2,0.222
GLIS3,1.8,0.222
DNASE1,4.7,0.222
NLRP10,-2,0.222
TFPI,2.9,0.222
SV2A,-2.8,0.222
RGS20,2.6,0.225
PDE4C,-5.1,0.225
LIMK1,-2.1,0.225
EIF4E3,-4.5,0.225
JMJD1C,-2.8,0.225
HOXA2,1.8,0.225
TBX15,6.9,0.225
GNGT1,3.2,0.225
CHST4,1.4,0.225
CCNE1,2.7,0.225
TNFSF15,2.2,0.225
ARHGEF40,4.8,0.228
PPM1F,-4.2,0.228
TPM3,-1.6,0.228
MAST3,-3.5,0.228
SLC12A6,-6.7,0.228
GTF3C4,4,0.228
AK7,-3.9,0.231
AI314180,3.4,0.231
DLG4,-4.4,0.231
APBB2,5.5,0.231
PPARGC1A,-2.1,0.231
TRAPPC6A,-4.6,0.231
VPS13B,-1.6,0.231
SUOX,-7.9,0.231
MTF1,-1.9,0.231
SLC6A14,-3.1,0.231
CD70,2.3,0.231
ERN1,-5,0.231
UTP18,5.6,0.231
HAGH,-6,0.231
PPP1R16B,3.7,0.231
GMPR,-2.4,0.231
PCOLCE2,-3,0.231
SMYD1,-2.3,0.234
ZFP341,-3.9,0.234
CTLA4,-5.9,0.234
LOX,1.3,0.234
PPFIA1,-2.8,0.234
NKX2-9,-2.4,0.234
EVI2B,-2.8,0.234
HPD,-6,0.234
CCDC6,4.2,0.234
AIFM2,1.9,0.234
ZFP827,2.5,0.234
WEE2,-3.3,0.234
FCGR3,4.5,0.237
IRF1,1.8,0.237
STK31,-3.3,0.237
FES,-2.8,0.237
GM13212,-4.7,0.237
MAPK14,-3.6,0.237
DYRK1A,4.2,0.237
TFPI2,3.5,0.237
FN3K,-3.8,0.24
HTR2A,3.7,0.24
DUSP14,-6.5,0.24
RIPK3,-7.2,0.24
CYP2C65,-6.1,0.24
SLCO1B2,-5.4,0.24
CNTN1,3.2,0.24
STYXL1,4.7,0.24
MAGI3,-2.2,0.24
ARID1B,1.9,0.24
UGT1A1,2.8,0.24
GALM,-6,0.243
TSPYL4,-1.4,0.243
ZFP386,-2.1,0.243
ZFP160,3.9,0.243
VAMP2,4.5,0.243
PPP1R12C,4.6,0.243
RGS7,3.1,0.243
AADACL2,-2.8,0.243
CAT,-5.8,0.243
TAGLN,4.9,0.243
AKR1C21,2.3,0.243
MYH7,-4.4,0.243
CGGBP1,2,0.243
GPS2,4.9,0.243
VKORC1,-2,0.246
SH3KBP1,-1.3,0.246
PPP1R1B,3,0.246
NRP2,1.8,0.246
FZD7,4.3,0.246
PPP1R3D,-4.8,0.246
VWA7,4.8,0.246
ABCC1,4.6,0.246
PXK,-2.8,0.246
GM14305,-3.7,0.246
SETX,2.8,0.246
POMC,-1.7,0.246
CYP2A4,2,0.248
TCF19,-2.6,0.248
WISP2,2,0.248
POLR2M,-6,0.248
ETV5,5.9,0.248
SLC19A3,-8.2,0.248
CDKN2C,-5.4,0.248
BIN3,1.8,0.248
PPP1R15B,2.8,0.248
PTPN20,-3.9,0.248
TSPYL2,-2.1,0.248
DGKE,-1.8,0.251
ZFP180,-1.8,0.251
PGLYRP3,-1.9,0.251
BCL2L14,2.2,0.251
VMN1R51,4.5,0.251
EGLN1,-2.5,0.251
CEP78,2,0.251
PTPN14,-7.7,0.251
CSTF2,2.4,0.251
ZFP580,2.9,0.251
COMMD8,-7,0.251
CARD9,3.7,0.254
MKX,-3.8,0.254
HTR2B,1.8,0.254
GSS,-8.1,0.254
LGSN,-6.3,0.254
IFT57,2.4,0.254
DOT1L,-1.9,0.254
CRYL1,1.9,0.254
APOBEC2,-3,0.254
GABRA3,-1.9,0.254
TRP73,-1.7,0.254
UNC119,-3.1,0.254
LHFP,3.6,0.254
RGAG4,1.9,0.254
TAOK1,-6.4,0.254
ATP5O,-6.6,0.254
CEACAM9,-2.2,0.254
ACCS,-2.7,0.257
FGGY,1.9,0.257
ZFP804B,-2.3,0.257
CHST13,2.4,0.257
ICAM1,4.4,0.257
DUSP2,-5.4,0.257
FKBP8,4.4,0.257
CLK4,-3.5,0.257
LRRC7,1.8,0.257
SLC25A15,-3.1,0.26
CASC5,-1,0.26
DUPD1,2.5,0.26
DNAJA4,4,0.26
KDM6B,-1.8,0.26
CD80,-7.1,0.26
L3HYPDH,1.7,0.26
ZFP558,-2.6,0.26
KIDINS220,-3.2,0.26
DIS3L,-3.4,0.26
ALDH1A2,-6.1,0.262
KARS,2.5,0.262
OLIG1,-3.2,0.262
RAPGEF5,3.3,0.262
ZFP574,3.5,0.262
BRDT,-7.8,0.262
ANAPC7,2.8,0.262
6430548M08RIK,3.7,0.262
RUNX2,-6.4,0.262
MAPKAP1,-6.6,0.262
ZBP1,4.4,0.262
NOP10,2.5,0.262
ZFP217,2.5,0.262
SNX3,-4,0.262
APON,-6.3,0.262
BASP1,-1.9,0.262
ZFP647,1.3,0.262
TFAP2C,1.6,0.265
RAD51AP1,6.7,0.265
GP1BA,-8.1,0.265
PLXNC1,-1.8,0.265
EPHX2,-2,0.265
RWDD1,-1.3,0.265
THAP4,-2.1,0.265
CACNB3,-7.2,0.265
CRAT,-6.1,0.265
MXI1,1.5,0.265
FOXM1,-3.1,0.265
PDE8A,-5.2,0.265
DAP,1.7,0.265
APOBEC4,4.3,0.265
IL2RB,-5.8,0.265
PKD1,1.5,0.268
ZC3HAV1,-1.8,0.268
WISP3,5,0.268
RBM27,-1.7,0.268
FOSB,3.8,0.268
SERPINA5,2.1,0.268
GNPDA2,1.7,0.268
SMG1,-8.3,0.268
AR,2,0.268
PANK1,3.9,0.268
ID4,2.9,0.268
ACVR2B,-6.3,0.268
DLL4,3.3,0.268
NUAK2,-5.5,0.268
FIGF,2,0.269
OGFOD1,2.9,0.269
NR4A1,-2.3,0.269
FUBP3,-3,0.269
KLK7,1.2,0.269
MR1,-5.7,0.269
MTMR9,-3.6,0.27
HTR3A,-7.3,0.27
GLRB,-5,0.27
CREB3L1,-4.4,0.27
GARNL3,2.9,0.271
SIK2,-7.6,0.271
PSAP,-6.8,0.271
HMX3,-1.9,0.271
WDR46,-1.9,0.271
KIF2B,5.8,0.272
PIK3C2G,-2,0.272
GLRX2,-6.2,0.273
TSSK4,-5.7,0.273
AK3,-5.9,0.273
CIT,2.4,0.273
TSPO,-2,0.273
ECHS1,5.5,0.273
CYP11A1,-1.6,0.273
TREM1,-7.2,0.274
PFKFB3,-5.5,0.274
CETN3,3.6,0.274
ADAM25,-2,0.274
TAL1,2,0.274
CDC45,1.7,0.275
MTRR,-6.9,0.275
NAPB,-1.9,0.275
GMCL1,3.7,0.275
PDGFRL,5.4,0.275
NQO1,-4.9,0.275
GMPR2,2,0.276
FOXO4,-2.3,0.276
TAT,-3.9,0.277
FOXS1,-3.4,0.277
TCEAL5,1.1,0.277
UPK2,-4.4,0.277
NDUFS8,-6.8,0.277
CIR1,3.5,0.278
PPP1R9B,-7.8,0.278
CAMKK2,-1.2,0.278
