Gene_ID,Castle_Effect,Castle_Score,P_value
Ms4a7,4.2,1.14,0.205
Nr5a1,-3.1,1.14,0.322
Nupl2,-3.6,1.14,0.208
Olfr108,-5.8,1.14,0.262
Pcnx,0.6,1.14,0.31
Polm,1.3,1.14,0.282
Rangrf,-7.4,1.14,0.208
Rusc2,-1.6,1.14,0.179
Siah2,6.2,1.14,0.15
Syne4,-1.9,1.14,0.31
Tnn,1.6,1.14,0.282
Tnni2,-1.1,1.14,0.282
Tox4,-1.4,1.14,0.322
Zfp473,-3.1,1.14,0.15
Zfp68,-1.5,1.14,0.262
Zfp764,2.2,1.14,0.322
ENSMUSG00000075182,-2,1.14,0.262
BC049762,-1.6,1.13,0.263
Calr,2.1,1.13,0.129
Ccdc73,2.7,1.13,0.181
Cdc25a,1.8,1.13,0.129
Cnpy2,-3.5,1.13,0.151
Dcbld1,1.2,1.13,0.312
Fv1,-4.6,1.13,0.181
Ggt7,-1.2,1.13,0.312
Gpatch1,4.3,1.13,0.324
Guca1a,-7.8,1.13,0.129
H2al1j,-3,1.13,0.284
Igkv1-117,4.1,1.13,0.181
Kat2a,-3.7,1.13,0.129
Nr2c2,-1.1,1.13,0.284
Plcb3,-1.4,1.13,0.284
Prickle1,2.2,1.13,0.324
Psg16,8,1.13,0.324
Rad54b,2.5,1.13,0.284
Rb1,-1.5,1.13,0.284
Rgr,1.9,1.13,0.206
Shprh,2.1,1.13,0.284
Tnnt2,-1.6,1.13,0.284
Trav13d-1,-5.3,1.13,0.181
Zbtb2,5.1,1.13,0.324
Zfp960,2,1.13,0.263
ENSMUSG00000047490,-1.3,1.13,0.263
ENSMUSG00000094000,-1.8,1.13,0.263
ENSMUSG00000095406,-3.3,1.13,0.181
3110082I17Rik,-1.1,1.12,0.285
4930451I11Rik,-1,1.12,0.207
9230104M06Rik,-4.1,1.12,0.183
Apold1,-6.5,1.12,0.212
Avpr1a,1.7,1.12,0.13
Cabp2,1.6,1.12,0.315
Ccl17,-3.7,1.12,0.154
Csmd3,-2.1,1.12,0.285
Cyp2c65,-3.7,1.12,0.13
Dgat2l6,3.5,1.12,0.154
Dld,-5.7,1.12,0.13
Dmxl1,-2.8,1.12,0.154
Dnah1,3.1,1.12,0.212
Fam212a,-2.5,1.12,0.285
Fastkd5,-4.9,1.12,0.212
Fis1,-6.4,1.12,0.212
Frmd4a,-1.7,1.12,0.212
Gm10110,-10,1.12,0.183
Gm17227,-4,1.12,0.183
Gpr34,1.4,1.12,0.285
Ighv3-3,-4.1,1.12,0.183
Map3k21,-6.2,1.12,0.285
Morn5,3.6,1.12,0.207
Mpzl1,0.8,1.12,0.315
Olfr1362,-4.2,1.12,0.263
Pdlim3,-4.5,1.12,0.263
Rapgef5,2,1.12,0.326
Rassf1,-1.6,1.12,0.285
Rnf157,-2.5,1.12,0.154
Rtkn2,-8.8,1.12,0.183
Sipa1l1,3,1.12,0.183
Slc5a7,3.2,1.12,0.207
Sos2,5.3,1.12,0.285
Tmem139,3.2,1.12,0.207
Zcwpw1,6.2,1.12,0.154
Zkscan14,5.6,1.12,0.326
ENSMUSG00000050604,-5.3,1.12,0.183
Alg11,-3.1,1.11,0.214
Arsi,3.6,1.11,0.208
Cbl,-1.3,1.11,0.286
Cdh20,-8.4,1.11,0.286
Clns1a,4.4,1.11,0.214
Cops5,-1.6,1.11,0.328
D630002J18Rik,-3.7,1.11,0.186
Frmpd1,-5,1.11,0.214
Gm14295,-6.1,1.11,0.186
Gm5160,-4.3,1.11,0.186
Gm8257,-5.8,1.11,0.186
Gp1bb,-1,1.11,0.317
Gpr21,-0.9,1.11,0.208
Hcar1,-4.4,1.11,0.186
Hmx1,2.8,1.11,0.328
Igkv14-100,-10.1,1.11,0.186
Il17re,-1.2,1.11,0.317
Irf2bp1,2.8,1.11,0.328
Kcnh1,-1.6,1.11,0.328
Ly6g6f,3.2,1.11,0.208
Madcam1,4.7,1.11,0.264
Mcm9,-3.7,1.11,0.328
Myb,1.9,1.11,0.286
Notch2,1.8,1.11,0.286
Nxph4,-2.6,1.11,0.287
P4ha3,-2.3,1.11,0.155
Parp6,-2.8,1.11,0.287
Ptprq,10.6,1.11,0.328
Rabif,-3.1,1.11,0.155
Rbm8a2,-4.2,1.11,0.186
Tcrg-C2,-4,1.11,0.186
Tcstv1,-3.3,1.11,0.186
Tmem182,1,1.11,0.317
Trav15d-1-dv6d-1,3.2,1.11,0.186
Trav15n-1,3.2,1.11,0.186
Tslp,-7.6,1.11,0.287
Vim,-5.6,1.11,0.286
Zfp521,-1.7,1.11,0.286
Zscan2,1.2,1.11,0.328
ENSMUSG00000051614,-3.8,1.11,0.186
Actc1,-4.8,1.1,0.216
Apela,-4.5,1.1,0.188
Aunip,5.3,1.1,0.288
Bscl2,6.2,1.1,0.157
Catsperg1,0.8,1.1,0.319
Cspp1,2.6,1.1,0.287
Dmrt2,2,1.1,0.33
Dsg1c,-3.6,1.1,0.188
Erp44,-3.5,1.1,0.157
Gm10855,-4.6,1.1,0.188
Gm20388,-2.4,1.1,0.188
Gm20661,-4.5,1.1,0.188
Gm26571,-2.2,1.1,0.188
Gm6214,-4.5,1.1,0.188
Gm9745,4,1.1,0.188
Hbb-bh2,-3.7,1.1,0.188
Lamtor3,-4.4,1.1,0.133
Lhfpl2,0.4,1.1,0.319
Mapk7,2.6,1.1,0.287
Mrpl43,-6.2,1.1,0.216
Mrps17,4.1,1.1,0.216
Nat14,2.4,1.1,0.33
Orc2,-3,1.1,0.216
Oscp1,-6.6,1.1,0.288
Pom121,-1,1.1,0.319
Rgsl1,1.9,1.1,0.319
Rtraf,4.4,1.1,0.216
Sat1,-3.6,1.1,0.157
Slc17a2,2.4,1.1,0.209
Slc26a10,-4.6,1.1,0.264
Slc43a2,0.6,1.1,0.319
Spag6,-3.3,1.1,0.216
Sqor,2,1.1,0.216
Stk32b,-5.6,1.1,0.133
Tex36,-4.4,1.1,0.209
Tmem98,-3,1.1,0.157
Ube2f,-3.6,1.1,0.157
4931440P22Rik,-3.2,1.09,0.19
A930033H14Rik,-3.3,1.09,0.19
Btbd35f24,-4.6,1.09,0.19
Btla,3.5,1.09,0.16
Chit1,2,1.09,0.134
Cldn34b3,-1.7,1.09,0.265
Crocc2,-7.7,1.09,0.289
Eri3,-1.5,1.09,0.332
Erp29,-3.3,1.09,0.19
Faf1,-1.7,1.09,0.16
Fgd1,2.9,1.09,0.332
Fndc3b,-3.3,1.09,0.19
Gm12394,-5.6,1.09,0.19
Gm2178,2.9,1.09,0.19
Gm5356,-5,1.09,0.19
Gorasp1,-1.5,1.09,0.218
Hfe2,-2,1.09,0.322
Igbp1b,-5.7,1.09,0.265
Ighm,-3.3,1.09,0.19
Igkv13-84,-3.2,1.09,0.19
Igkv7-33,-4.6,1.09,0.19
Itih3,3.8,1.09,0.16
Keap1,2,1.09,0.288
Klc1,-2.4,1.09,0.16
Klra17,-5.7,1.09,0.19
Mcf2l,-4.5,1.09,0.218
Mtor,-4,1.09,0.134
Ndufa11,-6.5,1.09,0.134
Ngdn,-2.4,1.09,0.16
Olfr143,-7,1.09,0.265
Phtf2,-5.3,1.09,0.218
Plscr5,-1.2,1.09,0.21
Psors1c2,1.8,1.09,0.21
Rpl27,-6.3,1.09,0.218
Rsrp1,-3.3,1.09,0.19
Rundc3b,2.8,1.09,0.21
Scn4b,1.4,1.09,0.134
Slc35d3,-0.5,1.09,0.322
Slc39a4,1.9,1.09,0.218
Spam1,5.8,1.09,0.289
Taf9b,5.5,1.09,0.332
Tmem181c-ps,2.6,1.09,0.19
Trav3-4,-4.6,1.09,0.19
Wdr45,5.4,1.09,0.16
Wnt3,2.1,1.09,0.288
Zbtb1,2.9,1.09,0.332
Zc3h4,10.3,1.09,0.332
ENSMUSG00000050325,-3.3,1.09,0.19
1700111E14Rik,-8.5,1.08,0.193
2300009A05Rik,-6.9,1.08,0.22
4930480E11Rik,-2,1.08,0.266
9430002A10Rik,-3.2,1.08,0.193
Adam17,-1.3,1.08,0.289
Akt3,2.9,1.08,0.289
Ankrd63,3.9,1.08,0.291
Aoc3,2.9,1.08,0.289
Art5,-5.9,1.08,0.291
Asb15,-3.6,1.08,0.162
C330018D20Rik,4.2,1.08,0.22
Col4a3,-1.1,1.08,0.289
Defb50,-3.1,1.08,0.193
Desi2,-6.4,1.08,0.291
Dnali1,-4.8,1.08,0.22
Dpy19l4,0.5,1.08,0.324
E130208F15Rik,-3.2,1.08,0.193
Fbxo22,-2,1.08,0.162
Gli3,2.4,1.08,0.289
Gm3187,-4.8,1.08,0.193
Gm5868,-3.1,1.08,0.193
Gm9008,-2.1,1.08,0.193
Gsg1,1.6,1.08,0.21
Hoxb6,-2.7,1.08,0.334
Mgme1,-7.3,1.08,0.22
Mroh2a,-1.2,1.08,0.21
Nlrp14,5.4,1.08,0.162
Pgk2,-4.7,1.08,0.136
Pou3f3,-3.3,1.08,0.193
Ptpn14,-1.8,1.08,0.136
Rnf19b,-3.5,1.08,0.162
Rpusd2,-7.1,1.08,0.22
S1pr5,-0.7,1.08,0.324
Tox2,2.4,1.08,0.334
Trav7-3,-10.1,1.08,0.193
Trim24,1.3,1.08,0.289
Vps51,-6.3,1.08,0.22
Yae1d1,5.2,1.08,0.291
Zfp575,1.4,1.08,0.334
Zfp972,-4.9,1.08,0.193
Zmat2,3.3,1.08,0.334
4930505A04Rik,3.6,1.07,0.212
A2ml1,-2.6,1.07,0.292
Adrb3,4,1.07,0.137
Agl,4.9,1.07,0.164
Ap3m2,-2.9,1.07,0.164
Apool,-2.9,1.07,0.164
Btn1a1,1.6,1.07,0.327
Car9,2.3,1.07,0.137
Casp9,-2.9,1.07,0.164
Cldn34b4,-1.4,1.07,0.266
Crnn,3.2,1.07,0.212
Csf2ra,-5.3,1.07,0.137
Dnajc22,6.2,1.07,0.164
Ggcx,1.4,1.07,0.137
Gm20518,-8.7,1.07,0.196
Gm9,2.4,1.07,0.266
Gpr156,0.6,1.07,0.327
Grhl3,1.6,1.07,0.335
Heatr5b,-3,1.07,0.292
Ighv1-84,-3,1.07,0.196
Il10ra,-1.2,1.07,0.335
Lce3e,4.7,1.07,0.266
Lrfn2,3.2,1.07,0.212
Matn1,5.2,1.07,0.292
Nxnl1,2.5,1.07,0.222
Olfr1350,-3,1.07,0.196
Pdlim1,-3.2,1.07,0.222
Prepl,-2.8,1.07,0.164
Rhox4c,-5.8,1.07,0.266
Smarcc2,2.5,1.07,0.222
Snph,-7.3,1.07,0.222
Spin2d,1.9,1.07,0.29
Tm2d3,1,1.07,0.327
Tssk6,-8.2,1.07,0.137
Vmn2r108,-1.7,1.07,0.266
Wipi1,4.8,1.07,0.164
Wnt9a,2.2,1.07,0.29
Zfp691,-1.3,1.07,0.335
Zkscan2,4.9,1.07,0.335
4931400O07Rik,-4.9,1.06,0.199
Actr1b,-6.2,1.06,0.224
Anxa3,-2.8,1.06,0.139
Ccdc184,-2.5,1.06,0.199
Ctdspl,1.4,1.06,0.139
Ddr2,-2.4,1.06,0.139
Fam227b,-3,1.06,0.294
Gm10306,2.6,1.06,0.199
Gm1604a,2.2,1.06,0.199
Gm20721,-10,1.06,0.199
Gm5111,-2.9,1.06,0.199
Hfe,-3.6,1.06,0.166
Iapp,-2.9,1.06,0.166
Igkv2-112,2.2,1.06,0.199
Klri2,2.2,1.06,0.267
Med26,-2,1.06,0.337
Mpc2,-0.9,1.06,0.224
Ndufs3,-7.8,1.06,0.139
Nms,2.6,1.06,0.213
Npy6r,-5.5,1.06,0.267
Olfr172,3.2,1.06,0.213
Pax3,-1.7,1.06,0.291
Pdia5,-2.6,1.06,0.166
Ptprj,1.7,1.06,0.139
Rock1,-2.5,1.06,0.139
Sarm1,-5,1.06,0.224
Slc16a13,-2.1,1.06,0.329
Slc25a4,2,1.06,0.139
Spg7,-2.9,1.06,0.166
Spint2,5,1.06,0.294
Them7,-2.9,1.06,0.199
Tmed7,3.9,1.06,0.166
Tmem126a,2.8,1.06,0.224
Zfp451,4.2,1.06,0.337
ENSMUSG00000053467,2.4,1.06,0.199
ENSMUSG00000094835,-2.9,1.06,0.199
1700003E16Rik,3.2,1.05,0.297
1700010D01Rik,-6.5,1.05,0.201
9330161L09Rik,-8.4,1.05,0.201
Adcyap1r1,-10,1.05,0.201
Bcl2l14,2.3,1.05,0.292
Capn3,-3.5,1.05,0.17
Ccdc171,-3,1.05,0.297
Crot,1.9,1.05,0.14
Dnase1l2,-1.9,1.05,0.339
Dscaml1,-2.4,1.05,0.292
Elf1,-5.3,1.05,0.292
Esp34,-2.8,1.05,0.201
Fgg,1.5,1.05,0.14
Gm10175,-4.9,1.05,0.201
Gtf3c4,2.3,1.05,0.339
Hoxc13,-2.6,1.05,0.292
Hrh3,1.3,1.05,0.14
I0C0044D17Rik,-3.3,1.05,0.201
Lgals2,-5.5,1.05,0.14
Lilrb4a,2.9,1.05,0.214
Mep1b,5.3,1.05,0.17
Olfr518,2.6,1.05,0.214
Pafah2,6.7,1.05,0.17
Pank1,2.4,1.05,0.14
Selenot,-6.2,1.05,0.226
Slc38a7,3.2,1.05,0.17
Smim3,0.4,1.05,0.332
Spp1,-7.7,1.05,0.297
Sri,-3.4,1.05,0.226
Ssb,-2.5,1.05,0.297
Tnfsf18,2.2,1.05,0.292
ENSMUSG00000045520,-2.7,1.05,0.201
ENSMUSG00000052262,-2.8,1.05,0.201
ENSMUSG00000052389,-2.6,1.05,0.201
ENSMUSG00000057161,-6.6,1.05,0.201
Acap1,-5.5,1.04,0.228
Aff2,1.8,1.04,0.268
Akr1c19,-1.4,1.04,0.268
Ankrd16,-3.2,1.04,0.341
B3gnt8,-2.6,1.04,0.299
Bach1,8.4,1.04,0.341
Bloc1s4,-3,1.04,0.299
Cav2,-3.5,1.04,0.173
Cd226,1.7,1.04,0.334
Cep170,4.3,1.04,0.173
Cep290,2.1,1.04,0.293
Cep83,-6,1.04,0.204
Dbt,-2,1.04,0.228
Fam169a,4.5,1.04,0.215
Gm4985,3.6,1.04,0.204
Gm6104,-5,1.04,0.204
Gpr183,-1.2,1.04,0.215
Hapln2,-5.6,1.04,0.299
Homer1,-2,1.04,0.341
Ighv3-5,-2.7,1.04,0.204
Lmx1b,1.3,1.04,0.341
Lrrc55,3.4,1.04,0.215
Ndufs6,3,1.04,0.142
P3h1,-2.5,1.04,0.142
Pabpn1l,3,1.04,0.341
Prl7a2,-7.1,1.04,0.268
Prr30,-2.7,1.04,0.204
Prss33,-2.8,1.04,0.173
Ptpn6,-2.5,1.04,0.142
Raver2,-1.9,1.04,0.341
Serpina1b,-2.5,1.04,0.299
Snx18,6,1.04,0.173
Spesp1,3.5,1.04,0.215
Wdcp,-2.5,1.04,0.299
Zbtb8b,8.5,1.04,0.341
ENSMUSG00000095488,1.8,1.04,0.204
ENSMUSG00000097477,3.9,1.04,0.204
ENSMUSG00000099113,3.9,1.04,0.204
Adam10,-2.8,1.03,0.174
Ankrd37,-4.1,1.03,0.301
BC048502,1.8,1.03,0.268
Btbd9,-3.2,1.03,0.174
Dctn5,-3.2,1.03,0.23
Dcun1d1,-4,1.03,0.174
Ddi1,-2.8,1.03,0.174
Ebag9,-7,1.03,0.23
Ehd1,-2.8,1.03,0.174
Eya3,-2,1.03,0.343
Fam24a,1.6,1.03,0.268
Fbxl15,3.8,1.03,0.174
Gpr162,-0.6,1.03,0.337
Hist3h2ba,3.7,1.03,0.343
Igkv1-99,2.6,1.03,0.208
Klrk1,4.1,1.03,0.343
Lce1e,-5.1,1.03,0.208
Lce1m,3.4,1.03,0.208
Ldoc1,2.9,1.03,0.216
Lipe,-3.1,1.03,0.174
Mex3d,-2.9,1.03,0.174
Mrgprd,2.7,1.03,0.216
Olfr122,1.6,1.03,0.268
Olfr1445,2.6,1.03,0.216
Olfr533,-1.4,1.03,0.268
Pglyrp4,-9.4,1.03,0.301
Phkg1,-7.5,1.03,0.143
Rbm20,1.6,1.03,0.343
Sertad4,2.6,1.03,0.216
Slc38a3,-7.7,1.03,0.301
Spag1,-2.2,1.03,0.343
Spin1,-2.7,1.03,0.301
Tbccd1,-2,1.03,0.174
Tctn2,5.2,1.03,0.301
Tmem160,-3.5,1.03,0.23
Trmt11,-1.7,1.03,0.343
Unc45a,5.3,1.03,0.174
Vrtn,-3.6,1.03,0.343
ENSMUSG00000071083,-8.2,1.03,0.208
ENSMUSG00000090282,-5.1,1.03,0.208
1700020A23Rik,-1.2,1.02,0.217
9130019O22Rik,2,1.02,0.269
Abhd11,-4.5,1.02,0.233
Acaa1b,2.4,1.02,0.269
Arf3,-3.5,1.02,0.178
Bckdha,-6.8,1.02,0.233
Dapl1,3.8,1.02,0.217
Dcstamp,-2.7,1.02,0.233
Dnajc21,-2.3,1.02,0.178
Donson,-2.9,1.02,0.302
Drd3,-2.6,1.02,0.145
Elmo2,-7.1,1.02,0.233
Ercc6l2,3.8,1.02,0.345
Fam124b,-10.4,1.02,0.302
Fbxw25,2.2,1.02,0.213
Gm10061,3.9,1.02,0.213
Gm10735,-3.4,1.02,0.213
Gm11627,-2.5,1.02,0.213
Gm28044,-2.5,1.02,0.213
Ighv8-14,-9,1.02,0.213
Kctd4,-2.3,1.02,0.178
Mettl8,1.5,1.02,0.345
Mroh9,4.2,1.02,0.217
Nanog,-2.8,1.02,0.178
Prdm15,4.1,1.02,0.345
Rpe65,3.8,1.02,0.217
Sec16a,-2.4,1.02,0.178
Sel1l,-3.5,1.02,0.178
Serpina5,2.2,1.02,0.145
Setx,2.1,1.02,0.295
Shisa3,-1.1,1.02,0.217
Srsf2,-2.9,1.02,0.178
Thyn1,-9.1,1.02,0.302
Tmem130,5.3,1.02,0.217
Tmem231,-1.1,1.02,0.339
Ube2e1,1.1,1.02,0.295
Ust,1.5,1.02,0.217
Vegfa,2.9,1.02,0.295
Zfp868,2.2,1.02,0.269
AF067061,-5.4,1.01,0.216
Arhgap12,-1.7,1.01,0.181
Arpc1a,-1.5,1.01,0.296
Baz2a,6.1,1.01,0.347
Cacng5,4,1.01,0.218
Capg,-9.4,1.01,0.305
Cwc22,4.3,1.01,0.347
Cyb561d1,2.6,1.01,0.342
Dcp2,2.9,1.01,0.347
Ddx39b,-6.9,1.01,0.146
Dennd1a,-2.9,1.01,0.235
Drc1,2.5,1.01,0.218
F2,-6.2,1.01,0.146
Fam19a3,-3.8,1.01,0.305
Frg1,-1.9,1.01,0.347
Glra3,-4.3,1.01,0.146
Gm7075,-8.8,1.01,0.216
Hyi,-6.4,1.01,0.216
Ift46,5.7,1.01,0.305
Ighv1-64,-2.5,1.01,0.216
Kcne4,3.1,1.01,0.218
Lypd6b,-0.9,1.01,0.218
Mettl25,1.8,1.01,0.342
Nepro,-1.2,1.01,0.342
Nkd2,2.3,1.01,0.235
Nkx2-4,9,1.01,0.347
Olfr1434,-2.5,1.01,0.216
Olfr742,1.4,1.01,0.27
Olfr94,-4.1,1.01,0.27
Otud7a,-2.9,1.01,0.181
Parp14,9.8,1.01,0.347
Plekha5,-2.9,1.01,0.305
Prex1,-2.8,1.01,0.347
Ptcd2,-7.2,1.01,0.235
Susd1,1.1,1.01,0.342
Tada3,-2.5,1.01,0.347
Tm2d1,0.7,1.01,0.342
Trim63,5.3,1.01,0.181
Tub,-0.9,1.01,0.296
Ucma,2.9,1.01,0.218
Wipf1,-5.2,1.01,0.216
Zap70,2.3,1.01,0.146
Zbtb38,1.4,1.01,0.347
Zmym5,-1.4,1.01,0.342
ENSMUSG00000097198,-5.3,1.01,0.216
1700069B07Rik,-2,1,0.22
Abhd17c,-2.9,1,0.306
Actbl2,-5.9,1,0.238
AI837181,-9.3,1,0.306
Atp7a,-2.8,1,0.182
Ceacam2,-1.8,1,0.35
Fbxo7,5.2,1,0.182
Gm16440,3.8,1,0.22
Gprasp1,1.5,1,0.297
Igkv9-129,2.1,1,0.22
Lmcd1,-1.8,1,0.238
Nfatc3,5.4,1,0.182
Rassf9,-7.4,1,0.238
Sccpdh,3.9,1,0.238
Trim41,-2.7,1,0.182
Vmn2r84,-1.4,1,0.27
Zfp97,2,1,0.27
Ear14,-7.9,0.999,0.22
Hmgxb3,7.3,0.999,0.35
Tmem159,0.3,0.999,0.345
Tmem45a2,-5.6,0.999,0.22
Ctns,3.2,0.998,0.148
Gcdh,4.2,0.998,0.148
Map2k2,2.9,0.998,0.35
Olfr15,3.7,0.998,0.219
Dnajb5,6.3,0.997,0.182
Nipsnap2,-1.9,0.997,0.238
Gm9894,-8.8,0.996,0.222
Klhl8,-2.7,0.996,0.185
Ppp1r13l,1.4,0.996,0.298
Rbm12b1,6.3,0.996,0.35
Samd8,-2.7,0.996,0.185
Csf1r,-2.5,0.995,0.149
Lamp3,-3.3,0.995,0.185
Plxdc1,1.1,0.994,0.346
Ttc41,-2.8,0.994,0.271
4931414P19Rik,-3.9,0.993,0.307
Nudt16,-3.4,0.993,0.185
St8sia6,-2.8,0.993,0.307
Upk3bl,-1.1,0.993,0.346
Gm10638,3.7,0.992,0.223
Golga7,-2.6,0.992,0.24
Lyz2,-3.6,0.992,0.149
Mtmr10,1.2,0.992,0.149
Rab22a,3.7,0.992,0.24
Skil,-3.4,0.992,0.186
Slc41a2,1.8,0.992,0.347
Znhit3,-2.8,0.992,0.351
Sass6,1.8,0.991,0.298
Crp,3,0.99,0.15
Foxh1,-2.7,0.99,0.352
Hecw2,-3.5,0.99,0.186
Plxnb3,-1.1,0.99,0.298
ENSMUSG00000095875,4.3,0.99,0.271
Robo3,-2.1,0.989,0.348
Rpl23,-3.5,0.989,0.15
Chst7,-1.3,0.988,0.299
Hic1,-2.2,0.988,0.299
Ibsp,3.1,0.988,0.22
Nr4a3,1.2,0.988,0.299
Six4,5.2,0.988,0.186
Zfp784,4.8,0.988,0.352
Atf6,4.2,0.987,0.187
Tnfrsf19,0.4,0.987,0.348
Ifng,-1.2,0.986,0.299
Tlk2,-5,0.986,0.15
Atp5a1,-7.9,0.985,0.15
Frmd5,-2.5,0.984,0.353
Shtn1,-1.1,0.984,0.299
Il17rb,1.6,0.983,0.349
Mios,-2.2,0.983,0.188
Usp25,-4.2,0.983,0.242
Wdr19,-3.3,0.983,0.242
Echdc2,2.3,0.982,0.243
Fyn,3.2,0.982,0.151
Sh2d1a,-2.8,0.982,0.188
Echdc1,-4.1,0.981,0.243
Gbp4,3.5,0.981,0.221
Gbp9,3.5,0.981,0.221
Ifi35,-2.7,0.981,0.189
Kctd1,-2.7,0.981,0.189
Lmtk2,-3.5,0.98,0.151
Olfr1040,1.9,0.98,0.272
Prom2,2.2,0.98,0.221
Upb1,1.2,0.98,0.299
ENSMUSG00000071584,-3.4,0.98,0.191
ENSMUSG00000074592,3.6,0.98,0.227
Pafah1b3,-1.1,0.979,0.3
Rsf1,-1.4,0.979,0.354
Spata13,1.6,0.979,0.354
Adgrf4,-1.1,0.978,0.221
B630019K06Rik,-7.7,0.978,0.227
Fcrla,2.5,0.978,0.221
Ntpcr,4,0.978,0.191
Tmx4,0.9,0.978,0.351
0610010K14Rik,-3,0.977,0.355
Ddx21,12.2,0.977,0.355
Gm7942,-1.8,0.977,0.272
Igkv3-4,3.8,0.977,0.228
Rdh10,-2.1,0.977,0.191
Tcaf3,-6.7,0.977,0.272
Dnajc5b,-3.2,0.976,0.191
Lama1,1,0.976,0.3
Rtl10,-9.8,0.976,0.228
Trappc2,1.5,0.976,0.152
Ilf3,-3.6,0.975,0.245
Mmaa,-7.3,0.975,0.152
Taar7b,1.6,0.975,0.272
Tmem126b,-1.4,0.975,0.351
Zfp968,-2.3,0.975,0.228
Zfp969,-2.3,0.975,0.228
A630091E08Rik,3.8,0.974,0.229
Crb3,-4.3,0.974,0.272
Dact2,-2.7,0.974,0.192
Dnaaf2,-8.5,0.974,0.309
Pax8,2.4,0.974,0.3
Gsdmc4,-4.5,0.973,0.245
Kidins220,2.2,0.973,0.152
Paqr6,-1.1,0.973,0.352
Podn,-2.7,0.973,0.192
Prdm4,1.9,0.973,0.355
Itm2a,1.3,0.972,0.3
Itpr3,2,0.972,0.245
Gfra3,-0.8,0.971,0.352
Rpl9-ps1,-2.3,0.971,0.229
Gm14862,-5.4,0.97,0.23
Kif13a,8.7,0.97,0.356
Med27,-1.2,0.97,0.356
Afap1l2,-1.4,0.969,0.301
Arhgap35,2.5,0.969,0.23
Dmrtc2,-1.1,0.969,0.356
Dync2li1,-6.9,0.969,0.31
Fmo2,-2,0.969,0.192
Gm4778,2.6,0.969,0.23
Higd1b,3.9,0.969,0.223
Zswim6,3.8,0.969,0.31
Anxa11,-3.4,0.968,0.193
Mmp9,1.6,0.968,0.301
Cldn5,-4.9,0.967,0.301
Oas1a,-3.7,0.967,0.153
Senp7,-2.2,0.967,0.193
Adam29,-2.7,0.966,0.193
Ighv8-13,3.8,0.966,0.231
Cep128,1.3,0.965,0.301
Gm597,3.8,0.965,0.231
Gm9915,-5.8,0.965,0.231
Slc17a6,-3.8,0.965,0.247
Degs1,3.3,0.964,0.195
Tmem119,-5.2,0.964,0.223
Ttc14,-2.6,0.964,0.195
Abi2,-1.8,0.963,0.358
Krtap4-9,-5.1,0.963,0.232
ENSMUSG00000074273,-5.5,0.963,0.232
1700010B08Rik,3.1,0.962,0.232
Ighg3,-9.7,0.962,0.232
Olfr1511,3.9,0.962,0.223
Pcbp3,1.7,0.962,0.248
Syt8,1.9,0.962,0.248
Ak4,2,0.961,0.154
Cyp2c55,3.3,0.961,0.154
Ppp2ca,-6.7,0.961,0.154
Trpm7,-3.6,0.961,0.154
4930426L09Rik,-5.5,0.96,0.233
C130073F10Rik,3.7,0.96,0.233
Impact,2.2,0.96,0.358
Klf16,-1.6,0.96,0.273
Sfta2,-9,0.96,0.233
Gna15,-7,0.959,0.249
Icam4,1.3,0.958,0.356
Mbd1,7,0.958,0.359
Mettl18,-2.4,0.958,0.311
Npw,-5.3,0.958,0.311
Olfr608,-9.2,0.958,0.234
Olfr740,-1.9,0.958,0.234
Phf20l1,3.3,0.958,0.311
Prph,-1.6,0.958,0.249
Trp53bp2,1.2,0.958,0.302
1700037H04Rik,4.6,0.957,0.311
Gm9944,-9.1,0.957,0.234
Sytl4,-1.7,0.957,0.155
Brd4,-4.8,0.956,0.273
Dnajc24,-1.8,0.956,0.196
Fam46a,-7.9,0.956,0.311
Gm53,2.4,0.956,0.235
Olfr923,-2.3,0.956,0.235
Phox2a,1.9,0.956,0.359
Alg3,-6.4,0.955,0.25
Nfil3,-1.9,0.955,0.359
Sytl5,-5.9,0.955,0.25
Tmem56,-0.4,0.955,0.357
Gm9962,-5.8,0.954,0.235
Hoga1,3.6,0.954,0.251
Hspg2,1.6,0.954,0.156
4930470P17Rik,-6.1,0.953,0.235
Slc41a3,1,0.953,0.358
Tcf7l2,-1.2,0.953,0.303
Gm14190,-5.6,0.952,0.236
Htr6,-4.3,0.952,0.156
Lmod2,5.8,0.952,0.251
Zfp382,-1.8,0.952,0.36
Asap2,-1.2,0.951,0.251
Dpep3,5.1,0.951,0.197
Fzd10,-2.2,0.951,0.303
Rabep1,2.8,0.951,0.303
Zfp39,-3.5,0.951,0.36
Dlx3,3.5,0.95,0.197
Ubr3,5.1,0.95,0.197
Wdr83os,2.1,0.95,0.237
Yaf2,2,0.95,0.274
Zhx1,-2.3,0.95,0.36
Efcab11,-9.2,0.949,0.311
Gm21976,-5.6,0.949,0.237
Sostdc1,-5.6,0.949,0.224
Tbx22,2.1,0.949,0.303
Avpr1b,-1.9,0.948,0.361
Copg1,-2.6,0.948,0.197
Gzmg,-2.6,0.948,0.197
Rln1,3.4,0.948,0.224
Slc12a6,2,0.948,0.157
Slc25a23,-4.6,0.948,0.252
Dnajc1,2.1,0.947,0.199
Serpine2,-8.1,0.947,0.312
Uhrf1bp1,-9,0.947,0.312
Arhgap29,-6,0.946,0.304
